Name,Metal,Atom_A,Atom_B,A-M-B Angle,M-A Distance,M-B Distance,Metal_NBO,A_NBO,B_NBO,HOMO_LUMO,A-B_NBO,NBO-dist-2-avg,NBO-dist-3-avg,NBO-dist-4-avg,NBO-dist-2-a-avg,NBO-dist-3-a-avg,NBO-dist-4-a-avg,NBO-dist-2-b-avg,NBO-dist-3-b-avg,NBO-dist-4-b-avg,NBO-dist-2-a-b-diff,NBO-dist-3-a-b-diff,NBO-dist-4-a-b-diff,NBO-dist-2-min,NBO-dist-3-min,NBO-dist-4-min,NBO-dist-2-max,NBO-dist-3-max,NBO-dist-4-max,NBO-dist-2-a-min,NBO-dist-3-a-min,NBO-dist-4-a-min,NBO-dist-2-b-min,NBO-dist-3-b-min,NBO-dist-4-b-min,NBO-dist-2-a-max,NBO-dist-3-a-max,NBO-dist-4-a-max,NBO-dist-2-b-max,NBO-dist-3-b-max,NBO-dist-4-b-max,NBO-metal-donor-diff,NBO-metal-a-diff,NBO-metal-b-diff,NBO-dist-2-1-avg-diff,NBO-dist-3-2-avg-diff,NBO-dist-4-3-avg-diff,NBO-dist-2-1-a-avg-diff,NBO-dist-3-2-a-avg-diff,NBO-dist-4-3-a-avg-diff,NBO-dist-2-1-b-avg-diff,NBO-dist-3-2-b-avg-diff,NBO-dist-4-3-b-avg-diff,Metal_mullkien,A_mulliken,B_mulliken,A-B_mulliken,Mulliken-dist-2-avg,Mulliken-dist-3-avg,Mulliken-dist-4-avg,Total % VBur,% VBur SE,% VBur SW,% VBur NE,% VBur NW,% VBur max,% VBur min,% VBur max min diff,% VBur NE NW diff,% VBur SE SW diff,% VBur NE SE diff,% VBur NW SW diff,% VBur NE SW diff,% VBur NW SE diff,% VBur asymm 1,% VBur asymm 2,% VBur asymm 3,% VBur octant 1,% VBur octant 2,% VBur octant 3,% VBur octant 4,% VBur octant 5,% VBur octant 6,% VBur octant 7,% VBur octant 8
ligand-100-p-o-26-int1,44,1,7,89,2.202,1.962,0.29534,1.1728,-1.03503,0.1946,2.2078,0.0565,-0.5121,0.2277,-0.5904,-0.1225,0.0407,1.9975,-1.0557,0.3637,2.5879,0.9332,0.323,-1.14672,-1.01181,0.19611,1.99751,0.27285,0.26851,-1.14672,-0.60998,-1.03503,1.99751,-1.14672,0.25102,-0.30994,1.99751,0.23246,1.99751,-1.00849,1.1728,0.22644,0.87746,1.33037,0.0124,0.5686,0.7398,1.7632,0.4679,0.1632,3.03253,3.0532,1.4194,0.216377,0.170062,-0.481115,0.651177,0.0725,-0.2502,0.1374,74.97612281,89.50102497,66.06876631,80.63501677,63.69968319,89.50102497,63.69968319,25.80134178,72.16734998,77.78489564,85.06802087,64.88422475,73.35189154,76.60035408,5.617545658,20.18379612,3.248462542,83.06000745,64.08404771,50.95508759,69.99161387,91.27841968,76.44427879,68.0534849,95.94204249
ligand-11-c-n-7-int1,50,1,16,89,1.854,1.999,0.31179,0.31789,-0.43781,0.1513,0.7557,-0.0996,-0.0305,0.0567,-0.352,0.003,0.0562,0.1529,-0.1137,0.0774,0.5049,0.1167,0.0212,-0.36571,-0.22917,-0.22468,0.21944,0.21758,0.23906,-0.36571,-0.22917,-0.22468,0.08629,-0.22917,-0.33838,-0.33838,0.21758,0.23906,0.21944,0.2158,0.23906,0.37179,0.0061,0.7496,0.0396,0.0691,0.0872,0.66989,0.355,0.0532,0.59071,0.2666,0.1911,0.001658,-0.117813,-0.25282,0.135007,0.0115,-0.0148,0.0787,82.5778047,79.50521804,67.09373835,96.93906075,86.77320164,96.93906075,67.09373835,29.8453224,91.8561312,73.2994782,88.2221394,76.93347,82.01639955,83.13920984,18.556653,11.2886694,1.122810287,78.7504659,58.05534849,81.76481551,96.65952292,97.21859858,91.78158777,76.13212821,80.25997018
ligand-124-c-o-3-int1,108,1,35,20,1.891,4.406,0.31179,0.30727,-0.66463,0.1486,0.9719,-0.137,-0.0057,0.0108,-0.3856,0.0616,0.0679,0.3602,-0.108,-0.1003,0.7458,0.1696,0.1682,-0.41327,-0.27487,-0.21399,0.36023,0.13658,0.24562,-0.41327,-0.03232,-0.21399,0.36023,-0.27487,-0.35791,-0.35791,0.13658,0.36023,0.36023,0.05883,0.21137,0.49049,0.00452,0.97642,0.0417,0.1313,0.0165,0.69287,0.4472,0.0063,1.02483,0.4682,0.0077,0.001658,-0.217434,-0.533162,0.315728,0.3201,-0.1246,-0.0325,85.66436824,94.7936079,79.8196981,96.63855758,71.40560939,96.63855758,71.40560939,25.23294819,84.02208349,87.306653,95.71608274,75.61265375,88.22912784,83.09960865,3.284569512,20.103429,5.129519195,90.34662691,86.47036899,70.15933656,95.6438688,97.63324637,72.65188222,73.16902721,99.24058889
ligand-126-p-p-25-int1,57,6,1,76,2.184,2.279,0.01871,1.2467,1.06788,0.1886,0.1788,-0.4927,-0.3193,0.1544,-0.575,-0.2252,0.1591,-0.6053,0.1497,-0.0555,0.0303,0.3749,0.2146,-1.07733,-0.60731,-0.19482,-0.32342,0.27218,0.22899,-1.07733,-0.60731,-0.37078,-1.07733,-0.19545,-0.32414,-0.32342,1.06788,0.22899,-0.3679,1.2467,0.21998,1.13859,1.22799,1.04917,1.65,0.1734,0.4737,1.8217,0.3498,0.3843,1.67318,0.755,0.2052,-0.148024,0.252282,0.426714,0.174432,-0.0628,-0.2058,0.1012,80.94949683,86.20713753,77.37374208,86.23509132,73.9820164,86.23509132,73.9820164,12.25307492,80.10855386,81.79043981,86.22111442,75.67787924,81.8044167,80.09457697,1.681885949,10.54323518,1.709839732,74.94409243,67.77860604,57.1002609,74.37569884,98.09448379,90.8637719,86.96887812,97.47018263
ligand-127-p-p-26-int1,69,1,6,77,2.169,2.296,0.03847,1.2498,1.04978,0.1885,0.2,-0.5417,-0.3011,0.1319,-0.7028,0.0511,-0.0215,-0.5565,-0.2053,0.142,0.1463,0.2564,0.1635,-1.06958,-0.60713,-0.38533,-0.29848,0.26752,0.22747,-1.06958,-0.39576,-0.38533,-1.06958,-0.60713,-0.52206,-0.51689,1.04978,0.21249,-0.29848,1.2498,0.22747,1.11133,1.21133,1.01131,1.6915,0.2406,0.433,1.9526,0.7539,0.0726,1.60628,0.3512,0.3473,-0.14289,0.357539,0.330727,0.026812,-0.0773,-0.205,0.0889,80.47311778,84.4460492,80.57212076,81.40840477,75.46589638,84.4460492,75.46589638,8.980152814,78.43715058,82.50908498,82.92722698,78.01900857,80.99026277,79.95597279,4.071934402,4.908218412,1.034289974,76.88688036,65.79388744,56.62970555,70.52273574,92.2940738,94.30208722,95.35035408,92.00521804
ligand-13-p-p-5-int1,83,6,1,93,2.185,2.282,0.02762,1.22654,1.10372,0.1855,0.1228,-0.5844,-0.0988,0.0227,-0.5892,-0.1165,-0.0135,-0.5796,-0.1135,-0.0154,0.0096,0.003,0.0019,-0.72462,-0.39721,-0.38457,-0.50711,0.24265,0.22552,-0.72462,-0.39721,-0.7208,-0.7208,-0.39366,-0.72462,-0.51539,0.24265,0.22552,-0.50711,0.2424,0.22552,1.13748,1.19892,1.0761,1.7495,0.4856,0.1215,1.81574,0.4727,0.103,1.68332,0.4661,0.0981,-0.294152,0.417324,0.398407,0.018917,-0.1062,-0.1081,0.0356,80.83360511,75.51947447,81.96049199,86.25372717,79.6007268,86.25372717,75.51947447,10.7342527,82.92722698,78.73998323,80.88660082,80.78060939,84.10710958,77.56010063,4.187243757,0.105991428,6.547008945,73.49515468,78.62001491,68.87346254,73.55106224,98.9563921,90.32799105,85.30096906,77.54379426
ligand-14-p-c-1-int1,69,1,41,86,2.149,1.941,0.09588,1.23677,0.26101,0.1967,0.9758,-0.4576,-0.0585,0.0366,-0.5185,-0.1116,0.019,-0.3662,-0.1304,0.3166,0.1523,0.0188,0.2976,-0.52367,-0.39579,-0.38537,-0.36396,0.23338,0.24213,-0.52367,-0.39579,-0.38537,-0.36853,-0.51917,0.01208,-0.51267,0.23338,0.26101,-0.36396,0.11119,1.23677,0.65302,1.14089,0.16513,1.2065,0.3991,0.0951,1.75527,0.4069,0.1306,0.62721,0.2358,0.447,0.378013,0.263744,-0.045277,0.309021,-0.1117,-0.0682,0.0441,77.39412505,71.3147596,68.82920239,86.52161759,82.91092061,86.52161759,68.82920239,17.69241521,84.7162691,70.07198099,78.91818859,75.8700615,77.67540999,77.1128401,14.64428811,3.048127097,0.562569884,62.94726053,65.51900857,76.66325009,74.98602311,98.05721208,89.15859113,72.1393962,79.68225867
ligand-15-p-c-2-int1,80,1,42,86,2.15,1.947,0.10802,1.24227,0.35732,0.1928,0.8849,-0.477,-0.0893,0.0518,-0.5182,-0.1198,0.0148,-0.4152,-0.2092,0.2828,0.103,0.0894,0.268,-0.52356,-0.39554,-0.3854,-0.41409,0.23037,0.21944,-0.52356,-0.41409,-0.3854,-0.41629,-0.51829,0.00461,-0.51273,0.23037,0.35732,-0.41409,0.11835,1.24227,0.69178,1.13425,0.2493,1.2768,0.3877,0.1411,1.76047,0.3984,0.1346,0.77252,0.206,0.492,0.36918,0.313366,-0.003151,0.316517,-0.1386,-0.0727,0.0465,78.30902907,70.82323891,69.0854454,86.54025345,86.78717853,86.78717853,69.0854454,17.70173313,86.66371599,69.95434215,78.68174618,77.93631196,77.81284942,78.80520872,16.70937384,0.745434215,0.992359299,61.51229966,67.11237421,81.51323146,75.72679836,97.35370854,92.06112561,71.05851659,80.13417816
ligand-16-p-c-3-int1,75,1,42,85,2.284,1.879,0.15065,1.08745,0.37876,0.1839,0.7087,-0.458,-0.0282,-0.0219,-0.5043,-0.1157,0.0401,-0.3885,-0.0408,0.1615,0.1158,0.0749,0.1214,-0.51165,-0.39823,-0.38494,-0.38248,0.23187,0.22204,-0.51165,-0.39823,-0.38494,-0.3945,-0.51165,-0.22195,-0.49928,0.23187,0.37876,-0.38248,0.12899,1.08745,0.58245,0.9368,0.22811,1.1911,0.4298,0.0063,1.59175,0.3886,0.1558,0.76726,0.3477,0.2023,0.140684,0.28806,0.037547,0.250513,-0.0683,-0.0697,-0.0025,75.29234998,75.25391353,74.64125978,66.90039135,84.37383526,84.37383526,66.90039135,17.47344391,75.63711331,74.94758666,71.07715244,79.50754752,70.77082557,79.81387439,0.689526649,8.43039508,9.043048826,71.21692136,76.48620947,75.20033545,54.14647782,79.65430488,93.54733507,72.7963101,79.2909057
ligand-18-p-c-5-int1,75,5,49,90,2.19,1.954,0.08866,1.2213,0.2701,0.196,0.9512,-0.5024,-0.0979,0.0734,-0.5845,-0.1171,0.0225,-0.3794,-0.0546,0.0764,0.2051,0.0625,0.0539,-0.72087,-0.39885,-0.38358,-0.37294,0.24525,0.24194,-0.72087,-0.39885,-0.38358,-0.38582,-0.19797,-0.39726,-0.51441,0.24525,0.23207,-0.37294,0.10686,0.24194,0.65704,1.13264,0.18144,1.2481,0.4045,0.1713,1.8058,0.4674,0.1396,0.6495,0.3248,0.131,-0.176549,0.502569,-0.085619,0.588188,-0.0902,-0.0973,0.0646,83.81184775,85.46636228,93.28177413,77.95378308,78.54547149,93.28177413,77.95378308,15.32799105,78.24962728,89.37406821,81.71007268,85.91362281,85.61777861,82.00591688,11.12444092,4.20355013,3.611861722,78.89023481,88.43645173,68.53335818,62.87271711,93.03484905,88.55758479,98.12709653,92.04248975
ligand-183-n-o-34-int1,90,1,2,94,1.955,1.983,0.54019,-0.52293,-1.06319,0.1803,0.5403,0.8933,-0.2556,-0.1577,0.2571,-0.1467,0.2325,2.1658,-0.569,-0.0267,1.9087,0.4223,0.2592,0.12448,-0.76053,-0.24315,2.16577,0.19994,0.09904,0.12448,-0.76053,-0.24315,2.16577,-0.76053,-0.17127,0.38969,0.19994,2.16577,2.16577,-0.47155,0.38969,1.33329,1.06312,1.60338,1.6864,1.1489,0.0979,0.78003,0.4038,0.3792,3.22899,2.7348,0.5423,0.276913,-0.264378,-0.496368,0.23199,0.2964,0.0737,-0.1021,78.4703457,86.22577339,62.67471114,91.25745434,73.72344391,91.25745434,62.67471114,28.5827432,82.49044912,74.45024227,88.74161387,68.19907753,76.96608274,79.97460865,8.040206858,20.54253634,3.008525904,86.87569884,64.79686918,57.9248975,86.81047335,95.70443533,89.52199031,60.55255311,85.57584793
ligand-186-p-o-53-int1,40,1,5,95,2.157,1.93,0.2873,1.20809,-0.92945,0.1856,2.1375,0.3319,-0.3894,-0.0314,-0.3609,-0.2013,0.1905,2.4102,-0.7341,-0.2682,2.7711,0.5328,0.4587,-0.36952,-0.96603,-0.20371,2.41017,-0.1488,0.2223,-0.36952,-0.29503,-0.20371,2.41017,-0.96603,-0.35396,-0.35396,-0.1488,2.41017,2.41017,-0.29503,-0.18243,0.148,0.92079,1.21675,0.1926,0.7213,0.358,1.56899,0.1596,0.3918,3.33965,3.1443,0.4659,0.294878,0.282291,-0.49295,0.775241,0.2476,-0.2526,0.0129,74.81131196,89.33563176,73.20163996,83.1182445,53.58973164,89.33563176,53.58973164,35.74590011,68.35398807,81.26863586,86.22693813,63.3956858,78.15994223,71.4626817,12.91464778,22.83125233,6.697260529,81.29891912,59.08032054,51.05292583,73.50913157,92.72735744,56.12653746,87.32295937,97.37234439
ligand-187-p-o-54-int1,19,1,5,95,2.191,1.929,0.30704,1.20275,-0.92698,0.1864,2.1297,0.2572,-0.3523,-0.0058,-0.4608,-0.2005,0.1452,2.4111,-0.7417,-0.2601,2.8719,0.5412,0.4053,-0.52378,-0.97695,-0.38522,2.41107,0.26236,0.22034,-0.52378,-0.39863,-0.38522,2.41107,-0.97695,-0.33812,-0.33812,0.26236,2.41107,2.41107,-0.30638,-0.18204,0.16914,0.89571,1.23402,0.1193,0.6095,0.3465,1.66355,0.2603,0.3457,3.33808,3.1528,0.4816,0.291351,0.202239,-0.484801,0.68704,0.2692,-0.2459,0.0248,75.38145266,90.02049944,76.87523295,81.47363026,53.15644801,90.02049944,53.15644801,36.86405143,67.31503914,83.44786619,85.74706485,65.01584048,79.17443161,71.58847372,16.13282706,20.73122438,7.585957883,84.4204249,63.56690272,50.5031681,70.07081625,92.87644428,55.80972792,90.18356318,95.62057398
ligand-19-p-c-6-int1,75,5,49,90,2.166,1.96,0.05046,1.26454,0.27154,0.1822,0.993,-0.504,-0.122,0.0888,-0.5946,-0.1159,0.0227,-0.3682,-0.1359,0.1165,0.2264,0.02,0.0938,-0.72584,-0.39802,-0.38448,-0.3677,0.2464,0.24119,-0.72584,-0.39802,-0.38448,-0.36871,-0.21425,-0.39802,-0.52626,0.2464,0.23285,-0.3677,-0.05855,0.24119,0.71754,1.21408,0.22108,1.272,0.382,0.2108,1.85914,0.4787,0.1386,0.63974,0.2323,0.2524,0.039861,0.417945,-0.286995,0.70494,-0.1044,-0.0999,0.0815,81.26688874,81.97912784,90.73797987,77.79537831,74.55506895,90.73797987,74.55506895,16.18291092,76.17522363,86.35855386,79.88725307,82.64652441,84.26667909,78.2670984,10.18333023,2.759271338,5.999580693,74.92079761,86.75922475,60.76220649,62.60715617,92.98360045,88.34793142,94.716735,89.03745807
ligand-2-p-p-1-int1,56,10,11,88,2.144,2.258,-0.03636,1.25315,1.09198,0.1855,0.1612,-0.4914,-0.0416,0.012,-0.5022,-0.1362,0.1529,-0.4806,-0.1386,0.1669,0.0216,0.0024,0.014,-0.71408,-0.19286,-0.19802,-0.36452,0.25031,0.2202,-0.71408,-0.71061,-0.19439,-0.71061,-0.71408,-0.19802,-0.39228,0.24981,1.09198,-0.36452,0.25031,1.25315,1.20896,1.28951,1.12834,1.664,0.4498,0.0536,1.75535,0.366,0.2891,1.57258,0.342,0.3055,-0.09367,0.313015,0.339215,0.0262,-0.0982,-0.0549,0.0249,80.68510063,81.16613865,81.8812896,88.9559262,70.73704808,88.9559262,70.73704808,18.21887812,79.84648714,81.52371413,85.06103243,76.30916884,85.4186079,75.95159337,1.677226985,8.751863586,9.467014536,73.17368617,65.82650019,66.00819978,80.48360045,97.42825196,75.46589638,97.93607902,89.15859113
ligand-21-p-c-8-int1,69,5,49,90,2.167,1.958,0.04909,1.27629,0.26822,0.1967,1.0081,-0.5049,-0.1208,0.0853,-0.597,-0.1158,0.0227,-0.3667,-0.132,0.1072,0.2303,0.0162,0.0845,-0.72904,-0.39675,-0.3848,-0.36408,0.24619,0.24148,-0.72904,-0.39675,-0.3848,-0.36924,-0.20388,-0.39675,-0.52856,0.24619,0.23331,-0.36408,-0.0589,0.24148,0.72321,1.2272,0.21913,1.2772,0.3841,0.2061,1.87329,0.4812,0.1385,0.63492,0.2347,0.2392,0.094649,0.369629,-0.287192,0.656821,-0.1064,-0.1004,0.0827,80.36712635,79.37476705,85.47568021,81.30590757,75.31215058,85.47568021,75.31215058,10.16352963,78.30902907,82.42522363,80.34033731,80.39391539,83.39079389,77.34345881,4.116194558,0.053578084,6.047335073,69.53969437,76.46757361,61.28401044,68.46813269,94.14368245,89.34029072,94.48378681,89.20983973
ligand-22-p-c-9-int1,73,5,49,90,2.17,1.96,0.04666,1.26844,0.26415,0.1733,1.0043,-0.5023,-0.1212,0.0841,-0.5937,-0.1168,0.0229,-0.3651,-0.131,0.1038,0.2286,0.0142,0.0809,-0.72693,-0.39623,-0.38508,-0.36119,0.24509,0.24208,-0.72693,-0.39623,-0.38508,-0.36894,-0.20103,-0.39623,-0.52645,0.24509,0.23182,-0.36119,-0.05663,0.24208,0.71964,1.22178,0.21749,1.2686,0.3811,0.2053,1.86214,0.4769,0.1397,0.62925,0.2341,0.2348,-0.022973,0.416862,-0.219261,0.636123,-0.1121,-0.1025,0.0817,80.44341688,81.85100634,84.27366754,79.17210212,76.47689154,84.27366754,76.47689154,7.796775997,77.82449683,83.06233694,80.51155423,80.37527954,81.72288483,79.16394894,5.237840104,0.136274693,2.558935893,72.94539694,73.54174432,64.89936638,66.02217667,92.32202758,88.0544167,95.00559076,90.75661573
ligand-242-n-o-79-int1,143,1,7,5,2.468,5.063,0.04666,-0.63783,-0.68402,0.1188,0.0462,0.3477,-0.3348,0.0096,0.3614,-0.1839,-0.1118,0.3205,-0.1188,-0.2228,0.0409,0.0651,0.111,0.04563,-0.40296,-0.27212,0.67713,-0.25757,0.20444,0.04563,-0.40296,-0.68402,0.32048,-0.2832,-0.63783,0.67713,0.32048,0.18703,0.32048,0.04563,0.20444,0.70756,0.68449,0.73068,1.0086,0.6825,0.3444,0.99923,0.5453,0.0721,1.00452,0.4393,0.104,-0.022973,-0.300796,-0.560607,0.259811,0.0756,0.1363,-0.0773,81.19583955,84.25037272,54.92918375,97.29081252,88.31298919,97.29081252,54.92918375,42.36162877,92.80190086,69.58977823,90.77059262,71.62108647,76.10999814,86.28168095,23.21212262,19.14950615,10.17168282,78.07491614,47.67517704,93.56131196,97.15337309,97.42825196,83.06466642,62.18319046,90.4258293
ligand-243-p-o-63-int1,71,1,6,87,2.16,1.958,0.28736,1.19042,-1.06664,0.1826,2.2571,0.2769,-0.3275,-0.0285,-0.3575,-0.2255,0.1791,2.1801,-0.5607,-0.151,2.5376,0.3352,0.3301,-0.37978,-0.8192,-0.19663,2.1801,-0.1702,0.22786,-0.37978,-0.41506,-0.19663,2.1801,-0.8192,-0.31904,-0.31904,-0.1702,2.1801,2.1801,-0.41506,-0.02002,0.22546,0.90306,1.354,0.215,0.6044,0.299,1.54792,0.132,0.4046,3.24674,2.7408,0.4097,0.039925,0.414447,-0.483079,0.897526,0.1586,-0.1249,-0.0429,77.4739098,84.986489,66.53699217,73.71412598,84.65803205,84.986489,66.53699217,18.44949683,79.18607902,75.76174059,79.35030749,75.59751211,70.12555908,84.82226053,3.424338427,3.752795378,14.69670145,73.55572121,60.36619456,75.14442788,66.29705553,81.13119642,94.17163623,72.70778979,96.4172568
ligand-244-p-o-64-int1,83,1,6,94,2.178,1.933,0.30791,1.17778,-1.06868,0.1927,2.2465,0.2196,-0.3038,-0.0233,-0.4375,-0.2208,0.1344,2.191,-0.5663,-0.1488,2.6285,0.3455,0.2832,-0.50816,-0.82058,-0.38523,2.19101,0.21887,0.21222,-0.50816,-0.42733,-0.38523,2.19101,-0.82058,-0.30337,-0.30337,0.21887,2.19101,2.19101,-0.42733,-0.01959,0.25341,0.86987,1.37659,0.1651,0.5234,0.2805,1.61528,0.2167,0.3552,3.25968,2.7573,0.4175,0.1168,0.390077,-0.498472,0.888549,0.1495,-0.1381,-0.0253,80.27685893,88.86274693,63.26872903,83.75419307,85.22176668,88.86274693,63.26872903,25.59401789,84.48797987,76.06573798,86.30847,74.24524786,73.51146105,87.0422568,8.422241893,12.06322214,13.53079575,83.57715244,63.68337682,74.18934029,72.70778979,94.80059635,96.25419307,62.85408125,94.14834141
ligand-245-p-o-65-int1,89,1,6,94,2.17,1.951,0.3169,1.15859,-1.0629,0.1672,2.2215,0.2988,-0.3127,-0.0523,-0.3348,-0.2035,0.1507,2.1995,-0.5737,-0.1445,2.5343,0.3702,0.2952,-0.36038,-0.82903,-0.19889,2.19954,0.00775,0.23161,-0.36038,-0.44078,-0.19889,2.19954,-0.82903,-0.28392,-0.28392,0.00775,2.19954,2.19954,-0.44078,-0.01735,0.2691,0.84169,1.3798,0.251,0.6115,0.2604,1.49339,0.1313,0.3542,3.2624,2.7732,0.4292,-0.234684,0.379949,-0.382321,0.76227,0.1532,-0.0871,-0.0551,91.03964778,91.25745434,87.84476332,98.63259411,86.42377935,98.63259411,86.42377935,12.20881476,92.52818673,89.55110883,94.94502423,87.13427134,93.23867872,88.84061685,2.977077898,7.810752889,4.398061871,84.3691763,78.14945956,83.60044726,97.47950056,99.78568766,89.24711144,97.54006709,98.14573239
ligand-246-c-n-8-int1,70,1,46,82,1.875,2.016,0.34041,0.27784,-0.88366,0.1518,1.1615,0.4933,-0.3439,0.0161,-0.3797,0.1407,-0.2083,1.3662,-0.587,0.0898,1.7459,0.7277,0.2981,-0.38431,-0.94734,-0.28216,2.32269,0.12739,0.23264,-0.38431,-0.08339,-0.88366,0.40972,-0.94734,-0.14077,-0.375,0.40972,0.22586,2.32269,-0.33764,0.27784,0.64331,0.06257,1.22407,0.7962,0.8372,0.36,0.65754,0.5204,0.349,2.24986,1.9532,0.6768,0.259577,-0.093256,-0.42789,0.334634,0.3285,-0.2477,0.0394,80.59599795,79.48658218,63.57622065,91.74198658,87.57920239,91.74198658,63.57622065,28.16576593,89.66059448,71.53140142,85.61428438,75.57771152,77.65910362,83.53289228,18.12919307,10.03657287,5.873788669,78.62933284,61.93626537,77.47856877,93.25382035,90.23015281,97.679836,65.21617592,80.34383153
ligand-248-c-o-4-int1,74,1,49,91,1.883,1.955,0.35036,0.30172,-1.0653,0.1515,1.367,0.4265,-0.1286,-0.3362,-0.3696,-0.0076,0.3236,2.0186,-0.3097,-0.5236,2.3882,0.3021,0.8472,-0.37267,-0.38141,-0.60786,2.01859,0.11991,0.24294,-0.37267,-0.18751,-0.19489,2.01859,-0.38141,-0.60786,-0.36647,0.11991,2.01859,2.01859,-0.18751,-0.19489,0.73216,0.04864,1.41566,0.8083,0.5551,0.2076,0.67132,0.362,0.3312,3.0839,2.3283,0.2139,0.01255,-0.128575,-0.407915,0.27934,0.2151,0.0235,-0.2206,84.90845136,81.86265375,85.42676109,96.85286992,75.49152069,96.85286992,75.49152069,21.36134924,86.1721953,83.64470742,89.35776183,80.45914089,91.13981551,78.67708722,2.527487887,8.898620947,12.46272829,78.25195676,74.02161759,82.24468878,96.19362654,97.51211331,68.73835259,96.83190458,85.47335073
ligand-251-p-o-66-int1,19,1,5,91,2.172,1.948,0.26468,1.19719,-0.92574,0.1853,2.1229,0.2572,-0.4369,0.1549,-0.4589,-0.3082,0.3049,2.4057,-0.7332,-0.27,2.8646,0.425,0.5749,-0.51149,-0.9639,-0.19926,2.40574,0.21855,0.2325,-0.51149,-0.60183,-0.19926,2.40574,-0.9639,-0.3564,-0.3564,0.21855,2.40574,2.40574,-0.296,-0.1835,0.12898,0.93251,1.19042,0.1215,0.6941,0.5918,1.65609,0.1507,0.6131,3.33144,3.1389,0.4632,0.151831,0.297348,-0.461792,0.75914,0.1806,-0.2402,0.0953,79.3974795,91.72335073,87.76090198,82.12122624,55.98443906,91.72335073,55.98443906,35.73891167,69.05283265,89.74212635,86.92228848,71.87267052,84.94106411,73.85389489,20.6892937,15.04961796,11.08716921,84.81643682,78.56410734,47.63324637,68.24916139,95.99329109,64.33563176,96.95769661,98.63026463
ligand-252-p-o-67-int1,19,1,5,90,2.224,1.954,0.27622,1.15697,-0.93008,0.1777,2.0871,0.3602,-0.6026,0.1723,-0.3224,-0.5158,0.2787,2.4079,-0.7336,-0.2672,2.7303,0.2178,0.5459,-0.35009,-0.96021,-0.20229,2.40793,-0.19892,0.243,-0.35009,-0.61171,-0.20229,2.40793,-0.96021,-0.35009,-0.30828,-0.19892,2.40793,2.40793,-0.30075,-0.1844,0.16282,0.88075,1.2063,0.2468,0.9628,0.7749,1.47937,0.1934,0.7945,3.33798,3.1415,0.4664,0.03814,0.220148,-0.449954,0.670102,0.3077,-0.3556,0.1075,82.24701826,93.03019009,90.27674245,86.33758852,59.34355199,93.03019009,59.34355199,33.68663809,72.84057026,91.65346627,89.6838893,74.81014722,88.30716549,76.18687104,18.81289601,14.87374208,12.12029445,88.09634737,82.88762579,53.21934402,74.19865822,98.47651882,65.46775997,97.66585911,97.9640328
ligand-255-p-o-70-int1,77,1,5,96,2.206,1.908,0.32888,1.14148,-0.93712,0.1867,2.0786,0.2707,-0.3157,-0.039,-0.4472,-0.1531,0.115,2.4243,-0.7489,-0.2509,2.8715,0.5958,0.3659,-0.5208,-0.98864,-0.38726,2.42434,0.29032,0.22272,-0.5208,-0.40343,-0.38726,2.42434,-0.98864,-0.32042,-0.32042,0.29032,2.42434,2.42434,-0.31406,-0.18133,0.22668,0.8126,1.266,0.1685,0.5864,0.2767,1.58868,0.2941,0.2681,3.36142,3.1732,0.498,0.285148,0.178744,-0.490015,0.668759,0.2978,-0.2404,0.0362,78.92867126,96.72241893,79.0463101,83.68663809,56.25931793,96.72241893,56.25931793,40.46310101,69.97297801,87.88436452,90.20452851,67.65281401,81.3664741,76.49086843,17.91138651,22.5517145,4.875605665,94.72139396,72.55870294,52.71617592,75.93179277,91.44148341,59.80245993,85.53391726,98.72344391
ligand-260-c-o-10-int1,72,1,51,92,1.89,1.869,0.39123,0.27508,-0.65331,0.1482,0.9284,-0.1188,0.0283,-0.0367,-0.3641,0.0607,0.055,0.372,-0.0167,-0.1554,0.7361,0.0774,0.2104,-0.39591,-0.10102,-0.22201,0.372,0.13849,0.22695,-0.39591,-0.04678,-0.22201,0.372,-0.10102,-0.33235,-0.33235,0.13849,0.372,0.372,0.06768,-0.04677,0.58033,0.11615,1.04454,0.0703,0.1471,0.065,0.63918,0.4248,0.0057,1.02531,0.3887,0.1387,0.383106,-0.1274,-0.589,0.4616,0.1368,-0.0717,-0.0165,75.13569232,88.53894894,62.1901789,83.1694931,66.64414834,88.53894894,62.1901789,26.34877003,74.90682072,75.36456392,85.85422102,64.41716362,72.679836,77.59154864,0.457743198,21.4370574,4.911712635,94.86116288,66.6884085,58.81010063,85.65039135,80.68859486,74.47819605,57.69194931,82.216735
