lig_node,rxn_node,common_neighbor,jaccard_coefficient,preferential_attachment
321,ethyl vinyl ether-ethylene,2,0.6666666666666666,2
350,ethylene-methyl methacrylate,7,0.7777777777777778,20
174,ethylene-tert-butyl-10-undecenoate,2,1.0,1
386,ethylene-methyl methacrylate,6,1.0,5
234,5-hexenyl acetate-ethylene,3,1.0,2
088,ethylene-tert-butyl vinyl ether,2,0.4,4
078,CH2CH(CH2)9Br-ethylene,3,1.0,2
267,ethylene-vinyl trimethoxysilane,13,0.8125,64
425,allyl acetate-norbonene,0,0.0,3
136,H2-oct-1-ene,0,0.0,6
281,allyl acetate-ethylene,28,0.9032258064516129,184
008,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
403,allyl butyl ether-ethylene,4,0.5714285714285714,12
256,ethyl acrylate-ethylene,0,0.0,3
095,ethylene-none,7,0.022435897435897436,311
401,allyl butyl ether-ethylene,4,0.5714285714285714,12
342,PhI-norbonene,0,0.0,9
296,allyl acetate-propylene,3,0.75,3
074,CH2CH(CH2)9Cl-ethylene,3,1.0,2
298,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
255,dodecyl acrylate-ethylene,3,0.3,9
152,ethyl acrylate-ethylene,0,0.0,1
111,butyl vinyl ether-ethylene,21,1.0,20
367,R-BOH2-R-OH,0,0.0,8
350,none-propylene,13,0.7647058823529411,52
386,none-propylene,10,0.7142857142857143,13
219,allyl acetate-ethylene,23,0.9583333333333334,23
177,CH2CH(CH2)4OAc-ethylene,2,1.0,1
209,ethylene-norbonene,13,0.4642857142857143,27
380,ethylene-ethylene glycol monoacrylate,5,1.0,6
357,CH2CH(CH2)9OH-norbonene,0,0.0,6
171,CH2CH(CH2)8COOH-ethylene,9,1.0,8
187,CH2CH(CH2)9Cl-ethylene,4,0.4444444444444444,14
237,CH2CH(CH2)9OH-norbonene,0,0.0,3
010,CH2CH(CH2)9OH-norbonene,0,0.0,3
165,CH2CH(CH2)9Cl-ethylene,3,0.75,4
202,1-butene-none,3,1.0,2
255,ethylene-n-butyl vinyl ether,6,0.5454545454545454,18
188,allyl methyl ether-ethylene,0,0.0,1
394,methyl 10-undecenoate-norbonene,0,0.0,3
255,NB-CH2OH-ethylene,6,0.5,27
344,ethylene-methyl methacrylate,7,1.0,10
071,CH2CH(CH2)9Cl-norbonene,0,0.0,6
389,CO2-ethylene,3,0.10714285714285714,27
445,allyl pivalate-ethylene,2,1.0,1
329,acrylonitrile-ethylene,2,0.15384615384615385,12
345,allyl methyl ether-ethylene,3,1.0,2
212,methyl acrylate-propylene,3,0.75,3
226,allyl chloride-ethylene,11,1.0,10
209,allyl ethyl ether-norbonene,0,0.0,3
301,ethylene-methyl acrylate,102,0.918918918918919,110
253,1-butene-none,4,1.0,4
261,1-hexene-ethylene,4,1.0,3
077,ethylene-methyl 10-undecenoate,22,1.0,21
109,allyl cyanide-propylene,0,0.0,2
389,CH2CH(CH2)9Br-ethylene,3,1.0,2
106,CH2CH(CH2)4Br-ethylene,5,0.8333333333333334,8
032,ethylene-methyl methacrylate,6,0.8571428571428571,10
215,acrylonitrile-ethylene,13,1.0,12
122,CH2CH(CH2)4Br-ethylene,7,0.35,64
202,ethylene-methyl acrylate,102,0.918918918918919,110
287,allyl chloride-ethylene,11,1.0,10
391,CH2CH(CH2)4Br-norbonene,0,0.0,3
465,ethyl acrylate-ethylene,0,0.0,1
344,none-propylene,11,0.7333333333333333,26
053,NB-OCOMe-ethylene,0,0.0,1
387,ethylene-methyl methacrylate,6,1.0,5
207,allyl chloride-ethylene,11,1.0,10
154,R-Br-R-C=C,0,0.0,4
215,5-hexenyl acetate-ethylene,3,1.0,2
303,CH2CH(CH2)9Cl-norbonene,0,0.0,3
102,allyl ethyl ether-norbonene,0,0.0,6
226,CH2CH(CH2)4Br-norbonene,0,0.0,3
309,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",4,0.5,7
191,6FA-ethylene,0,0.0,3
398,ethylene-vinyl chloride,5,0.8333333333333334,5
420,ethylene-tert-butyl acrylate,0,0.0,32
157,butyl vinyl ether-ethylene,21,1.0,20
379,CO_nonalt-ethylene,8,0.34782608695652173,42
035,PhI-norbonene,0,0.0,3
418,allyl cyanide-propylene,0,0.0,2
407,ethylene-styrene,6,0.6666666666666666,14
095,R-Br-R-SiOMe3,0,0.0,1
078,allyl pivalate-propylene,3,1.0,2
426,allyl trimethoxysilane-ethylene,0,0.0,1
439,1-butene-none,4,1.0,4
405,allyl methyl ether-ethylene,2,1.0,1
253,ethylene-methyl acrylate,103,0.9196428571428571,220
032,none-propylene,10,0.6666666666666666,26
290,ethylene-methyl methacrylate,7,0.875,15
208,methyl acrylate-propylene,3,0.75,3
280,none-norbonene,6,0.5454545454545454,10
387,none-propylene,10,0.7142857142857143,13
191,ethylene-tert-butyl-10-undecenoate,0,0.0,1
366,acrylic acid-ethylene,19,1.0,34
018,1-hexene-ethylene,0,0.0,3
201,ethyl acrylate-ethylene,0,0.0,1
199,allyl butyl ether-ethylene,4,1.0,3
403,CH2CH(CH2)8CO2Me-ethylene,5,0.7142857142857143,12
056,5-norbornene-2-yl acetate-ethylene,0,0.0,7
100,ethylene-vinyl chloride,10,0.9090909090909091,30
451,norbonene-styrene,0,0.0,3
212,CH2CH(CH2)9OH-norbonene,0,0.0,3
188,NB-CH2OH-ethylene,0,0.0,3
290,none-propylene,11,0.6875,39
402,ethylene-vinyl triethoxysilane,2,0.4,4
106,NB-COOH-ethylene,5,1.0,6
266,ethyl acrylate-ethylene,2,0.2857142857142857,6
122,NB-COOH-ethylene,8,0.42105263157894735,48
463,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
433,allyl methyl ether-ethylene,0,0.0,1
338,norbonene-styrene,0,0.0,6
177,ethylene-methyl methacrylate,6,1.0,5
038,6FA-ethylene,7,0.3684210526315789,48
180,H2-oct-1-ene,0,0.0,6
346,R-Br-R-SiOMe3,0,0.0,2
004,acrylic acid-ethylene,0,0.0,17
166,ethylene-ethylene glycol monoacrylate,4,0.8,6
345,NB-CH2OH-ethylene,4,0.8,6
257,H2-oct-1-ene,0,0.0,36
057,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",0,0.0,1
286,Aryl halide-Phenylboronic acid,0,0.0,5
378,R-Br-R-SiOMe3,0,0.0,2
471,CH2CH(CH2)4Br-ethylene,0,0.0,4
128,ethylene-norbonene,13,0.4642857142857143,27
259,allyl acetate-propylene,5,1.0,6
363,ethylene-styrene,4,1.0,4
113,6FA-ethylene,4,1.0,3
384,DMAA-ethylene,5,1.0,4
330,norbonene-styrene,0,0.0,6
272,6FA-ethylene,5,0.625,15
177,none-propylene,10,0.7142857142857143,13
074,norbonene-styrene,0,0.0,3
129,DMAA-ethylene,5,1.0,4
117,CH2CH(CH2)4OAc-ethylene,2,1.0,1
389,allyl pivalate-propylene,3,1.0,2
042,methyl 10-undecenoate-norbonene,0,0.0,3
208,CH2CH(CH2)9OH-norbonene,0,0.0,3
304,ethylene-tert-butyl-10-undecenoate,2,1.0,1
099,allyl cyanide-ethylene,10,0.9090909090909091,18
225,Aryl halide-Phenylboronic acid,0,0.0,5
027,allyl trimethoxysilane-ethylene,0,0.0,1
437,allyl cyanide-propylene,0,0.0,2
192,allyl chloride-ethylene,3,0.2727272727272727,10
305,ethylene-ethylene glycol monoacrylate,6,0.6,21
443,1-hexene-ethylene,6,1.0,9
187,norbonene-styrene,0,0.0,21
449,R-Br-R-C=C,0,0.0,4
198,ethylene-tert-butyl acrylate,10,0.47619047619047616,80
241,allyl cyanide-propylene,0,0.0,18
139,methyl acrylate-norbonene,7,1.0,10
119,CH2CH(CH2)9Cl-ethylene,3,1.0,2
299,ethylene-tert-butyl vinyl ether,2,1.0,1
097,methyl acrylate-norbonene,6,0.6,25
288,ethylene-norbonene,13,0.4642857142857143,27
147,2-vinylfuran-ethylene,5,0.7142857142857143,6
405,NB-CH2OH-ethylene,4,1.0,3
165,norbonene-styrene,0,0.0,6
239,1-hexene-ethylene,4,1.0,3
254,CH2CH(CH2)9Cl-ethylene,4,1.0,4
433,dodecyl acrylate-ethylene,0,0.0,1
091,methyl acrylate-norbonene,7,0.875,15
442,ethylene-styrene,5,0.8333333333333334,8
347,CH2CH(CH2)9Br-ethylene,3,1.0,2
436,ethylene-isobornyl acrylate,0,0.0,1
332,CH2CH(CH2)9Cl-ethylene,4,1.0,4
256,R-BOH2-R-Br,2,0.09523809523809523,54
193,DMAA-ethylene,0,0.0,4
334,CH2CH(CH2)4Cl-ethylene,13,1.0,12
334,N-isopropylacrylamide-ethylene,3,1.0,2
471,NB-COOH-ethylene,2,0.5,3
361,diallyl ether-ethylene,4,1.0,4
016,ethylene-tert-butyl acrylate,0,0.0,16
433,5-hexene-1-yl-acetate-ethylene,0,0.0,3
197,diallyl ether-ethylene,3,1.0,2
457,allyl methyl ether-ethylene,0,0.0,1
152,R-BOH2-R-Br,2,0.10526315789473684,18
156,CH2CH(CH2)9Cl-ethylene,3,1.0,2
422,ethylene-vinyl chloride,0,0.0,10
433,ethylene-n-butyl vinyl ether,0,0.0,2
454,ethylene-tert-butyl vinyl ether,2,1.0,1
079,4-penten-1-ol-ethylene,2,1.0,1
433,NB-CH2OH-ethylene,0,0.0,3
118,ethylene-ethylene glycol monoacrylate,4,1.0,3
009,ethylene-isobornyl acrylate,0,0.0,1
021,R-Br-R-SH,0,0.0,4
225,allyl chloride-propylene,0,0.0,1
190,ethylene-styrene,0,0.0,2
270,ethylene-vinyl acetate,16,1.0,55
075,R-Br-R-SiOMe3,0,0.0,1
176,NB-OCOMe-ethylene,2,1.0,1
204,allyl cyanide-ethylene,3,1.0,2
461,1-butene-none,0,0.0,2
206,CH2CH(CH2)9Cl-norbonene,0,0.0,3
324,ethylene-methyl vinyl ketone,2,1.0,1
297,R-BOH2-R-OH,0,0.0,4
043,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
271,CH2CH(CH2)4OAc-ethylene,2,0.6666666666666666,2
182,6FA-ethylene,4,1.0,3
249,ethylene-norbonene,13,0.4642857142857143,27
316,allyl chloride-ethylene,2,0.18181818181818182,10
357,CH2CH(CH2)9OH-ethylene,13,1.0,22
237,CH2CH(CH2)9OH-ethylene,12,1.0,11
010,CH2CH(CH2)9OH-ethylene,0,0.0,11
281,dodecyl acrylate-ethylene,3,0.3333333333333333,8
286,4-penten-1-ol-ethylene,2,1.0,1
434,1-butene-none,0,0.0,2
465,R-BOH2-R-Br,0,0.0,18
358,norbonene-styrene,0,0.0,6
176,R-Br-R-SH,0,0.0,4
281,5-hexene-1-yl-acetate-ethylene,5,0.45454545454545453,24
436,allyl acetate-norbonene,0,0.0,3
155,ethylene-styrene,3,1.0,2
343,5-norbornene-2-yl acetate-ethylene,9,1.0,14
316,CH2CH(CH2)4Br-norbonene,0,0.0,3
412,CH2CH(CH2)9Cl-ethylene,3,1.0,2
219,dodecyl acrylate-ethylene,2,1.0,1
117,ethylene-methyl methacrylate,6,1.0,5
030,none-norbonene,0,0.0,10
181,ethylene-tert-butyl vinyl ether,2,1.0,1
242,ethylene-vinyl trimethoxysilane,0,0.0,72
015,Aryl halide-Phenylboronic acid,0,0.0,5
179,R-BOH2-R-Br,2,0.10526315789473684,18
253,2-vinylfuran-ethylene,6,0.75,12
219,5-hexene-1-yl-acetate-ethylene,4,1.0,3
366,CO_nonalt-ethylene,8,0.34782608695652173,42
321,ethylene-tert-butyl acrylate,2,0.11764705882352941,16
434,ethylene-methyl acrylate,0,0.0,110
189,ethylene-ethylene glycol monoacrylate,4,0.5714285714285714,12
457,NB-CH2OH-ethylene,0,0.0,3
365,R-Br-R-SH,0,0.0,8
353,ethylene-tert-butyl vinyl ether,2,1.0,1
009,allyl acetate-norbonene,0,0.0,3
219,ethylene-n-butyl vinyl ether,3,1.0,2
150,DMAA-ethylene,5,1.0,4
202,PhI-norbonene,0,0.0,3
307,ethylene-vinyl trimethoxysilane,11,0.7857142857142857,48
468,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",0,0.0,1
201,R-BOH2-R-Br,2,0.10526315789473684,18
231,allyl butyl ether-ethylene,4,1.0,3
014,butyl acrylate-ethylene,0,0.0,12
117,none-propylene,10,0.7142857142857143,13
160,H2-oct-1-ene,0,0.0,6
130,allyl acetate-ethylene,23,0.9583333333333334,23
213,ethylene-tert-butyl-10-undecenoate,2,1.0,1
135,CH2CH(CH2)8COOH-ethylene,10,0.7692307692307693,40
467,6FA-ethylene,0,0.0,3
298,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
004,CO_nonalt-ethylene,0,0.0,21
356,butyl acrylate-ethylene,14,1.0,24
439,2-vinylfuran-ethylene,6,0.75,12
266,R-BOH2-R-Br,4,0.16666666666666666,108
154,4-penten-1-ol-ethylene,2,1.0,1
455,C-H-R-Br,0,0.0,1
162,allyl pivalate-ethylene,2,1.0,1
364,DMAA-ethylene,6,1.0,8
426,ethylene-tert-butyl vinyl ether,0,0.0,1
253,PhI-norbonene,0,0.0,6
072,allyl trimethoxysilane-ethylene,0,0.0,1
057,C-H-R-Br,0,0.0,1
178,allyl chloride-propylene,0,0.0,1
119,norbonene-styrene,0,0.0,3
136,ethylene-isobornyl acrylate,0,0.0,1
447,allyl acetate-ethylene,24,0.96,46
440,ethylene-ethylene glycol monoacrylate,5,1.0,6
349,H2-oct-1-ene,0,0.0,36
184,ethylene-vinyl acetate,12,1.0,11
015,allyl chloride-propylene,0,0.0,1
315,acrylic acid-ethylene,24,0.8,221
161,allyl trimethoxysilane-ethylene,2,1.0,1
402,methyl acrylate-norbonene,7,0.7777777777777778,20
332,norbonene-styrene,0,0.0,6
326,Aryl halide-Phenylboronic acid,0,0.0,5
124,6FA-ethylene,4,0.5714285714285714,12
455,CH2CH(CH2)4OAc-ethylene,2,1.0,1
411,ethylene-tert-butyl vinyl ether,3,0.6,4
214,5-norbornene-2-yl acetate-ethylene,8,1.0,7
220,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
284,acrylonitrile-ethylene,13,1.0,12
246,NB-OCOMe-ethylene,2,0.6666666666666666,2
466,methyl 10-undecenoate-norbonene,0,0.0,3
439,PhI-norbonene,0,0.0,6
125,ethylene-isobornyl acrylate,2,1.0,1
239,butyl acrylate-ethylene,12,0.9230769230769231,12
380,R-BOH2-R-Cl,0,0.0,2
124,ethylene-tert-butyl-10-undecenoate,2,0.4,4
312,ethylene-ethylene glycol monoacrylate,2,0.4,6
359,CH2CH(CH2)4Cl-ethylene,14,1.0,24
369,methyl 10-undecenoate-norbonene,0,0.0,15
277,diallyl ether-ethylene,3,1.0,2
330,ethylene-vinyl chloride,5,0.7142857142857143,10
103,ethylene-norbonene,15,0.5172413793103449,54
153,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
121,ethylene-vinyl triethoxysilane,2,1.0,1
293,allyl ethyl ether-norbonene,0,0.0,3
208,CH2CH(CH2)9OH-ethylene,12,1.0,11
420,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",0,0.0,2
021,methyl acrylate-propylene,0,0.0,3
255,allyl trimethoxysilane-ethylene,3,0.3,9
425,allyl cyanide-propylene,0,0.0,2
027,ethylene-tert-butyl vinyl ether,0,0.0,1
048,allyl butyl ether-ethylene,0,0.0,3
274,ethylene-styrene,3,1.0,2
081,allyl butyl ether-ethylene,4,0.5714285714285714,12
228,diallyl ether-ethylene,3,1.0,2
136,allyl acetate-norbonene,0,0.0,3
165,ethylene-vinyl chloride,5,0.7142857142857143,10
279,R-BOH2-R-Br,4,0.15384615384615385,144
407,1-butene-none,4,0.4444444444444444,14
462,acrylic acid-ethylene,3,0.16666666666666666,17
131,allyl pivalate-ethylene,3,0.5,5
449,4-penten-1-ol-ethylene,2,1.0,1
231,CH2CH(CH2)8CO2Me-ethylene,4,1.0,3
406,allyl acetate-propylene,3,0.75,3
148,ethylene-vinyl triethoxysilane,2,1.0,1
412,norbonene-styrene,0,0.0,3
041,acrylonitrile-ethylene,16,0.6666666666666666,144
361,none-norbonene,7,0.5833333333333334,20
176,methyl acrylate-propylene,3,0.75,3
427,none-norbonene,0,0.0,10
060,NB-OCOMe-ethylene,0,0.0,1
125,allyl acetate-norbonene,0,0.0,3
351,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
041,5-hexenyl acetate-ethylene,3,0.21428571428571427,24
379,ethylene-isobornyl acrylate,3,1.0,2
079,CH2CH(CH2)4Cl-ethylene,13,1.0,12
046,ethylene-norbonene,0,0.0,27
238,ethylene-styrene,3,0.75,4
079,N-isopropylacrylamide-ethylene,3,1.0,2
276,1-hexene-ethylene,5,1.0,6
093,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
180,R-Br-R-C=C,0,0.0,4
073,CH2CH(CH2)8COOH-ethylene,9,1.0,8
257,R-Br-R-C=C,0,0.0,24
172,acrylonitrile-ethylene,13,1.0,12
461,2-vinylfuran-ethylene,3,0.42857142857142855,6
080,NB-OCOMe-ethylene,2,0.4,4
021,CH2CH(CH2)9OH-norbonene,0,0.0,3
326,4-penten-1-ol-ethylene,0,0.0,1
036,CH2CH(CH2)8COOH-ethylene,0,0.0,8
235,ethylene-norbonene,13,0.4642857142857143,27
365,methyl acrylate-propylene,4,0.8,6
368,R-Br-R-SH,0,0.0,20
172,5-hexenyl acetate-ethylene,3,1.0,2
423,CH2CH(CH2)8COOH-ethylene,0,0.0,8
060,R-Br-R-SH,0,0.0,4
166,butyl vinyl ether-ethylene,21,0.9545454545454546,40
252,ethyl vinyl ether-ethylene,3,0.6,6
434,2-vinylfuran-ethylene,0,0.0,6
286,CH2CH(CH2)4Cl-ethylene,13,1.0,12
046,allyl ethyl ether-norbonene,0,0.0,3
166,R-BOH2-R-Cl,0,0.0,2
198,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",4,0.6666666666666666,5
286,N-isopropylacrylamide-ethylene,3,1.0,2
114,CH2CH(CH2)9Cl-norbonene,0,0.0,3
358,ethylene-vinyl chloride,6,0.8571428571428571,10
183,R-Br-R-SiOMe3,0,0.0,3
270,allyl acetate-propylene,7,0.875,15
430,CH2CH(CH2)4OH-norbonene,0,0.0,3
106,C-H-R-Br,0,0.0,2
085,allyl pivalate-ethylene,3,0.42857142857142855,6
310,1-hexene-ethylene,2,0.25,15
380,FOA-ethylene,4,1.0,4
448,1-butene-none,3,1.0,2
080,R-Br-R-SH,0,0.0,16
248,H2-oct-1-ene,0,0.0,30
308,ethyl vinyl ether-ethylene,3,0.5,8
461,PhI-norbonene,0,0.0,3
159,CH2CH(CH2)9Cl-norbonene,0,0.0,3
324,ethyl acrylate-ethylene,0,0.0,1
176,CH2CH(CH2)9OH-norbonene,0,0.0,3
225,allyl ethyl ether-ethylene,4,1.0,3
298,C-H-R-Br,0,0.0,1
016,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",0,0.0,1
112,allyl methyl ether-ethylene,2,1.0,1
385,H2-oct-1-ene,0,0.0,6
106,CH2CH(CH2)4OAc-ethylene,2,0.6666666666666666,2
203,allyl chloride-ethylene,11,1.0,10
122,CH2CH(CH2)4OAc-ethylene,2,0.11764705882352941,16
442,1-butene-none,5,0.8333333333333334,8
305,R-BOH2-R-Cl,0,0.0,7
394,CH2CH(CH2)4Br-ethylene,5,1.0,4
434,PhI-norbonene,0,0.0,3
315,CO_nonalt-ethylene,13,0.38235294117647056,273
105,ethylene-styrene,3,1.0,2
115,ethylene-vinyl acetate,12,1.0,11
350,allyl butyl ether-ethylene,5,0.7142857142857143,12
365,CH2CH(CH2)9OH-norbonene,0,0.0,6
029,butyl acrylate-ethylene,0,0.0,12
386,allyl butyl ether-ethylene,4,1.0,3
200,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
396,ethylene-styrene,3,1.0,2
323,ethylene-vinyl triethoxysilane,0,0.0,1
446,CO2-ethylene,3,0.10344827586206896,54
203,CH2CH(CH2)4Br-norbonene,0,0.0,3
180,allyl acetate-norbonene,0,0.0,3
154,CH2CH(CH2)4Cl-ethylene,13,1.0,12
367,5-norbornene-2-yl acetate-ethylene,9,1.0,14
154,N-isopropylacrylamide-ethylene,3,1.0,2
190,1-butene-none,2,0.6666666666666666,2
384,ethylene-methyl vinyl ketone,2,1.0,1
429,acrylonitrile-ethylene,13,1.0,12
370,acrylonitrile-ethylene,13,1.0,12
119,ethylene-vinyl chloride,5,0.8333333333333334,5
262,butyl vinyl ether-ethylene,21,1.0,20
446,CH2CH(CH2)9Br-ethylene,4,1.0,4
130,dodecyl acrylate-ethylene,2,1.0,1
391,CH2CH(CH2)9Cl-ethylene,3,1.0,2
429,5-hexenyl acetate-ethylene,3,1.0,2
129,ethylene-methyl vinyl ketone,2,1.0,1
118,R-BOH2-R-Cl,0,0.0,1
370,5-hexenyl acetate-ethylene,3,1.0,2
112,dodecyl acrylate-ethylene,2,1.0,1
077,allyl ethyl ether-norbonene,0,0.0,3
332,ethylene-vinyl chloride,6,0.8571428571428571,10
247,allyl methyl ether-ethylene,2,1.0,1
130,5-hexene-1-yl-acetate-ethylene,4,1.0,3
433,allyl trimethoxysilane-ethylene,0,0.0,1
318,acrylonitrile-ethylene,2,0.15384615384615385,12
161,ethylene-tert-butyl vinyl ether,2,1.0,1
357,CH2CH(CH2)9Cl-ethylene,4,1.0,4
237,CH2CH(CH2)9Cl-ethylene,3,1.0,2
421,CH2CH(CH2)4OH-norbonene,0,0.0,6
010,CH2CH(CH2)9Cl-ethylene,0,0.0,2
409,none-norbonene,7,0.4117647058823529,70
158,ethyl vinyl ether-ethylene,3,1.0,2
130,ethylene-n-butyl vinyl ether,3,1.0,2
157,ethylene-vinyl acetate,12,1.0,11
232,DMAA-ethylene,5,1.0,4
092,acrylonitrile-ethylene,14,0.875,48
344,allyl butyl ether-ethylene,4,0.8,6
328,NB-COOH-ethylene,2,0.5,3
190,ethylene-methyl acrylate,8,0.07207207207207207,110
447,dodecyl acrylate-ethylene,3,1.0,2
471,CH2CH(CH2)4OAc-ethylene,0,0.0,1
112,ethylene-n-butyl vinyl ether,3,1.0,2
401,NB-OCOMe-ethylene,2,0.4,4
306,norbonene-styrene,0,0.0,3
092,5-hexenyl acetate-ethylene,3,0.5,8
112,NB-CH2OH-ethylene,4,1.0,3
193,ethylene-methyl vinyl ketone,2,1.0,1
447,5-hexene-1-yl-acetate-ethylene,5,1.0,6
121,methyl acrylate-norbonene,6,1.0,5
331,ethylene-vinyl acetate,13,1.0,22
209,ethylene-styrene,3,1.0,2
014,allyl acetate-ethylene,0,0.0,23
166,FOA-ethylene,2,0.5,4
211,CH2CH(CH2)9Br-ethylene,3,1.0,2
032,allyl butyl ether-ethylene,4,0.8,6
447,ethylene-n-butyl vinyl ether,4,1.0,4
243,CH2CH(CH2)9Cl-norbonene,0,0.0,6
178,allyl ethyl ether-ethylene,4,1.0,3
302,ethylene-methyl vinyl ketone,2,1.0,1
387,allyl butyl ether-ethylene,4,1.0,3
314,allyl butyl ether-ethylene,4,0.5,15
356,allyl acetate-ethylene,24,0.96,46
015,allyl ethyl ether-ethylene,0,0.0,3
403,R-Br-R-SH,0,0.0,16
030,ethylene-vinyl triethoxysilane,0,0.0,1
056,CH2CH(CH2)4Br-norbonene,0,0.0,3
098,ethylene-norbonene,13,0.4642857142857143,27
155,ethylene-methyl acrylate,102,0.918918918918919,110
404,6FA-ethylene,4,1.0,3
189,butyl vinyl ether-ethylene,22,0.9166666666666666,80
291,R-BOH2-R-OH,0,0.0,4
394,acrylonitrile-ethylene,13,1.0,12
368,methyl acrylate-propylene,4,0.5,15
228,none-norbonene,6,0.5454545454545454,10
281,allyl trimethoxysilane-ethylene,3,0.3333333333333333,8
189,R-BOH2-R-Cl,0,0.0,4
290,allyl butyl ether-ethylene,4,0.6666666666666666,9
057,ethylene-methyl 10-undecenoate,0,0.0,21
148,methyl acrylate-norbonene,6,1.0,5
160,ethylene-isobornyl acrylate,2,1.0,1
366,ethylene-isobornyl acrylate,3,1.0,2
394,5-hexenyl acetate-ethylene,3,1.0,2
305,FOA-ethylene,5,0.5555555555555556,14
042,CH2CH(CH2)4Br-ethylene,0,0.0,4
060,methyl acrylate-propylene,0,0.0,3
126,allyl methyl ether-ethylene,2,1.0,1
449,CH2CH(CH2)4Cl-ethylene,13,1.0,12
449,N-isopropylacrylamide-ethylene,3,1.0,2
349,R-Br-R-C=C,0,0.0,24
456,DMAA-ethylene,0,0.0,4
011,acrylonitrile-ethylene,0,0.0,12
031,butyl acrylate-ethylene,12,0.8571428571428571,24
343,methyl acrylate-propylene,4,0.8,6
142,ethylene-vinyl acetate,12,1.0,11
446,allyl pivalate-propylene,4,1.0,4
219,allyl trimethoxysilane-ethylene,2,1.0,1
247,NB-CH2OH-ethylene,4,1.0,3
417,ethyl vinyl ether-ethylene,0,0.0,2
011,5-hexenyl acetate-ethylene,0,0.0,2
080,methyl acrylate-propylene,4,0.5714285714285714,12
205,ethylene-norbonene,13,0.4642857142857143,27
388,R-Br-R-C=C,0,0.0,4
436,allyl cyanide-propylene,0,0.0,2
239,allyl acetate-ethylene,23,0.9583333333333334,23
380,acrylic acid-ethylene,19,1.0,34
177,allyl butyl ether-ethylene,4,1.0,3
143,allyl methyl ether-ethylene,2,1.0,1
084,CH2CH(CH2)9Cl-norbonene,0,0.0,9
089,allyl chloride-propylene,0,0.0,6
295,R-Br-R-SiOMe3,0,0.0,1
313,acrylonitrile-ethylene,4,0.3076923076923077,12
021,CH2CH(CH2)9OH-ethylene,0,0.0,11
407,PhI-norbonene,0,0.0,21
440,R-BOH2-R-Cl,0,0.0,2
093,diallyl ether-ethylene,3,1.0,2
326,CH2CH(CH2)4Cl-ethylene,0,0.0,12
326,N-isopropylacrylamide-ethylene,2,0.6666666666666666,2
118,FOA-ethylene,2,0.6666666666666666,2
313,5-hexenyl acetate-ethylene,0,0.0,2
398,H2-oct-1-ene,0,0.0,6
324,R-BOH2-R-Br,3,0.15789473684210525,18
009,allyl cyanide-propylene,0,0.0,2
199,NB-OCOMe-ethylene,2,1.0,1
016,C-H-R-Br,0,0.0,1
368,CH2CH(CH2)9OH-norbonene,0,0.0,15
173,acrylic acid-ethylene,18,1.0,17
344,CH2CH(CH2)8CO2Me-ethylene,5,1.0,6
060,CH2CH(CH2)9OH-norbonene,0,0.0,3
109,methyl 10-undecenoate-norbonene,0,0.0,3
186,acrylic acid-ethylene,19,1.0,34
160,allyl acetate-norbonene,0,0.0,3
391,norbonene-styrene,0,0.0,3
312,R-BOH2-R-Cl,0,0.0,2
208,CH2CH(CH2)9Cl-ethylene,3,1.0,2
448,2-vinylfuran-ethylene,5,0.7142857142857143,6
343,CH2CH(CH2)9OH-norbonene,0,0.0,6
176,CH2CH(CH2)9OH-ethylene,12,1.0,11
274,1-butene-none,3,1.0,2
032,CH2CH(CH2)8CO2Me-ethylene,4,0.8,6
128,ethylene-styrene,3,1.0,2
226,norbonene-styrene,0,0.0,3
140,CH2CH(CH2)8COOH-ethylene,8,0.8888888888888888,8
110,allyl ethyl ether-norbonene,0,0.0,3
080,CH2CH(CH2)9OH-norbonene,0,0.0,12
126,NB-CH2OH-ethylene,4,1.0,3
169,2-vinylfuran-ethylene,5,0.7142857142857143,6
387,CH2CH(CH2)8CO2Me-ethylene,4,1.0,3
397,ethylene-norbonene,13,0.4642857142857143,27
442,2-vinylfuran-ethylene,8,0.8,24
236,ethylene-isobornyl acrylate,2,1.0,1
095,DMAA-ethylene,0,0.0,4
393,allyl chloride-ethylene,11,1.0,10
323,methyl acrylate-norbonene,0,0.0,5
