lig_node,rxn_node,common_neighbor,jaccard_coefficient,preferential_attachment
228,ethyl acrylate-ethylene,0,0.0,1
206,6FA-ethylene,4,1.0,3
328,H2-oct-1-ene,0,0.0,6
307,CH2CH(CH2)4Br-norbonene,0,0.0,18
385,CH2CH(CH2)9Cl-norbonene,0,0.0,3
145,1-hexene-ethylene,5,0.7142857142857143,12
434,CH2CH(CH2)4OAc-ethylene,0,0.0,1
036,2-vinylfuran-ethylene,0,0.0,6
093,ethylene-methyl vinyl ketone,2,1.0,1
419,CH2CH(CH2)4OH-norbonene,0,0.0,9
005,ethylene-vinyl chloride,0,0.0,5
377,ethylene-tert-butyl acrylate,0,0.0,16
404,allyl pivalate-ethylene,2,1.0,1
206,ethylene-tert-butyl-10-undecenoate,2,1.0,1
244,R-Br-R-SiOMe3,0,0.0,3
148,ethylene-styrene,3,1.0,2
229,2-vinylfuran-ethylene,5,0.7142857142857143,6
250,CH2CH(CH2)8COOH-ethylene,9,1.0,8
459,R-BOH2-R-Cl,0,0.0,1
288,ethyl vinyl ether-ethylene,3,1.0,2
410,butyl acrylate-ethylene,0,0.0,12
055,acrylonitrile-ethylene,0,0.0,12
274,CH2CH(CH2)4Br-ethylene,5,1.0,4
154,dodecyl acrylate-ethylene,2,1.0,1
416,allyl ethyl ether-ethylene,0,0.0,3
306,methyl acrylate-norbonene,6,1.0,5
055,5-hexenyl acetate-ethylene,0,0.0,2
420,allyl acetate-norbonene,0,0.0,6
368,diallyl ether-ethylene,4,0.5714285714285714,10
154,5-hexene-1-yl-acetate-ethylene,4,1.0,3
383,ethylene-vinyl chloride,5,0.8333333333333334,5
446,DMAA-ethylene,6,1.0,8
337,CO_nonalt-ethylene,8,0.34782608695652173,42
036,PhI-norbonene,0,0.0,3
402,1-butene-none,4,0.6666666666666666,8
271,CH2CH(CH2)4Cl-ethylene,14,1.0,24
271,N-isopropylacrylamide-ethylene,4,1.0,4
154,ethylene-n-butyl vinyl ether,3,1.0,2
384,allyl cyanide-ethylene,3,1.0,2
421,CH2CH(CH2)9OH-ethylene,0,0.0,22
203,none-norbonene,6,0.5454545454545454,10
086,CH2CH(CH2)8COOH-ethylene,11,1.0,24
016,R-Br-R-C=C,0,0.0,4
019,butyl acrylate-ethylene,0,0.0,12
198,ethylene-isobornyl acrylate,3,0.5,5
229,PhI-norbonene,0,0.0,3
301,ethylene-methyl 10-undecenoate,22,1.0,21
436,allyl methyl ether-ethylene,0,0.0,1
388,butyl acrylate-ethylene,12,0.9230769230769231,12
334,allyl trimethoxysilane-ethylene,2,1.0,1
343,diallyl ether-ethylene,4,1.0,4
192,ethylene-vinyl triethoxysilane,0,0.0,1
392,1-hexene-ethylene,4,1.0,3
075,ethylene-vinyl trimethoxysilane,9,1.0,8
094,allyl ethyl ether-norbonene,0,0.0,3
319,allyl cyanide-propylene,0,0.0,2
311,ethylene-ethylene glycol monoacrylate,2,0.5,3
293,methyl 10-undecenoate-norbonene,0,0.0,3
072,CH2CH(CH2)8COOH-ethylene,0,0.0,8
274,NB-COOH-ethylene,4,1.0,3
396,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
461,ethylene-methyl methacrylate,2,0.3333333333333333,5
395,allyl pivalate-propylene,3,1.0,2
297,allyl pivalate-propylene,3,1.0,2
122,4-penten-1-ol-ethylene,2,0.11764705882352941,16
200,ethylene-methyl vinyl ketone,2,1.0,1
141,CH2CH(CH2)4OH-norbonene,0,0.0,3
054,acrylonitrile-ethylene,0,0.0,12
216,butyl vinyl ether-ethylene,21,1.0,20
104,acrylonitrile-ethylene,13,1.0,12
341,CO_nonalt-ethylene,8,0.34782608695652173,42
054,5-hexenyl acetate-ethylene,0,0.0,2
302,allyl cyanide-ethylene,3,1.0,2
099,R-BOH2-R-Cl,0,0.0,9
461,none-propylene,3,0.21428571428571427,13
234,allyl ethyl ether-ethylene,4,1.0,3
269,R-BOH2-R-Cl,0,0.0,5
104,5-hexenyl acetate-ethylene,3,1.0,2
449,dodecyl acrylate-ethylene,2,1.0,1
323,ethylene-styrene,2,0.6666666666666666,2
238,NB-COOH-ethylene,4,0.8,6
123,CO2-ethylene,3,0.10344827586206896,54
198,allyl acetate-norbonene,0,0.0,15
309,allyl cyanide-propylene,0,0.0,14
316,ethylene-vinyl triethoxysilane,0,0.0,1
449,5-hexene-1-yl-acetate-ethylene,4,1.0,3
056,none-norbonene,0,0.0,10
115,NB-OCOMe-ethylene,2,1.0,1
342,allyl butyl ether-ethylene,4,0.6666666666666666,9
321,R-Br-R-C=C,0,0.0,4
434,none-propylene,0,0.0,13
436,NB-CH2OH-ethylene,0,0.0,3
256,ethylene-tert-butyl acrylate,8,0.42105263157894735,48
459,FOA-ethylene,0,0.0,2
139,PhI-norbonene,0,0.0,6
097,PhI-norbonene,0,0.0,15
035,allyl pivalate-ethylene,0,0.0,1
449,ethylene-n-butyl vinyl ether,3,1.0,2
105,CH2CH(CH2)4Br-ethylene,5,1.0,4
123,CH2CH(CH2)9Br-ethylene,4,1.0,4
255,CH2CH(CH2)8COOH-ethylene,16,0.9411764705882353,72
455,CH2CH(CH2)4Cl-ethylene,13,1.0,12
455,N-isopropylacrylamide-ethylene,3,1.0,2
078,ethylene-norbonene,13,0.4642857142857143,27
016,allyl acetate-norbonene,0,0.0,3
310,butyl vinyl ether-ethylene,7,0.28,100
184,methyl acrylate-propylene,3,0.75,3
277,R-BOH2-R-Br,2,0.10526315789473684,18
226,methyl acrylate-norbonene,6,1.0,5
407,CH2CH(CH2)4OAc-ethylene,2,0.25,7
471,4-penten-1-ol-ethylene,0,0.0,1
058,ethylene-vinyl chloride,0,0.0,5
046,methyl 10-undecenoate-norbonene,0,0.0,3
398,CH2CH(CH2)9Cl-norbonene,0,0.0,3
137,allyl pivalate-ethylene,3,0.75,3
115,R-Br-R-SH,0,0.0,4
287,methyl acrylate-norbonene,6,1.0,5
204,R-BOH2-R-Cl,0,0.0,1
133,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",3,0.6,4
228,R-BOH2-R-Br,2,0.10526315789473684,18
329,allyl ethyl ether-ethylene,0,0.0,3
007,acrylonitrile-ethylene,0,0.0,12
207,methyl acrylate-norbonene,6,1.0,5
033,acrylic acid-ethylene,0,0.0,17
363,C-H-R-Br,0,0.0,2
136,allyl methyl ether-ethylene,2,1.0,1
007,5-hexenyl acetate-ethylene,0,0.0,2
272,NB-OCOMe-ethylene,2,0.3333333333333333,5
285,CH2CH(CH2)4OH-norbonene,0,0.0,9
215,allyl ethyl ether-ethylene,4,1.0,3
284,allyl chloride-propylene,0,0.0,1
333,CH2CH(CH2)9Br-ethylene,3,1.0,2
105,NB-COOH-ethylene,4,1.0,3
465,ethylene-tert-butyl acrylate,0,0.0,16
100,CH2CH(CH2)9Cl-norbonene,0,0.0,18
331,NB-OCOMe-ethylene,2,0.6666666666666666,2
103,ethyl vinyl ether-ethylene,4,1.0,4
151,CH2CH(CH2)4Br-norbonene,0,0.0,3
171,butyl vinyl ether-ethylene,21,1.0,20
389,ethyl acrylate-ethylene,0,0.0,1
415,ethylene-styrene,0,0.0,2
184,CH2CH(CH2)9OH-norbonene,0,0.0,3
258,allyl pivalate-ethylene,10,0.9090909090909091,10
083,ethylene-methyl 10-undecenoate,23,0.92,84
041,Aryl halide-Phenylboronic acid,0,0.0,60
194,R-BOH2-R-OH,0,0.0,4
125,allyl methyl ether-ethylene,2,1.0,1
327,butyl acrylate-ethylene,2,0.15384615384615385,12
209,CH2CH(CH2)4Br-ethylene,5,1.0,4
359,allyl trimethoxysilane-ethylene,2,0.6666666666666666,2
004,allyl chloride-ethylene,0,0.0,10
188,CH2CH(CH2)8COOH-ethylene,0,0.0,8
147,R-BOH2-R-OH,0,0.0,4
130,allyl acetate-propylene,3,0.75,3
146,CH2CH(CH2)9Cl-ethylene,3,1.0,2
448,CH2CH(CH2)4OAc-ethylene,2,1.0,1
269,FOA-ethylene,4,0.5714285714285714,10
345,CH2CH(CH2)8COOH-ethylene,10,1.0,16
114,6FA-ethylene,4,1.0,3
123,allyl pivalate-propylene,4,1.0,4
201,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
331,R-Br-R-SH,0,0.0,8
172,Aryl halide-Phenylboronic acid,0,0.0,5
102,CH2CH(CH2)4Br-ethylene,5,0.8333333333333334,8
300,R-BOH2-R-Cl,0,0.0,1
159,6FA-ethylene,4,1.0,3
342,CH2CH(CH2)8CO2Me-ethylene,6,1.0,9
352,ethylene-methyl methacrylate,6,1.0,5
442,CH2CH(CH2)4OAc-ethylene,2,0.4,4
149,NB-OCOMe-ethylene,2,1.0,1
120,acrylic acid-ethylene,18,1.0,17
231,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
018,ethylene-vinyl acetate,0,0.0,11
447,allyl acetate-propylene,4,0.8,6
142,NB-OCOMe-ethylene,0,0.0,1
266,ethylene-tert-butyl acrylate,13,0.5909090909090909,96
223,NB-OCOMe-ethylene,2,1.0,1
317,ethylene-isobornyl acrylate,0,0.0,1
014,ethylene-vinyl acetate,0,0.0,11
192,methyl acrylate-norbonene,0,0.0,5
128,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
136,NB-CH2OH-ethylene,2,0.5,3
041,allyl chloride-propylene,0,0.0,12
090,ethylene-ethylene glycol monoacrylate,7,1.0,12
182,NB-OCOMe-ethylene,2,1.0,1
209,NB-COOH-ethylene,4,1.0,3
334,ethylene-tert-butyl vinyl ether,2,1.0,1
405,CH2CH(CH2)8COOH-ethylene,9,1.0,8
430,CH2CH(CH2)9Cl-ethylene,3,1.0,2
190,CH2CH(CH2)4OAc-ethylene,0,0.0,1
121,1-butene-none,3,1.0,2
235,ethyl vinyl ether-ethylene,3,1.0,2
204,FOA-ethylene,2,0.6666666666666666,2
142,R-Br-R-SH,0,0.0,4
422,CH2CH(CH2)9Cl-norbonene,0,0.0,6
079,allyl trimethoxysilane-ethylene,2,1.0,1
328,R-Br-R-C=C,0,0.0,4
320,CH2CH(CH2)9Br-ethylene,0,0.0,2
172,allyl chloride-propylene,0,0.0,1
282,CH2CH(CH2)9Cl-norbonene,0,0.0,9
223,R-Br-R-SH,0,0.0,4
402,PhI-norbonene,0,0.0,12
102,NB-COOH-ethylene,5,1.0,6
125,NB-CH2OH-ethylene,4,1.0,3
377,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",0,0.0,1
106,CH2CH(CH2)4Cl-ethylene,14,1.0,24
155,C-H-R-Br,0,0.0,1
122,CH2CH(CH2)4Cl-ethylene,16,0.5714285714285714,192
106,N-isopropylacrylamide-ethylene,4,1.0,4
122,N-isopropylacrylamide-ethylene,7,0.3888888888888889,32
288,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
296,ethylene-ethylene glycol monoacrylate,4,1.0,3
410,allyl acetate-ethylene,0,0.0,23
433,CH2CH(CH2)8COOH-ethylene,0,0.0,8
443,ethylene-vinyl acetate,14,1.0,33
022,butyl vinyl ether-ethylene,0,0.0,20
294,allyl cyanide-propylene,0,0.0,12
452,H2-oct-1-ene,0,0.0,6
180,allyl methyl ether-ethylene,2,1.0,1
428,CH2CH(CH2)9Cl-ethylene,0,0.0,2
121,ethylene-methyl acrylate,102,0.918918918918919,110
460,acrylic acid-ethylene,3,0.16666666666666666,17
367,diallyl ether-ethylene,4,1.0,4
324,ethyl vinyl ether-ethylene,2,0.6666666666666666,2
349,allyl acetate-ethylene,27,0.9310344827586207,138
419,allyl cyanide-ethylene,0,0.0,6
239,ethylene-vinyl acetate,12,1.0,11
115,methyl acrylate-propylene,3,0.75,3
301,allyl pivalate-ethylene,2,1.0,1
429,Aryl halide-Phenylboronic acid,0,0.0,5
468,allyl cyanide-propylene,0,0.0,2
347,ethylene-norbonene,12,0.42857142857142855,27
316,methyl acrylate-norbonene,0,0.0,5
448,ethylene-methyl methacrylate,6,1.0,5
370,Aryl halide-Phenylboronic acid,0,0.0,5
202,allyl pivalate-ethylene,2,1.0,1
019,allyl acetate-ethylene,0,0.0,23
098,methyl 10-undecenoate-norbonene,0,0.0,3
291,CO2-ethylene,3,0.10714285714285714,27
388,allyl acetate-ethylene,23,0.9583333333333334,23
340,NB-OCOMe-ethylene,2,1.0,1
298,allyl cyanide-propylene,0,0.0,2
169,ethylene-methyl methacrylate,6,1.0,5
217,CH2CH(CH2)9Cl-norbonene,0,0.0,3
214,none-norbonene,6,0.5454545454545454,10
245,acrylic acid-ethylene,18,0.8571428571428571,68
138,acrylonitrile-ethylene,14,1.0,24
442,ethylene-methyl methacrylate,9,1.0,20
243,6FA-ethylene,4,0.8,6
148,ethylene-methyl acrylate,102,0.918918918918919,110
033,CO_nonalt-ethylene,0,0.0,21
132,CH2CH(CH2)9Br-ethylene,4,0.5714285714285714,10
170,CH2CH(CH2)9Br-ethylene,3,1.0,2
458,NB-OCOMe-ethylene,0,0.0,1
092,Aryl halide-Phenylboronic acid,0,0.0,20
448,none-propylene,10,0.7142857142857143,13
421,CH2CH(CH2)9Cl-ethylene,0,0.0,4
138,5-hexenyl acetate-ethylene,4,1.0,4
300,FOA-ethylene,2,0.6666666666666666,2
144,CH2CH(CH2)4OH-norbonene,0,0.0,12
137,allyl ethyl ether-norbonene,0,0.0,9
396,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
180,dodecyl acrylate-ethylene,2,1.0,1
146,norbonene-styrene,0,0.0,3
471,CH2CH(CH2)4Cl-ethylene,0,0.0,12
471,N-isopropylacrylamide-ethylene,2,0.6666666666666666,2
169,none-propylene,10,0.7142857142857143,13
337,ethylene-isobornyl acrylate,3,1.0,2
257,dodecyl acrylate-ethylene,3,0.42857142857142855,6
289,CO2-ethylene,3,0.10714285714285714,27
157,methyl acrylate-propylene,3,0.75,3
457,CH2CH(CH2)8COOH-ethylene,2,0.2222222222222222,8
442,none-propylene,13,0.7647058823529411,52
166,5-norbornene-2-yl acetate-ethylene,8,0.8888888888888888,14
203,ethylene-vinyl triethoxysilane,2,1.0,1
180,5-hexene-1-yl-acetate-ethylene,4,1.0,3
429,allyl chloride-propylene,0,0.0,1
370,allyl chloride-propylene,0,0.0,1
257,5-hexene-1-yl-acetate-ethylene,5,0.5555555555555556,18
154,allyl trimethoxysilane-ethylene,2,1.0,1
128,NB-COOH-ethylene,4,1.0,3
115,CH2CH(CH2)9OH-norbonene,0,0.0,3
180,ethylene-n-butyl vinyl ether,3,1.0,2
458,R-Br-R-SH,0,0.0,4
099,acrylic acid-ethylene,19,0.7307692307692307,153
180,NB-CH2OH-ethylene,4,1.0,3
257,ethylene-n-butyl vinyl ether,4,0.5,12
311,R-BOH2-R-Cl,0,0.0,1
331,methyl acrylate-propylene,4,0.8,6
354,R-BOH2-R-OH,0,0.0,4
158,H2-oct-1-ene,0,0.0,6
110,methyl 10-undecenoate-norbonene,0,0.0,3
394,Aryl halide-Phenylboronic acid,0,0.0,5
318,allyl chloride-propylene,0,0.0,1
141,allyl cyanide-ethylene,0,0.0,2
174,1-butene-none,3,1.0,2
084,6FA-ethylene,5,0.8333333333333334,9
420,allyl cyanide-propylene,0,0.0,4
092,allyl chloride-propylene,0,0.0,4
120,CO_nonalt-ethylene,7,0.3181818181818182,21
184,CH2CH(CH2)9OH-ethylene,12,1.0,11
256,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,0.5,3
274,C-H-R-Br,0,0.0,1
323,1-butene-none,0,0.0,2
249,CH2CH(CH2)4Br-ethylene,5,1.0,4
259,ethylene-ethylene glycol monoacrylate,5,1.0,6
084,ethylene-tert-butyl-10-undecenoate,2,0.5,3
111,CH2CH(CH2)4Br-norbonene,0,0.0,3
253,allyl butyl ether-ethylene,5,1.0,6
152,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
194,CH2CH(CH2)8CO2Me-ethylene,0,0.0,3
341,ethylene-isobornyl acrylate,3,1.0,2
283,CH2CH(CH2)4OH-norbonene,0,0.0,3
055,ethylene-methyl methacrylate,0,0.0,5
157,CH2CH(CH2)9OH-norbonene,0,0.0,3
330,CH2CH(CH2)9Cl-norbonene,0,0.0,6
397,methyl 10-undecenoate-norbonene,0,0.0,3
400,R-Br-R-SiOMe3,0,0.0,4
274,CH2CH(CH2)4OAc-ethylene,2,1.0,1
147,CH2CH(CH2)8CO2Me-ethylene,4,1.0,3
313,Aryl halide-Phenylboronic acid,0,0.0,5
127,R-Br-R-SiOMe3,0,0.0,1
251,R-BOH2-R-OH,0,0.0,12
204,acrylic acid-ethylene,18,1.0,17
291,allyl pivalate-propylene,3,1.0,2
428,norbonene-styrene,0,0.0,3
262,5-norbornene-2-yl acetate-ethylene,8,1.0,7
323,ethylene-methyl acrylate,12,0.10810810810810811,110
331,CH2CH(CH2)9OH-norbonene,0,0.0,6
284,allyl ethyl ether-ethylene,4,1.0,3
238,C-H-R-Br,0,0.0,2
350,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,20
386,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
439,allyl butyl ether-ethylene,4,0.8,6
003,1-hexene-ethylene,0,0.0,3
055,none-propylene,0,0.0,13
218,allyl chloride-propylene,0,0.0,4
417,H2-oct-1-ene,0,0.0,6
363,ethylene-methyl 10-undecenoate,23,1.0,42
096,R-Br-R-SiOMe3,0,0.0,5
160,allyl methyl ether-ethylene,2,1.0,1
377,C-H-R-Br,0,0.0,1
205,ethyl vinyl ether-ethylene,3,1.0,2
011,allyl chloride-propylene,0,0.0,1
196,R-BOH2-R-OH,0,0.0,24
449,allyl trimethoxysilane-ethylene,2,1.0,1
295,ethylene-vinyl trimethoxysilane,9,1.0,8
116,R-Br-R-SiOMe3,0,0.0,1
249,NB-COOH-ethylene,4,1.0,3
465,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",0,0.0,1
164,1-hexene-ethylene,4,0.8,6
083,allyl pivalate-ethylene,3,0.6,4
462,allyl chloride-ethylene,0,0.0,10
103,ethylene-tert-butyl acrylate,9,0.5,32
289,allyl pivalate-propylene,3,1.0,2
198,allyl cyanide-propylene,0,0.0,10
327,allyl acetate-ethylene,3,0.125,23
313,allyl chloride-propylene,2,1.0,1
079,ethylene-tert-butyl vinyl ether,2,1.0,1
341,allyl acetate-norbonene,0,0.0,6
014,allyl acetate-propylene,0,0.0,3
445,acrylonitrile-ethylene,13,1.0,12
394,4-penten-1-ol-ethylene,2,1.0,1
285,allyl cyanide-ethylene,3,0.6,6
344,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,10
311,FOA-ethylene,0,0.0,2
415,1-butene-none,0,0.0,2
054,ethylene-methyl methacrylate,0,0.0,5
250,1-hexene-ethylene,4,1.0,3
292,ethylene-norbonene,13,0.4642857142857143,27
445,5-hexenyl acetate-ethylene,3,1.0,2
201,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
042,Aryl halide-Phenylboronic acid,0,0.0,5
245,CO_nonalt-ethylene,7,0.28,84
293,CH2CH(CH2)4Br-ethylene,5,1.0,4
356,allyl acetate-propylene,4,0.8,6
104,ethylene-methyl methacrylate,6,1.0,5
189,5-norbornene-2-yl acetate-ethylene,9,0.8181818181818182,28
297,diallyl ether-ethylene,3,1.0,2
041,allyl ethyl ether-ethylene,5,0.3333333333333333,36
121,PhI-norbonene,0,0.0,3
263,methyl 10-undecenoate-norbonene,0,0.0,3
032,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,10
367,none-norbonene,7,0.5833333333333334,20
266,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",4,0.5714285714285714,6
390,NB-OCOMe-ethylene,2,1.0,1
286,ethylene-tert-butyl vinyl ether,2,1.0,1
387,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
030,ethylene-methyl acrylate,0,0.0,110
358,CH2CH(CH2)9Cl-norbonene,0,0.0,6
415,ethylene-methyl acrylate,3,0.02702702702702703,110
382,DMAA-ethylene,6,1.0,8
396,C-H-R-Br,0,0.0,1
086,1-hexene-ethylene,4,0.6666666666666666,9
104,none-propylene,10,0.7142857142857143,13
458,methyl acrylate-propylene,0,0.0,3
160,NB-CH2OH-ethylene,4,1.0,3
172,allyl ethyl ether-ethylene,4,1.0,3
105,CH2CH(CH2)4OAc-ethylene,2,1.0,1
349,dodecyl acrylate-ethylene,4,0.5714285714285714,6
435,butyl acrylate-ethylene,2,0.15384615384615385,12
099,CO_nonalt-ethylene,8,0.26666666666666666,189
276,ethylene-vinyl acetate,13,1.0,22
235,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
175,butyl acrylate-ethylene,12,0.9230769230769231,12
304,1-butene-none,3,1.0,2
349,5-hexene-1-yl-acetate-ethylene,5,0.5555555555555556,18
094,ethylene-styrene,0,0.0,2
439,CH2CH(CH2)8CO2Me-ethylene,5,1.0,6
072,1-hexene-ethylene,0,0.0,3
293,NB-COOH-ethylene,4,1.0,3
088,R-Br-R-SiOMe3,0,0.0,4
466,R-Br-R-C=C,0,0.0,4
349,ethylene-n-butyl vinyl ether,4,0.5,12
203,methyl acrylate-norbonene,6,1.0,5
155,ethylene-methyl 10-undecenoate,22,1.0,21
031,ethylene-vinyl acetate,12,0.9230769230769231,22
461,allyl butyl ether-ethylene,0,0.0,3
388,5-hexene-1-yl-acetate-ethylene,4,1.0,3
007,ethylene-methyl methacrylate,0,0.0,5
369,R-Br-R-C=C,0,0.0,20
177,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
090,R-BOH2-R-Cl,0,0.0,4
115,CH2CH(CH2)9OH-ethylene,12,1.0,11
393,ethylene-vinyl triethoxysilane,2,1.0,1
324,ethylene-tert-butyl acrylate,2,0.11764705882352941,16
452,R-Br-R-C=C,0,0.0,4
154,ethylene-tert-butyl vinyl ether,2,1.0,1
329,CO2-ethylene,0,0.0,27
046,CH2CH(CH2)4Br-ethylene,0,0.0,4
434,allyl butyl ether-ethylene,0,0.0,3
458,CH2CH(CH2)9OH-norbonene,0,0.0,3
252,ethylene-isobornyl acrylate,2,0.5,3
174,2-vinylfuran-ethylene,5,0.7142857142857143,6
354,CH2CH(CH2)8CO2Me-ethylene,3,0.75,3
007,none-propylene,0,0.0,13
296,butyl vinyl ether-ethylene,21,1.0,20
423,butyl vinyl ether-ethylene,0,0.0,20
204,CO_nonalt-ethylene,7,0.3181818181818182,21
042,4-penten-1-ol-ethylene,0,0.0,1
244,DMAA-ethylene,6,0.8571428571428571,12
296,R-BOH2-R-Cl,0,0.0,1
129,ethyl vinyl ether-ethylene,3,1.0,2
308,ethylene-isobornyl acrylate,2,0.4,4
209,CH2CH(CH2)4OAc-ethylene,2,1.0,1
255,1-hexene-ethylene,9,0.75,27
133,ethylene-methyl 10-undecenoate,23,0.92,84
352,R-BOH2-R-OH,0,0.0,4
376,allyl chloride-propylene,0,0.0,1
429,allyl ethyl ether-ethylene,4,1.0,3
224,R-Br-R-SiOMe3,0,0.0,1
157,CH2CH(CH2)9OH-ethylene,12,1.0,11
370,allyl ethyl ether-ethylene,4,1.0,3
236,NB-CH2OH-ethylene,4,1.0,3
248,allyl methyl ether-ethylene,5,0.8333333333333334,5
164,butyl acrylate-ethylene,12,0.8571428571428571,24
102,CH2CH(CH2)4OAc-ethylene,2,0.6666666666666666,2
174,PhI-norbonene,0,0.0,3
275,CH2CH(CH2)4OH-norbonene,0,0.0,3
112,CH2CH(CH2)8COOH-ethylene,9,1.0,8
193,ethyl vinyl ether-ethylene,0,0.0,2
362,allyl chloride-propylene,0,0.0,5
428,ethylene-vinyl chloride,0,0.0,5
151,CH2CH(CH2)9Cl-ethylene,3,1.0,2
385,allyl methyl ether-ethylene,2,1.0,1
046,NB-COOH-ethylene,0,0.0,3
318,allyl ethyl ether-ethylene,0,0.0,3
446,ethyl acrylate-ethylene,2,0.6666666666666666,2
323,PhI-norbonene,0,0.0,3
319,methyl 10-undecenoate-norbonene,0,0.0,3
092,allyl ethyl ether-ethylene,5,0.7142857142857143,12
214,ethylene-vinyl triethoxysilane,2,1.0,1
144,allyl cyanide-ethylene,6,1.0,8
033,ethylene-isobornyl acrylate,0,0.0,1
342,NB-OCOMe-ethylene,2,0.5,3
252,allyl acetate-norbonene,0,0.0,9
158,R-Br-R-C=C,0,0.0,4
406,ethylene-ethylene glycol monoacrylate,4,1.0,3
105,none-propylene,10,0.7142857142857143,13
078,ethylene-styrene,3,1.0,2
449,ethylene-tert-butyl vinyl ether,2,1.0,1
196,CH2CH(CH2)8CO2Me-ethylene,6,0.6666666666666666,18
461,CH2CH(CH2)8CO2Me-ethylene,0,0.0,3
308,allyl acetate-norbonene,0,0.0,12
336,allyl chloride-propylene,0,0.0,2
317,allyl cyanide-propylene,0,0.0,2
459,ethylene-vinyl trimethoxysilane,0,0.0,8
248,dodecyl acrylate-ethylene,3,0.5,5
194,5-norbornene-2-yl acetate-ethylene,0,0.0,7
240,allyl cyanide-ethylene,0,0.0,18
273,allyl methyl ether-ethylene,2,1.0,1
090,FOA-ethylene,4,0.6666666666666666,8
329,allyl pivalate-propylene,0,0.0,2
211,ethylene-norbonene,13,0.4642857142857143,27
188,1-hexene-ethylene,0,0.0,3
342,R-Br-R-SH,0,0.0,12
247,CH2CH(CH2)8COOH-ethylene,9,1.0,8
029,allyl acetate-propylene,0,0.0,3
086,butyl acrylate-ethylene,13,0.8666666666666667,36
394,allyl ethyl ether-ethylene,4,1.0,3
380,allyl chloride-ethylene,12,1.0,20
328,CH2CH(CH2)4Cl-ethylene,0,0.0,12
117,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
128,C-H-R-Br,0,0.0,1
180,allyl trimethoxysilane-ethylene,2,1.0,1
328,N-isopropylacrylamide-ethylene,2,0.6666666666666666,2
248,ethylene-n-butyl vinyl ether,5,0.7142857142857143,10
345,1-hexene-ethylene,5,1.0,6
058,H2-oct-1-ene,0,0.0,6
309,methyl 10-undecenoate-norbonene,0,0.0,21
248,NB-CH2OH-ethylene,6,0.75,15
257,allyl trimethoxysilane-ethylene,3,0.42857142857142855,6
326,ethylene-tert-butyl vinyl ether,0,0.0,1
169,R-BOH2-R-OH,0,0.0,4
395,none-norbonene,6,0.5454545454545454,10
011,allyl ethyl ether-ethylene,0,0.0,3
441,butyl acrylate-ethylene,16,1.0,48
297,none-norbonene,6,0.5454545454545454,10
296,FOA-ethylene,2,0.6666666666666666,2
363,allyl pivalate-ethylene,3,1.0,2
259,butyl vinyl ether-ethylene,22,1.0,40
120,ethylene-isobornyl acrylate,2,1.0,1
432,R-Br-R-SiOMe3,0,0.0,1
385,NB-CH2OH-ethylene,4,1.0,3
270,ethylene-ethylene glycol monoacrylate,7,0.875,15
033,allyl acetate-norbonene,0,0.0,3
283,allyl cyanide-ethylene,3,1.0,2
259,R-BOH2-R-Cl,0,0.0,2
205,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
150,ethyl vinyl ether-ethylene,3,1.0,2
230,allyl ethyl ether-norbonene,0,0.0,6
035,NB-OCOMe-ethylene,0,0.0,1
102,ethylene-methyl methacrylate,7,1.0,10
415,PhI-norbonene,0,0.0,3
377,ethylene-methyl 10-undecenoate,0,0.0,21
417,R-Br-R-C=C,5,1.0,4
288,C-H-R-Br,0,0.0,1
407,allyl butyl ether-ethylene,5,0.5,21
313,allyl ethyl ether-ethylene,3,0.75,3
209,none-propylene,10,0.7142857142857143,13
103,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",3,1.0,2
405,1-hexene-ethylene,4,1.0,3
315,NB-CH2OH-ethylene,6,0.375,39
091,6FA-ethylene,5,0.8333333333333334,9
158,allyl acetate-norbonene,0,0.0,3
