d_node,t_node,common_neighbor,jaccard_coefficient,preferential_attachment,common_neighbor_cluster,number of d in cluster,jaccard_coefficient_cluster,degree_d_cluster,degree_t,preferential_attachment_cluster
382,ethylene-vinyl chloride,2,0.4,4,1,2,0.5,46,4,184
021,ethylene-vinyl chloride,0,0.0,4,0,2,0.0,44,4,176
412,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
280,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,46,4,184
329,ethylene-vinyl chloride,0,0.0,0,1,2,0.5,27,4,108
239,ethylene-vinyl chloride,0,0.0,0,2,2,1.0,53,4,212
378,ethylene-vinyl chloride,2,0.4,4,1,2,0.5,46,4,184
287,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,46,4,184
357,ethylene-vinyl chloride,0,0.0,0,2,2,1.0,53,4,212
452,ethylene-vinyl chloride,0,0.0,0,1,2,0.5,46,4,184
108,ethylene-vinyl chloride,0,0.0,0,0,2,0.0,44,4,176
396,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,46,4,184
131,ethylene-vinyl chloride,4,0.5714285714285714,12,1,2,0.5,51,4,204
225,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
242,ethylene-vinyl chloride,0,0.0,28,1,2,0.5,51,4,204
299,ethylene-vinyl chloride,0,0.0,0,2,2,1.0,53,4,212
432,ethylene-vinyl chloride,0,0.0,0,1,2,0.5,46,4,184
437,ethylene-vinyl chloride,0,0.0,4,1,2,0.5,27,4,108
395,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,46,4,184
073,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
457,ethylene-vinyl chloride,3,0.6,4,1,2,0.5,27,4,108
220,ethylene-vinyl chloride,0,0.0,0,2,2,1.0,53,4,212
278,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,51,4,204
460,ethylene-vinyl chloride,3,0.6,4,1,2,0.5,27,4,108
272,ethylene-vinyl chloride,8,0.8888888888888888,20,0,2,0.0,44,4,176
286,ethylene-vinyl chloride,0,0.0,0,1,2,0.5,51,4,204
289,ethylene-vinyl chloride,0,0.0,0,1,2,0.5,51,4,204
181,ethylene-vinyl chloride,0,0.0,0,2,2,1.0,53,4,212
137,ethylene-vinyl chloride,6,0.8571428571428571,12,1,2,0.5,51,4,204
345,ethylene-vinyl chloride,0,0.0,0,1,2,0.5,46,4,184
260,ethylene-vinyl chloride,0,0.0,12,1,2,0.5,51,4,204
124,ethylene-vinyl chloride,5,0.625,16,1,2,0.5,51,4,204
343,ethylene-vinyl chloride,5,0.8333333333333334,8,1,2,0.5,46,4,184
363,ethylene-vinyl chloride,5,0.8333333333333334,8,1,2,0.5,46,4,184
076,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
354,ethylene-vinyl chloride,0,0.0,0,0,2,0.0,44,4,176
194,ethylene-vinyl chloride,0,0.0,4,1,2,0.5,27,4,108
017,ethylene-vinyl chloride,0,0.0,4,0,2,0.0,44,4,176
082,ethylene-vinyl chloride,4,0.5714285714285714,12,1,2,0.5,51,4,204
326,ethylene-vinyl chloride,2,0.4,4,0,2,0.0,44,4,176
332,ethylene-vinyl chloride,5,0.8333333333333334,8,1,2,0.5,46,4,184
195,ethylene-vinyl chloride,0,0.0,4,1,2,0.5,51,4,204
466,ethylene-vinyl chloride,3,0.6,4,1,2,0.5,51,4,204
249,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,51,4,204
089,ethylene-vinyl chloride,5,0.7142857142857143,12,1,2,0.5,46,4,184
297,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,27,4,108
132,ethylene-vinyl chloride,5,0.5555555555555556,20,1,2,0.5,46,4,184
190,ethylene-vinyl chloride,0,0.0,4,1,2,0.5,46,4,184
095,ethylene-vinyl chloride,0,0.0,0,1,2,0.5,51,4,204
323,ethylene-vinyl chloride,2,0.4,4,0,2,0.0,44,4,176
093,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,51,4,204
100,ethylene-vinyl chloride,7,0.7,24,1,2,0.5,51,4,204
285,ethylene-vinyl chloride,5,0.8333333333333334,8,0,2,0.0,44,4,176
306,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,46,4,184
451,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
254,ethylene-vinyl chloride,5,0.8333333333333334,8,2,2,1.0,53,4,212
387,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
268,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,51,4,204
209,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
221,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
256,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,27,4,108
321,ethylene-vinyl chloride,2,0.4,4,0,2,0.0,44,4,176
319,ethylene-vinyl chloride,2,0.4,4,0,2,0.0,44,4,176
148,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,27,4,108
169,ethylene-vinyl chloride,0,0.0,0,2,2,1.0,53,4,212
235,ethylene-vinyl chloride,0,0.0,0,0,2,0.0,44,4,176
263,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
434,ethylene-vinyl chloride,0,0.0,4,0,2,0.0,44,4,176
227,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
449,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,51,4,204
138,ethylene-vinyl chloride,5,0.8333333333333334,8,1,2,0.5,51,4,204
454,ethylene-vinyl chloride,4,0.8,4,0,2,0.0,44,4,176
358,ethylene-vinyl chloride,2,0.4,4,2,2,1.0,53,4,212
341,ethylene-vinyl chloride,5,0.8333333333333334,8,1,2,0.5,46,4,184
111,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
136,ethylene-vinyl chloride,3,0.6,4,1,2,0.5,46,4,184
277,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,51,4,204
009,ethylene-vinyl chloride,0,0.0,4,1,2,0.5,51,4,204
279,ethylene-vinyl chloride,6,0.5454545454545454,28,0,2,0.0,44,4,176
301,ethylene-vinyl chloride,4,0.8,4,2,2,1.0,53,4,212
426,ethylene-vinyl chloride,0,0.0,0,1,2,0.5,27,4,108
360,ethylene-vinyl chloride,5,0.8333333333333334,8,2,2,1.0,53,4,212
261,ethylene-vinyl chloride,4,0.8,4,1,2,0.5,51,4,204
409,ethylene-vinyl chloride,8,0.8,24,0,2,0.0,44,4,176
401,ethylene-vinyl chloride,6,0.75,16,1,2,0.5,46,4,184
251,ethylene-vinyl chloride,5,0.8333333333333334,8,2,2,1.0,53,4,212
