lig_id,ligand_name,exp_id,ref,substrate_comb,metal,substrate_1,substrate_2,solvent,temperature,"substrate_1_amount (gas: bar, liqu: mmol, solid: g)",substrate_2_amount,base,base_equiv_to_cat,additive,additive_equiv,substrate_ratio,volume_ml,activity_kg_mol,yield,mn,time_hr,incorporatio_ratio,ton
248,c-o-4,984,"Chem. Commun., 2017, 53, 2630--2633",ethylenenone,Pd,ethylene,none,toluene,30,30,none,,,,,,10,44,,12000,1,none,
248,c-o-4,985,"Chem. Commun., 2017, 53, 2630--2633",ethylenenone,Pd,ethylene,none,toluene,30,30,none,,,,,,10,50,,11000,2,none,
248,c-o-4,986,"Chem. Commun., 2017, 53, 2630--2633",ethylenenone,Pd,ethylene,none,toluene,30,30,none,,,,,,10,44,,13000,5,none,
248,c-o-4,987,"Chem. Commun., 2017, 53, 2630--2633",ethylenenone,Pd,ethylene,none,toluene,30,30,none,,,,,,10,34,,11000,10,none,
248,c-o-4,988,"Chem. Commun., 2017, 53, 2630--2633",ethylenenone,Pd,ethylene,none,toluene,50,30,none,,,,,,10,152,,7200,1,none,
248,c-o-4,989,"Chem. Commun., 2017, 53, 2630--2633",ethylenenone,Pd,ethylene,none,toluene,50,30,none,,,,,,10,83,,6500,2,none,
249,c-o-5,990,"Chem. Commun., 2017, 53, 2630--2633",ethylenenone,Pd,ethylene,none,toluene,30,30,none,,,,,,10,29,,19000,2,none,
250,c-o-6,991,"Chem. Commun., 2017, 53, 2630--2633",ethylenenone,Pd,ethylene,none,toluene,30,30,none,,,,,,10,0,,0,2,none,
248,c-o-4,992,"Chem. Commun., 2017, 53, 2630--2633",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,30,30,18,,,,,,10,13,,9400,3,0.15,
248,c-o-4,993,"Chem. Commun., 2017, 53, 2630--2633",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,30,30,46,,,,,,10,4.5,,7400,3,0.58,
248,c-o-4,994,"Chem. Commun., 2017, 53, 2630--2633",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,30,30,22,,,,,,10,4.8,,7000,3,0.27,
248,c-o-4,995,"Chem. Commun., 2017, 53, 2630--2633",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,30,30,22,,,,,,10,1.7,,4800,3,0.61,
248,c-o-4,996,"Chem. Commun., 2017, 53, 2630--2633",ethyleneallyl chloride,Pd,ethylene,allyl chloride,toluene,30,30,25,,,,,,10,4.7,,8100,3,0.19,
248,c-o-4,997,"Chem. Commun., 2017, 53, 2630--2633",ethyleneallyl chloride,Pd,ethylene,allyl chloride,toluene,30,30,25,,,,,,10,2.5,,6800,3,0.47,
248,c-o-4,998,"Chem. Commun., 2017, 53, 2630--2633",ethylenevinyl acetate,Pd,ethylene,vinyl acetate,toluene,30,30,54,,,,,,10,2.5,,6900,3,0,
187,p-o-54,999,"Organometallics 2011, 30 6049-6052",ethylenenone,Pd,ethylene,none,toluene,80,5,none,,,,,,15,0.74,,4100,5,none,
38,p-o-2,1000,"Organometallics 2011, 30 6049-6052",ethylenenone,Pd,ethylene,none,toluene,80,5,none,,,,,,15,0.6,,4900,5,none,
187,p-o-54,1001,"JACS 2014, 136, 11898-11901",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,100,641,,9900,1,none,
251,p-o-66,1002,"JACS 2014, 136, 11898-11901",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,100,1860,,6700,1,none,
252,p-o-67,1003,"JACS 2014, 136, 11898-11901",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,100,1150,,6200,1,none,
253,p-o-68,1004,"JACS 2014, 136, 11898-11901",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,100,125,,33000,1,none,
254,p-o-69,1005,"JACS 2014, 136, 11898-11901",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,100,200,,72000,1,none,
255,p-o-70,1006,"JACS 2014, 136, 11898-11901",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,100,205,,169000,1,none,
187,p-o-54,1007,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,70,,,,,,15,10,,7800,3,1.9,
251,p-o-66,1008,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,70,,,,,,15,12,,5200,3,0.6,
252,p-o-67,1009,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,70,,,,,,15,10,,10300,3,1.8,
253,p-o-68,1010,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,70,,,,,,15,12,,17000,3,1.5,
254,p-o-69,1011,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,70,,,,,,15,12,,29000,3,1.1,
255,p-o-70,1012,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,70,,,,,,15,55,,177000,3,0.6,
255,p-o-70,1013,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,100,30,70,,,,,,15,35,,47000,3,2.5,
255,p-o-70,1014,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,21,70,,,,,,15,37,,86000,3,2.2,
255,p-o-70,1015,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,100,10,70,,,,,,15,16,,36000,3,5.1,
255,p-o-70,1016,"JACS 2014, 136, 11898-11901",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,100,10,111,,,,,,15,2.3,,17000,13,7.8,
255,p-o-70,1017,"JACS 2014, 136, 11898-11901",ethyleneallyl chloride,Pd,ethylene,allyl chloride,toluene,80,30,37,,,,,,15,2.2,,33000,16,0.6,
255,p-o-70,1018,"JACS 2014, 136, 11898-11901",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,83,,,,,,15,67,,72000,3,1.4,
255,p-o-70,1019,"JACS 2014, 136, 11898-11901",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,20,83,,,,,,15,29,,40000,3,3,
255,p-o-70,1020,"JACS 2014, 136, 11898-11901",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,10,83,,,,,,15,15,,8500,3,8.3,
255,p-o-70,1021,"JACS 2014, 136, 11898-11901",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,10,33,,,,,,15,1.6,,6100,15,11,
255,p-o-70,1022,"JACS 2014, 136, 11898-11901",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,80,30,58,,,,,,15,54,,15000,3,1.1,
255,p-o-70,1023,"JACS 2014, 136, 11898-11901",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,100,10,23,,,,,,15,8.6,,11000,15,7.7,
255,p-o-70,1024,"JACS 2014, 136, 11898-11901",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,80,30,115,,,,,,15,2,,14000,15,0.7,
255,p-o-70,1025,"JACS 2014, 136, 11898-11901",ethylenevinyl acetate,Pd,ethylene,vinyl acetate,toluene,80,30,33,,,,,,15,2.3,,4800,15,1.3,
256,p-o-71,1026,"ACS Catal.  2016, 6, 6101-6113",ethylenenone,Pd,ethylene,none,toluene,85,21,none,,,,,,100,1040,,230000,1,none,
186,p-o-53,1027,"ACS Catal.  2016, 6, 6101-6113",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,100,533,,5000,1,none,
186,p-o-53,1028,"ACS Catal.  2016, 6, 6101-6113",ethylenenone,Pd,ethylene,none,toluene,80,10,none,,,,,,100,167,,5100,1,none,
257,c-o-7,1029,"ACS Catal. 2020, 10, 5443-5453",ethylenenone,Pd,ethylene,none,toluene,80,4,none,,,,,,20,27,,31000,1,none,
257,c-o-7,1030,"ACS Catal. 2020, 10, 5443-5453",ethylenenone,Pd,ethylene,none,toluene,100,40,none,,,,,,20,220,,237000,1,none,
257,c-o-7,1031,"ACS Catal. 2020, 10, 5443-5453",ethylenenone,Pd,ethylene,none,toluene,120,40,none,,,,,,20,126,,158000,1,none,
258,c-o-8,1032,"ACS Catal. 2020, 10, 5443-5453",ethylenenone,Pd,ethylene,none,toluene,100,40,none,,,,,,20,184,,212000,1,none,
258,c-o-8,1033,"ACS Catal. 2020, 10, 5443-5453",ethylenenone,Pd,ethylene,none,toluene,100,40,none,,,,,,20,347,,151000,0.5,none,
258,c-o-8,1034,"ACS Catal. 2020, 10, 5443-5453",ethylenenone,Pd,ethylene,none,toluene,100,40,none,,,,,,20,102,,194000,2,none,
258,c-o-8,1035,"ACS Catal. 2020, 10, 5443-5453",ethylenenone,Pd,ethylene,none,toluene,120,40,none,,,,,,20,109,,110000,1,none,
258,c-o-8,1036,"ACS Catal. 2020, 10, 5443-5453",ethylenenone,Pd,ethylene,none,toluene,100,40,none,,,,,,20,0,,0,1,none,
257,c-o-7,1037,"ACS Catal. 2020, 10, 5443-5453",propylenenone,Pd,propylene,none,toluene,80,120,none,,,,,,20,36,,36000,1,none,
257,c-o-7,1038,"ACS Catal. 2020, 10, 5443-5453",propylenenone,Pd,propylene,none,toluene,100,120,none,,,,,,20,19,,62000,3,none,
257,c-o-7,1039,"ACS Catal. 2020, 10, 5443-5453",propylenenone,Pd,propylene,none,toluene,120,120,none,,,,,,20,9.6,,35000,3,none,
258,c-o-8,1040,"ACS Catal. 2020, 10, 5443-5453",propylenenone,Pd,propylene,none,toluene,100,120,none,,,,,,20,13,,32000,3,none,
257,c-o-7,1041,"ACS Catal. 2020, 10, 5443-5453",ethyleneallyl chloride,Pd,ethylene,allyl chloride,toluene,100,40,5,,,,,,20,1.8,,5400,3,3,
257,c-o-7,1042,"ACS Catal. 2020, 10, 5443-5453",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,100,40,9,,,,,,20,2.4,,8300,3,2.7,
257,c-o-7,1043,"ACS Catal. 2020, 10, 5443-5453",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,40,2,,,,,,20,3.2,,9900,3,2.4,
258,c-o-8,1044,"ACS Catal. 2020, 10, 5443-5453",ethyleneallyl chloride,Pd,ethylene,allyl chloride,toluene,100,40,5,,,,,,20,2.6,,8400,3,2.9,
258,c-o-8,1045,"ACS Catal. 2020, 10, 5443-5453",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,100,40,9,,,,,,20,2.6,,9500,3,2,
258,c-o-8,1046,"ACS Catal. 2020, 10, 5443-5453",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,40,2,,,,,,20,4,,14000,3,2.3,
258,c-o-8,1047,"ACS Catal. 2020, 10, 5443-5453",ethylenetert-butyl acrylate,Pd,ethylene,tert-butyl acrylate,toluene,100,40,3,,,,,,20,3.2,,9900,3,1.2,
258,c-o-8,1048,"ACS Catal. 2020, 10, 5443-5453",ethyleneallyl ethyl ether,Pd,ethylene,allyl ethyl ether,toluene,100,40,4,,,,,,20,4.4,,13000,3,0.2,
258,c-o-8,1049,"ACS Catal. 2020, 10, 5443-5453",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,100,40,7.8,,,,,,20,9.5,,27000,3,0,
258,c-o-8,1050,"ACS Catal. 2020, 10, 5443-5453",ethylenevinyl acetate,Pd,ethylene,vinyl acetate,toluene,100,40,11,,,,,,20,3.1,,12000,3,0,
257,c-o-7,1051,"ACS Catal. 2020, 10, 5443-5453",ethylenemethyl methacrylate,Pd,ethylene,methyl methacrylate,toluene,120,20,38,,,,,,8,0.31,,3700,15,1.4,
258,c-o-8,1052,"ACS Catal. 2020, 10, 5443-5453",ethylenemethyl methacrylate,Pd,ethylene,methyl methacrylate,toluene,120,20,38,,,,,,8,0.22,,3300,15,1.5,
122,c-o-1,1053,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenenone,Pd,ethylene,none,toluene,80,4,none,,,,,,20,33,,26000,1,none,
122,c-o-1,1054,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenenone,Pd,ethylene,none,toluene,100,4,none,,,,,,20,691,,76000,1,none,
122,c-o-1,1055,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenenone,Pd,ethylene,none,toluene,120,4,none,,,,,,20,451,,80000,1,none,
259,c-o-9,1056,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenenone,Pd,ethylene,none,toluene,100,4,none,,,,,,20,55,,19000,2,none,
260,c-o-10,1057,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenenone,Pd,ethylene,none,toluene,100,4,none,,,,,,20,1310,,51000,1,none,
122,c-o-1,1058,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propylenenone,Pd,propylene,none,toluene,80,238,none,,,,,,20,10,,16000,3,none,
122,c-o-1,1059,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propylenenone,Pd,propylene,none,toluene,100,238,none,,,,,,20,34,,16000,3,none,
122,c-o-1,1060,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propylenenone,Pd,propylene,none,toluene,120,238,none,,,,,,20,23,,11000,3,none,
259,c-o-9,1061,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propylenenone,Pd,propylene,none,toluene,100,238,none,,,,,,20,3.6,,2100,3,none,
260,c-o-10,1062,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propylenenone,Pd,propylene,none,toluene,100,238,none,,,,,,20,52,,18000,3,none,
122,c-o-1,1063,"J. Am. Chem. Soc. 2015, 137, 10934−10937",1-butenenone,Pd,1-butene,none,toluene,100,89,none,,,,,,20,9,,,3,none,
260,c-o-10,1064,"J. Am. Chem. Soc. 2015, 137, 10934−10937",1-butenenone,Pd,1-butene,none,toluene,100,89,none,,,,,,20,6,,,3,none,
122,c-o-1,1065,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,100,4,9,,,,,,20,4.5,,7400,3,1.4,
122,c-o-1,1066,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethyleneallyl pivalate,Pd,ethylene,allyl pivalate,toluene,100,4,13,,,,,,20,5.2,,5000,3,1.1,
122,c-o-1,1067,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethyleneallyl chloride,Pd,ethylene,allyl chloride,toluene,100,4,5,,,,,,20,1.3,,4000,3,0.5,
122,c-o-1,1068,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,4,2,,,,,,20,10.6,,1700,3,0.8,
122,c-o-1,1069,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenetert-butyl acrylate,Pd,ethylene,tert-butyl acrylate,toluene,100,4,3,,,,,,20,7.2,,2300,3,0.7,
122,c-o-1,1070,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,120,4,3,,,,,,20,0,,0,48,0,
122,c-o-1,1071,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenevinyl acetate,Pd,ethylene,vinyl acetate,toluene,100,4,11,,,,,,20,6.3,,11000,3,< 0.1,
122,c-o-1,1072,"J. Am. Chem. Soc. 2015, 137, 10934−10937",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,100,4,8,,,,,,20,10.8,,23000,3,< 0.1,
122,c-o-1,1073,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propyleneallyl acetate,Pd,propylene,allyl acetate,toluene,100,238,0.9,,,,,,20,1.3,,3900,6,2,
260,c-o-10,1074,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propyleneallyl acetate,Pd,propylene,allyl acetate,toluene,100,238,0.9,,,,,,20,2.8,,11000,6,0.9,
122,c-o-1,1075,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propyleneallyl pivalate,Pd,propylene,allyl pivalate,toluene,100,238,0.6,,,,,,20,2,,7700,6,1.2,
260,c-o-10,1076,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propyleneallyl pivalate,Pd,propylene,allyl pivalate,toluene,100,238,0.6,,,,,,20,5.4,,13000,6,0.5,
122,c-o-1,1077,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propylenemethyl acrylate,Pd,propylene,methyl acrylate,toluene,100,238,0.11,,,,,,20,0.69,,3000,6,1.5,
122,c-o-1,1078,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propylenemethyl acrylate,Pd,propylene,methyl acrylate,toluene,100,238,0.056,,,,,,20,2,,5400,6,0.6,
260,c-o-10,1079,"J. Am. Chem. Soc. 2015, 137, 10934−10937",propylenemethyl acrylate,Pd,propylene,methyl acrylate,toluene,100,238,0.056,,,,,,20,0.74,,3000,6,1.1,
261,p-o-72,1080,"ACS Macro Lett. 2018, 7, 305−311",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,930,,2900,1,none,
262,p-o-73,1081,"ACS Macro Lett. 2018, 7, 305−311",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,790,,2300,1,none,
263,p-o-74,1082,"ACS Macro Lett. 2018, 7, 305−311",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,130,,1500,1,none,
101,p-o-27,1083,"ACS Macro Lett. 2018, 7, 305−311",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,160,,24000,1,none,
100,p-o-26,1084,"ACS Macro Lett. 2018, 7, 305−311",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,890,,24000,1,none,
266,p-o-75,1085,"ACS Macro Lett. 2018, 7, 305−311",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,2000,,29000,1,none,
266,p-o-75,1086,"ACS Macro Lett. 2018, 7, 305−311",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,28,,,,,,,5.3,,36000,3,0.4,
266,p-o-75,1087,"ACS Macro Lett. 2018, 7, 305−311",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,100,30,111,,,,,,,2.6,,9500,3,2.1,
266,p-o-75,1088,"ACS Macro Lett. 2018, 7, 305−311",ethylenevinyl acetate,Pd,ethylene,vinyl acetate,toluene,80,30,130,,,,,,,2.6,,4400,3,0.7,
266,p-o-75,1089,"ACS Macro Lett. 2018, 7, 305−311",ethylenevinyl acetate,Pd,ethylene,vinyl acetate,toluene,100,30,130,,,,,,,3.1,,3100,3,0.7,
266,p-o-75,1090,"ACS Macro Lett. 2018, 7, 305−311",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,80,30,23,,,,,,,6.4,,8000,3,0.8,
266,p-o-75,1091,"ACS Macro Lett. 2018, 7, 305−311",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,100,30,93,,,,,,,2.5,,9000,3,1.6,
266,p-o-75,1092,"ACS Macro Lett. 2018, 7, 305−311",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,80,30,46,,,,,,,6.4,,3700,3,0,
266,p-o-75,1093,"ACS Macro Lett. 2018, 7, 305−311",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,100,30,183,,,,,,,0.7,,1000,3,1,
266,p-o-75,1094,"ACS Macro Lett. 2018, 7, 305−311",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,20,,12000,3,0.5,
266,p-o-75,1095,"ACS Macro Lett. 2018, 7, 305−311",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,30,132,,,,,,,3.1,,15000,3,1.6,
100,p-o-26,1096,"ACS Macro Lett. 2018, 7, 305−311",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,9,,,,,,,0.6,,10000,3,1.4,
100,p-o-26,1097,"ACS Macro Lett. 2018, 7, 305−311",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,19,,,,,,,0.4,,7400,3,2.7,
100,p-o-26,1098,"ACS Macro Lett. 2018, 7, 305−311",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,28,,,,,,,0.4,,6300,3,3.2,
100,p-o-26,1099,"ACS Macro Lett. 2018, 7, 305−311",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,46,,,,,,,0.3,,2400,3,5.7,
100,p-o-26,1100,"ACS Macro Lett. 2018, 7, 305−311",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,70,,,,,,,0.2,,1500,3,8.6,
100,p-o-26,1101,"ACS Macro Lett. 2018, 7, 305−311",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,111,,,,,,,0.1,,500,3,12,
100,p-o-26,1102,"ACS Macro Lett. 2018, 7, 305−311",ethylenevinyl acetate,Pd,ethylene,vinyl acetate,toluene,80,30,130,,,,,,,0.8,,1200,3,2.7,
100,p-o-26,1103,"ACS Macro Lett. 2018, 7, 305−311",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,80,30,46,,,,,,,1.8,,3100,3,0.3,
100,p-o-26,1104,"ACS Macro Lett. 2018, 7, 305−311",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,0.2,,900,3,7.2,
100,p-o-26,1105,"ACS Macro Lett. 2018, 7, 305−311",ethylenemethyl methacrylate,Pd,ethylene,methyl methacrylate,toluene,100,20,28,,,,,,,5.9,,10000,2,0.1,
100,p-o-26,1106,"ACS Macro Lett. 2018, 7, 305−311",ethylenemethyl methacrylate,Pd,ethylene,methyl methacrylate,toluene,100,20,113,,,,,,,2.7,,7300,2,0.2,
100,p-o-26,1107,"ACS Macro Lett. 2018, 7, 305−311",ethylenemethyl methacrylate,Pd,ethylene,methyl methacrylate,toluene,100,10,141,,,,,,,0.6,,2200,1,0.6,
267,p-o-76,1108,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,2700,,31000,1,none,
268,p-o-77,1109,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,130,,17000,1,none,
269,p-o-78,1110,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,2300,,12000,1,none,
270,p-o-79,1111,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,1100,,21000,1,none,
267,p-o-76,1112,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,2800,,29000,1,none,
269,p-o-78,1113,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,1900,,10000,1,none,
270,p-o-79,1114,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,2200,,14000,1,none,
271,p-o-80,1115,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,2300,,10000,1,none,
272,p-o-81,1116,"Chem. Sci., 2016, 7, 737–744",ethylenenone,Pd,ethylene,none,toluene,100,30,none,,,,,,,1600,,9300,1,none,
267,p-o-76,1117,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,0.2,,1600,15,2.5,
268,p-o-77,1118,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,0,,0,15,0,
269,p-o-78,1119,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,4.1,,33000,15,2.3,
270,p-o-79,1120,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,5.9,,14000,15,0.9,
267,p-o-76,1121,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,0.1,,0,15,3.3,
269,p-o-78,1122,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,2.7,,24000,15,3.4,
270,p-o-79,1123,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,9.1,,17000,15,1,
271,p-o-80,1124,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,33,,17000,15,0.9,
271,p-o-80,1125,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,41,,18000,1,1.2,
272,p-o-81,1126,"Chem. Sci., 2016, 7, 737–744",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,30,33,,,,,,,540,,6900,1,0.5,
269,p-o-78,1127,"Chem. Sci., 2016, 7, 737–744",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,27.8,,,,,,,2.9,,5100,12,0.9,
270,p-o-79,1128,"Chem. Sci., 2016, 7, 737–744",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,27.8,,,,,,,6.3,,6400,8,0.8,
272,p-o-81,1129,"Chem. Sci., 2016, 7, 737–744",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,30,27.8,,,,,,,38,,5200,8,0.6,
269,p-o-78,1130,"Chem. Sci., 2016, 7, 737–744",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,80,30,39,,,,,,,0.8,,5700,26,0.7,
270,p-o-79,1131,"Chem. Sci., 2016, 7, 737–744",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,80,30,39,,,,,,,15,,18000,20,0,
272,p-o-81,1132,"Chem. Sci., 2016, 7, 737–744",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,80,30,39,,,,,,,9.8,,11000,20,0.1,
269,p-o-78,1133,"Chem. Sci., 2016, 7, 737–744",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,100,30,38,,,,,,,0.2,,1900,72,2.4,
270,p-o-79,1134,"Chem. Sci., 2016, 7, 737–744",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,100,30,38,,,,,,,0.1,,400,72,0,
272,p-o-81,1135,"Chem. Sci., 2016, 7, 737–744",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,100,30,38,,,,,,,0,,0,72,0,
273,p-o-82,1136,"JACS 2012, 134, 8802-8805",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,,63,,0.8,3,none,
274,p-o-83,1137,"JACS 2012, 134, 8802-8805",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,,36,,16,3,none,
275,p-o-84,1138,"JACS 2012, 134, 8802-8805",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,,130,,0.9,1,none,
267,p-o-76,1139,"JACS 2012, 134, 8802-8805",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,,340,,39,1,none,
267,p-o-76,1140,"JACS 2012, 134, 8802-8805",ethylenenone,Pd,ethylene,none,toluene,80,30,none,,,,,,,180,,12,1,none,
