lig_id,ligand_name,exp_id,ref,substrate_comb,metal,substrate_1,substrate_2,solvent,temperature,"substrate_1_amount (gas: bar, liqu: mmol, solid: g)",substrate_2_amount,base,base_equiv_to_cat,additive,additive_equiv,substrate_ratio,volume_ml,activity_kg_mol,yield,mn,time_hr,incorporatio_ratio,ton
109,p-o-35,339,"Organometallics 2017, 36, 12, 2338–2344",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,,0,,0,1,none,
110,p-o-36,340,"Organometallics 2017, 36, 12, 2338–2344",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,,180,,1400,1,none,
111,p-o-37,341,"Organometallics 2017, 36, 12, 2338–2344",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,,360,,5400,1,none,
112,p-o-38,342,"Organometallics 2017, 36, 12, 2338–2344",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,,0,,0,1,none,
109,p-o-35,343,"Organometallics 2017, 36, 12, 2338–2344",ethylenenone,Ni,ethylene,none,toluene,25,8.106,none,,,,,,,7,,1300,1,none,
110,p-o-36,344,"Organometallics 2017, 36, 12, 2338–2344",ethylenenone,Ni,ethylene,none,toluene,25,8.106,none,,,,,,,140,,1500,1,none,
111,p-o-37,345,"Organometallics 2017, 36, 12, 2338–2344",ethylenenone,Ni,ethylene,none,toluene,25,8.106,none,,,,,,,120,,9900,1,none,
112,p-o-38,346,"Organometallics 2017, 36, 12, 2338–2344",ethylenenone,Ni,ethylene,none,toluene,25,8.106,none,,,,,,,0,,0,1,none,
116,n-n-7,347,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,7210,,0,0.5,none,
116,n-n-7,348,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,8940,,618000,0.5,none,
116,n-n-7,349,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,9320,,699000,0.5,none,
116,n-n-7,350,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,6340,,762000,0.5,none,
116,n-n-7,351,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,4080,,813000,0.5,none,
116,n-n-7,352,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,40,10.1325,none,,,,,,100,5410,,563000,0.5,none,
116,n-n-7,353,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,60,10.1325,none,,,,,,100,4370,,367000,0.5,none,
116,n-n-7,354,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,50,10.1325,none,,,,,,100,4900,,353000,0.5,none,
113,n-n-4,355,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,9230,,674000,0.5,none,
114,n-n-5,356,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,7730,,677000,0.5,none,
115,n-n-6,357,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,9390,,745000,0.5,none,
117,n-n-8,358,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,1890,,744000,0.5,none,
116,n-n-7,359,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,10600,,576000,0.5,none,
116,n-n-7,360,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,10200,,584000,0.5,none,
116,n-n-7,361,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,9600,,602000,0.5,none,
116,n-n-7,362,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,6100,,885000,0.5,none,
116,n-n-7,363,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,9280,,543000,0.5,none,
116,n-n-7,364,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,10700,,555000,0.5,none,
116,n-n-7,365,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,10800,,597000,0.5,none,
116,n-n-7,366,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,10600,,608000,0.5,none,
116,n-n-7,367,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,9880,,674000,0.5,none,
116,n-n-7,368,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,9830,,743000,0.5,none,
116,n-n-7,369,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,40,10.1325,none,,,,,,100,6360,,462000,0.5,none,
116,n-n-7,370,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,60,10.1325,none,,,,,,100,4480,,298000,0.5,none,
116,n-n-7,371,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,50,10.1325,none,,,,,,100,4810,,468000,0.5,none,
113,n-n-4,372,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,9950,,472000,0.5,none,
114,n-n-5,373,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,6880,,687000,0.5,none,
115,n-n-6,374,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,10900,,942000,0.5,none,
117,n-n-8,375,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,8530,,774000,0.5,none,
116,n-n-7,376,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,13000,,563000,0.5,none,
116,n-n-7,377,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,11800,,569000,0.5,none,
116,n-n-7,378,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,10900,,581000,0.5,none,
116,n-n-7,379,"Organometallics 2011, 30, 2418–2424",ethylenenone,Ni,ethylene,none,toluene,20,10.1325,none,,,,,,100,6650,,795000,0.5,none,
118,p-n-1,380,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,48,,7000,1,none,
118,p-n-1,381,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,62,,8900,1,none,
118,p-n-1,382,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,76,,11500,1,none,
118,p-n-1,383,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,86,,13600,1,none,
118,p-n-1,384,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,80,,10800,1,none,
118,p-n-1,385,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,101,,15700,1,none,
118,p-n-1,386,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,96,,15800,1,none,
118,p-n-1,387,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,108,,16600,1,none,
118,p-n-1,388,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,164,,11100,1,none,
118,p-n-1,389,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,115,,8600,1,none,
119,p-n-2,390,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,117,,21300,1,none,
119,p-n-2,391,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,190,,12200,1,none,
119,p-n-2,392,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,134,,98000,1,none,
120,p-n-3,393,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,42,,7000,1,none,
120,p-n-3,394,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,78,,3900,1,none,
120,p-n-3,395,Appl Organometal Chem. 2020; 34:e5428.,ethylenenone,Ni,ethylene,none,toluene,23,8.106,none,,,,,,30,0,,0,1,none,
121,p-p-23,396,Journal of Organometallic Chemistry 689 (2004) 833–839,ethylenenone,Ni,ethylene,none,thf,25,4,none,,,,,,20,1.15,,3162,24,none,
121,p-p-23,397,Journal of Organometallic Chemistry 689 (2004) 833–839,ethylenenone,Ni,ethylene,none,dcm,25,4,none,,,,,,20,2.683,,10126,24,none,
121,p-p-23,398,Journal of Organometallic Chemistry 689 (2004) 833–839,ethylenenone,Ni,ethylene,none,thf,40,4,none,,,,,,20,0.612,,1359,24,none,
121,p-p-23,399,Journal of Organometallic Chemistry 689 (2004) 833–839,ethylenenone,Ni,ethylene,none,dcm,40,4,none,,,,,,20,0.347,,1734,24,none,
31,p-p-10,400,Journal of Organometallic Chemistry 689 (2004) 833–839,ethylenenone,Ni,ethylene,none,thf,40,4,none,,,,,,20,0.178,,1230,24,none,
31,p-p-10,401,Journal of Organometallic Chemistry 689 (2004) 833–839,ethylenenone,Ni,ethylene,none,dcm,40,4,none,,,,,,20,0.35,,1080,24,none,
32,p-p-11,402,Journal of Organometallic Chemistry 689 (2004) 833–839,ethylenenone,Ni,ethylene,none,thf,40,4,none,,,,,,20,0,,78,24,none,
32,p-p-11,403,Journal of Organometallic Chemistry 689 (2004) 833–839,ethylenenone,Ni,ethylene,none,dcm,40,4,none,,,,,,20,0,,79,24,none,
122,c-o-1,404,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenenone,Ni,ethylene,none,toluene,100,40,none,,,,,,7.5,240,,2600,0.5,none,
123,c-o-2,405,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenenone,Ni,ethylene,none,toluene,100,40,none,,,,,,7.5,320,,6900,0.5,none,
124,c-o-3,406,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenenone,Ni,ethylene,none,toluene,100,40,none,,,,,,7.5,720,,16000,0.5,none,
124,c-o-3,407,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenenone,Ni,ethylene,none,toluene,80,40,none,,,,,,7.5,630,,16000,0.5,none,
124,c-o-3,408,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenenone,Ni,ethylene,none,toluene,50,40,none,,,,,,7.5,340,,39000,0.5,none,
124,c-o-3,409,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenenone,Ni,ethylene,none,toluene,30,40,none,,,,,,7.5,0,,0,0.5,none,
124,c-o-3,410,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenenone,Ni,ethylene,none,toluene,50,40,none,,,,,,7.5,1190,,54000,0.5,none,
124,c-o-3,411,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenenone,Ni,ethylene,none,toluene,30,40,none,,,,,,7.5,1000,,84000,0.5,none,
122,c-o-1,412,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,60,30,0,,,,,,8,0.5,,630,15,0.49,
122,c-o-1,413,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,60,30,0,,,,,,8,0.16,,1500,15,0.83,
123,c-o-2,414,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,60,30,0,,,,,,8,0.13,,4500,15,0.72,
124,c-o-3,415,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,60,30,0,,,,,,8,0.44,,8500,15,0.2,
122,c-o-1,416,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenediallyl ether,Ni,ethylene,diallyl ether,toluene,60,30,0,,,,,,8,0.87,,2800,15,1.9,
124,c-o-3,417,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenediallyl ether,Ni,ethylene,diallyl ether,toluene,60,30,0,,,,,,8,0.97,,14000,15,0.98,
122,c-o-1,418,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethyleneallyl ethyl ether,Ni,ethylene,allyl ethyl ether,toluene,60,30,0,,,,,,8,0.88,,1200,15,0.68,
124,c-o-3,419,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethyleneallyl ethyl ether,Ni,ethylene,allyl ethyl ether,toluene,60,30,0,,,,,,8,2.1,,10000,15,0.39,
122,c-o-1,420,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,60,30,0,,,,,,8,0,,0,15,0,
122,c-o-1,421,"Angew.Chem.Int.Ed.2016,55,2835–2839",ethyleneacrylonitrile,Ni,ethylene,acrylonitrile,toluene,60,30,0,,,,,,8,0,,0,15,0,
125,p-p-24,422,"Organometallics 2012, 31, 207−224",ethylenenone,Ni,ethylene,none,diethyl ether,40,1,none,,,,,,5,5.6,,167917,6,none,
126,p-p-25,423,"Organometallics 2012, 31, 207−224",ethylenenone,Ni,ethylene,none,diethyl ether,40,1,none,,,,,,5,22,,12303,3,none,
127,p-p-26,424,"Organometallics 2012, 31, 207−224",ethylenenone,Ni,ethylene,none,diethyl ether,40,1,none,,,,,,5,5.1,,30260,3,none,
128,p-p-27,425,"Organometallics 2012, 31, 207−224",ethylenenone,Ni,ethylene,none,diethyl ether,40,1,none,,,,,,5,11.6,,26177,2,none,
129,p-p-28,426,"Organometallics 2012, 31, 207−224",ethylenenone,Ni,ethylene,none,diethyl ether,40,1,none,,,,,,5,7.8,,10825,3.5,none,
130,n-n-9,427,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,30,13.7895,none,,,,,,200,41.76,,320000,0.0833,none,
130,n-n-9,428,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,30,13.7895,none,,,,,,200,40.2,,288000,0.1667,none,
130,n-n-9,429,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,30,13.7895,none,,,,,,200,37,,294000,0.25,none,
130,n-n-9,430,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,50,13.7895,none,,,,,,200,38.4,,248000,0.0833,none,
130,n-n-9,431,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,50,13.7895,none,,,,,,200,41.1,,652000,0.1667,none,
130,n-n-9,432,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,50,13.7895,none,,,,,,200,36,,342000,0.25,none,
130,n-n-9,433,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,70,13.7895,none,,,,,,200,37.32,,323000,0.0833,none,
130,n-n-9,434,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,70,13.7895,none,,,,,,200,36.6,,619000,0.1667,none,
130,n-n-9,435,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,70,13.7895,none,,,,,,200,29.4,,429000,0.25,none,
130,n-n-9,436,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,90,13.7895,none,,,,,,200,30,,252000,0.0833,none,
130,n-n-9,437,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,90,13.7895,none,,,,,,200,28.2,,462000,0.1667,none,
130,n-n-9,438,"Angew.Chem.Int.Ed.2004,43,1821–1825",ethylenenone,Ni,ethylene,none,toluene,90,13.7895,none,,,,,,200,18.48,,292000,0.25,none,
131,p-n-4,439,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,560,,295000,0.25,none,
131,p-n-4,440,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,960,,102000,0.25,none,
131,p-n-4,441,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,1520,,139000,0.25,none,
131,p-n-4,442,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,1440,,158000,0.25,none,
131,p-n-4,443,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,0,20,none,,,,,,10,880,,511000,0.25,none,
131,p-n-4,444,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,20,20,none,,,,,,10,1160,,629000,0.25,none,
131,p-n-4,445,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,60,20,none,,,,,,10,1440,,663000,0.25,none,
131,p-n-4,446,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,80,20,none,,,,,,10,1200,,207000,0.25,none,
131,p-n-4,447,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,360,,99000,0.25,none,
131,p-n-4,448,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,0,,0,0.25,none,
132,p-n-5,449,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,3200,,1070000,0.25,none,
132,p-n-5,450,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,80,20,none,,,,,,10,3120,,0,0.25,none,
133,p-n-6,451,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,3760,,1600000,0.25,none,
133,p-n-6,452,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,80,20,none,,,,,,10,3880,,0,0.25,none,
134,p-n-7,453,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,720,,1210000,0.25,none,
135,p-n-8,454,"Macromolecules 2022, 55, 9, 3513–3521",norbonenenone,Ni,norbonene,none,toluene,40,20,none,,,,,,10,1040,,1430000,0.25,none,
131,p-n-4,455,"Macromolecules 2022, 55, 9, 3513–3521",norbonenemethyl acrylate,Ni,norbonene,methyl acrylate,toluene,40,20,0,,,,,,10,276,,7400,0.5,6.18,
131,p-n-4,456,"Macromolecules 2022, 55, 9, 3513–3521",norbonenemethyl acrylate,Ni,norbonene,methyl acrylate,toluene,40,20,0,,,,,,10,280,,7200,0.5,6.47,
132,p-n-5,457,"Macromolecules 2022, 55, 9, 3513–3521",norbonenemethyl acrylate,Ni,norbonene,methyl acrylate,toluene,40,20,0,,,,,,10,84,,25100,0.5,2.64,
133,p-n-6,458,"Macromolecules 2022, 55, 9, 3513–3521",norbonenemethyl acrylate,Ni,norbonene,methyl acrylate,toluene,40,20,0,,,,,,10,60,,62000,0.5,2.81,
134,p-n-7,459,"Macromolecules 2022, 55, 9, 3513–3521",norbonenemethyl acrylate,Ni,norbonene,methyl acrylate,toluene,40,20,0,,,,,,10,0,,0,0.5,0,
135,p-n-8,460,"Macromolecules 2022, 55, 9, 3513–3521",norbonenemethyl acrylate,Ni,norbonene,methyl acrylate,toluene,40,20,0,,,,,,10,44,,39900,0.5,2.39,
131,p-n-4,461,"Macromolecules 2022, 55, 9, 3513–3521",ethylenenone,Ni,ethylene,none,toluene,40,20,none,,,,,,30,660,,0,0.166666667,none,
132,p-n-5,462,"Macromolecules 2022, 55, 9, 3513–3521",ethylenenone,Ni,ethylene,none,toluene,40,20,none,,,,,,30,264,,9180,0.166666667,none,
132,p-n-5,463,"Macromolecules 2022, 55, 9, 3513–3521",ethylenenone,Ni,ethylene,none,toluene,60,20,none,,,,,,30,120,,7070,0.166666667,none,
133,p-n-6,464,"Macromolecules 2022, 55, 9, 3513–3521",ethylenenone,Ni,ethylene,none,toluene,40,20,none,,,,,,30,24,,5610,0.166666667,none,
133,p-n-6,465,"Macromolecules 2022, 55, 9, 3513–3521",ethylenenone,Ni,ethylene,none,toluene,60,20,none,,,,,,30,36,,4190,0.166666667,none,
133,p-n-6,466,"Macromolecules 2022, 55, 9, 3513–3521",ethylenenone,Ni,ethylene,none,toluene,80,20,none,,,,,,30,72,,2370,0.166666667,none,
134,p-n-7,467,"Macromolecules 2022, 55, 9, 3513–3521",ethylenenone,Ni,ethylene,none,toluene,40,20,none,,,,,,30,216,,1590,0.166666667,none,
135,p-n-8,468,"Macromolecules 2022, 55, 9, 3513–3521",ethylenenone,Ni,ethylene,none,toluene,40,20,none,,,,,,30,300,,3760,0.166666667,none,
132,p-n-5,469,"Macromolecules 2022, 55, 9, 3513–3521",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,40,20,5,,,,,,30,63.2,,53800,0.5,0.12,
132,p-n-5,470,"Macromolecules 2022, 55, 9, 3513–3521",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,40,20,10,,,,,,30,27.4,,45400,0.5,3.02,
132,p-n-5,471,"Macromolecules 2022, 55, 9, 3513–3521",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,40,20,20,,,,,,30,8.4,,58300,0.5,3.54,
132,p-n-5,472,"Macromolecules 2022, 55, 9, 3513–3521",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,80,20,10,,,,,,30,1.1,,0,0.5,0,
132,p-n-5,473,"Macromolecules 2022, 55, 9, 3513–3521",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,40,10,10,,,,,,90,7,,0,0.5,4.04,
133,p-n-6,474,"Macromolecules 2022, 55, 9, 3513–3521",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,40,20,10,,,,,,30,1.22,,22100,0.5,11.1,
133,p-n-6,475,"Macromolecules 2022, 55, 9, 3513–3521",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,80,20,10,,,,,,30,2.27,,19800,0.5,15.5,
133,p-n-6,476,"Macromolecules 2022, 55, 9, 3513–3521",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,80,20,20,,,,,,30,0,,0,0.5,0,
136,p-o-39,477,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,5,5,,,,,,50,13.6,,29900,1,1,
136,p-o-39,478,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,5,10,,,,,,50,10.8,,28400,1,1.6,
136,p-o-39,479,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,5,30,,,,,,50,7.8,,23300,1,3.3,
136,p-o-39,480,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,5,40,,,,,,50,4.6,,13000,1,4.6,
136,p-o-39,481,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,10,5,,,,,,50,6.1,,59400,2,1.3,
136,p-o-39,482,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,10,10,,,,,,50,5.1,,41900,2,1.5,
136,p-o-39,483,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,10,20,,,,,,50,4.4,,32200,2,2.6,
136,p-o-39,484,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,10,30,,,,,,50,3.1,,26400,2,3.6,
136,p-o-39,485,"Chin. J. Chem.2023, 41, 1037—1044",ethyleneallyl acetate,Ni,ethylene,allyl acetate,toluene,50,10,40,,,,,,50,2.1,,14500,2,5.2,
137,p-o-40,486,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,643,,500,1,none,
137,p-o-40,487,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,744,,1600,1,none,
138,p-o-41,488,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,3840,,10200,1,none,
138,p-o-41,489,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,5440,,12600,1,none,
138,p-o-41,490,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,2588,,19300,1,none,
138,p-o-41,491,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,753,,47000,1,none,
138,p-o-41,492,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,434,,26100,1,none,
138,p-o-41,493,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,768,,22300,1,none,
138,p-o-41,494,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,885,,21700,1,none,
138,p-o-41,495,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,2.068425,none,,,,,,50,1120,,26900,1,none,
138,p-o-41,496,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,2.068425,none,,,,,,50,1160,,27600,1,none,
138,p-o-41,497,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,2.7579,none,,,,,,50,1210,,28100,1,none,
139,p-o-42,498,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,3810,,6600,1,none,
139,p-o-42,499,"Inorg. Chem. 2021, 60, 24, 19035–19043",ethylenenone,Ni,ethylene,none,toluene,80,1.37895,none,,,,,,50,8810,,8400,1,none,
