lig_id,lig_name
144,p-o-43
144,p-o-43
144,p-o-43
144,p-o-43
144,p-o-43
145,p-o-44
145,p-o-44
145,p-o-44
145,p-o-44
145,p-o-44
145,p-o-44
145,p-o-44
145,p-o-44
144,p-o-43
144,p-o-43
144,p-o-43
145,p-o-44
145,p-o-44
145,p-o-44
146,n-o-8
147,n-o-10
148,n-o-11
149,n-o-12
146,n-o-8
146,n-o-8
146,n-o-8
146,n-o-8
146,n-o-8
146,n-o-8
146,n-o-8
146,n-o-8
146,n-o-8
146,n-o-8
146,n-o-8
152,n-o-15
152,n-o-15
152,n-o-15
150,n-o-13
150,n-o-13
150,n-o-13
151,n-o-14
151,n-o-14
151,n-o-14
153,p-o-45
153,p-o-45
153,p-o-45
153,p-o-45
153,p-o-45
153,p-o-45
153,p-o-45
153,p-o-45
153,p-o-45
153,p-o-45
153,p-o-45
154,p-o-46
154,p-o-46
155,p-o-47
156,p-o-48
156,p-o-48
157,p-o-49
157,p-o-49
158,p-o-50
158,p-o-50
155,p-o-47
159,p-o-51
160,p-o-52
154,p-o-46
154,p-o-46
161,n-o-16
162,n-o-17
161,n-o-16
162,n-o-17
163,n-n-14
163,n-n-14
163,n-n-14
164,n-n-15
164,n-n-15
164,n-n-15
165,n-n-16
165,n-n-16
165,n-n-16
166,n-n-17
166,n-n-17
166,n-n-17
167,n-n-18
167,n-n-18
167,n-n-18
167,n-n-18
167,n-n-18
167,n-n-18
167,n-n-18
167,n-n-18
167,n-n-18
167,n-n-18
167,n-n-18
168,n-n-19
168,n-n-19
168,n-n-19
168,n-n-19
168,n-n-19
163,n-n-14
164,n-n-15
165,n-n-16
166,n-n-17
167,n-n-18
168,n-n-19
163,n-n-14
163,n-n-14
163,n-n-14
163,n-n-14
163,n-n-14
163,n-n-14
,
,
,
,
,
,
,
,
,
,
,
169,n-o-20
169,n-o-20
169,n-o-20
169,n-o-20
169,n-o-20
169,n-o-20
169,n-o-20
169,n-o-20
169,n-o-20
169,n-o-20
169,n-o-20
170,n-o-21
170,n-o-21
170,n-o-21
170,n-o-21
170,n-o-21
170,n-o-21
170,n-o-21
171,n-o-22
171,n-o-22
171,n-o-22
171,n-o-22
172,n-o-23
173,n-o-24
173,n-o-24
174,n-o-25
174,n-o-25
174,n-o-25
174,n-o-25
174,n-o-25
174,n-o-25
175,n-o-26
175,n-o-26
176,n-o-27
177,n-o-28
178,n-o-29
178,n-o-29
179,n-o-30
179,n-o-30
180,n-o-31
180,n-o-31
180,n-o-31
180,n-o-31
180,n-o-31
180,n-o-31
178,n-o-29
178,n-o-29
179,n-o-30
179,n-o-30
179,n-o-30
179,n-o-30
180,n-o-31
180,n-o-31
181,n-o-32
181,n-o-32
181,n-o-32
181,n-o-32
182,n-o-33
182,n-o-33
182,n-o-33
181,n-o-32
182,n-o-33
182,n-o-33
183,n-o-34
183,n-o-34
183,n-o-34
183,n-o-34
183,n-o-34
183,n-o-34
183,n-o-34
183,n-o-34
184,n-o-35
184,n-o-35
184,n-o-35
184,n-o-35
185,n-o-36
185,n-o-36
185,n-o-36
183,n-o-34
183,n-o-34
183,n-o-34
183,n-o-34
183,n-o-34
183,n-o-34
186,p-o-53
38,p-o-2
187,p-o-54
187,p-o-54
187,p-o-54
186,p-o-53
38,p-o-2
187,p-o-54
187,p-o-54
186,p-o-53
38,p-o-2
187,p-o-54
187,p-o-54
187,p-o-54
187,p-o-54
187,p-o-54
186,p-o-53
38,p-o-2
188,p-o-55
189,p-o-56
189,p-o-56
189,p-o-56
189,p-o-56
190,p-o-57
191,p-o-58
192,p-o-59
193,p-o-60
84,p-o-10
194,p-o-61
195,p-o-62
196,n-o-37
196,n-o-37
196,n-o-37
197,n-o-38
197,n-o-38
198,n-o-39
198,n-o-39
196,n-o-37
196,n-o-37
198,n-o-39
196,n-o-37
196,n-o-37
196,n-o-37
196,n-o-37
196,n-o-37
199,n-o-40
199,n-o-40
200,n-o-41
200,n-o-41
203,n-o-44
202,n-o-43
202,n-o-43
204,n-o-45
204,n-o-45
205,n-o-46
205,n-o-46
208,n-o-49
208,n-o-49
206,n-o-47
207,n-o-48
201,n-o-42
209,n-o-50
209,n-o-50
209,n-o-50
209,n-o-50
209,n-o-50
210,n-o-51
210,n-o-51
210,n-o-51
210,n-o-51
210,n-o-51
210,n-o-51
210,n-o-51
213,n-o-54
213,n-o-54
213,n-o-54
214,n-o-55
214,n-o-55
214,n-o-55
211,n-o-52
212,n-o-53
212,n-o-53
212,n-o-53
212,n-o-53
212,n-o-53
212,n-o-53
212,n-o-53
212,n-o-53
213,n-o-56
213,n-o-56
216,n-o-57
216,n-o-57
217,n-o-58
217,n-o-58
218,n-o-59
218,n-o-59
218,n-o-59
218,n-o-59
219,n-o-60
220,n-o-61
221,n-o-62
222,n-o-63
219,n-o-60
220,n-o-61
221,n-o-62
222,n-o-63
219,n-o-60
220,n-o-61
221,n-o-62
222,n-o-63
223,n-o-64
223,n-o-64
223,n-o-64
224,n-o-65
225,n-o-66
226,n-o-67
227,n-o-68
228,n-o-69
229,n-o-71
229,n-o-71
229,n-o-71
229,n-o-71
230,n-o-72
230,n-o-72
230,n-o-72
230,n-o-72
230,n-o-72
230,n-o-72
230,n-o-72
230,n-o-72
231,n-o-73
231,n-o-73
231,n-o-73
231,n-o-73
231,n-o-73
231,n-o-73
231,n-o-73
231,n-o-73
239,n-o-76
239,n-o-76
239,n-o-76
239,n-o-76
239,n-o-76
232,n-o-74
238,n-o-75
238,n-o-75
238,n-o-75
238,n-o-75
238,n-o-75
230,n-o-72
231,n-o-73
230,n-o-72
230,n-o-72
230,n-o-72
230,n-o-72
230,n-o-72
238,n-o-75
238,n-o-75
238,n-o-75
238,n-o-75
230,n-o-72
230,n-o-72
233,p-n-9
233,p-n-9
233,p-n-9
233,p-n-9
233,p-n-9
234,p-n-10
235,p-n-11
236,p-n-12
237,p-n-13
240,n-o-77
240,n-o-77
240,n-o-77
240,n-o-77
240,n-o-77
240,n-o-77
240,n-o-77
240,n-o-77
241,n-o-78
241,n-o-78
241,n-o-78
241,n-o-78
241,n-o-78
242,n-o-79
242,n-o-79
242,n-o-79
242,n-o-79
242,n-o-79
241,n-o-78
241,n-o-78
241,n-o-78
240,n-o-77
242,n-o-79
240,n-o-77
241,n-o-78
242,n-o-79
240,n-o-77
241,n-o-78
242,n-o-79
240,n-o-77
241,n-o-78
241,n-o-78
242,n-o-79
240,n-o-77
241,n-o-78
242,n-o-79
240,n-o-77
241,n-o-78
242,n-o-79
240,n-o-77
241,n-o-78
242,n-o-79
240,n-o-77
241,n-o-78
242,n-o-79
243,p-o-63
243,p-o-63
244,p-o-64
244,p-o-64
245,p-o-65
245,p-o-65
243,p-o-63
244,p-o-64
245,p-o-65
245,p-o-65
245,p-o-65
245,p-o-65
245,p-o-65
245,p-o-65
245,p-o-65
245,p-o-65
245,p-o-65
246,c-n-7
246,c-n-7
246,c-n-7
246,c-n-7
247,c-n-8
246,c-n-7
248,c-o-4
248,c-o-4
248,c-o-4
248,c-o-4
248,c-o-4
248,c-o-4
249,c-o-5
250,c-o-6
248,c-o-4
248,c-o-4
248,c-o-4
248,c-o-4
248,c-o-4
248,c-o-4
248,c-o-4
187,p-o-54
38,p-o-2
187,p-o-54
251,p-o-66
252,p-o-67
253,p-o-68
254,p-o-69
255,p-o-70
187,p-o-54
251,p-o-66
252,p-o-67
253,p-o-68
254,p-o-69
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
255,p-o-70
256,p-o-71
186,p-o-53
186,p-o-53
257,c-o-7
257,c-o-7
257,c-o-7
258,c-o-8
258,c-o-8
258,c-o-8
258,c-o-8
258,c-o-8
257,c-o-7
257,c-o-7
257,c-o-7
258,c-o-8
257,c-o-7
257,c-o-7
257,c-o-7
258,c-o-8
258,c-o-8
258,c-o-8
258,c-o-8
258,c-o-8
258,c-o-8
258,c-o-8
257,c-o-7
258,c-o-8
122,c-o-1
122,c-o-1
122,c-o-1
259,c-o-9
260,c-o-10
122,c-o-1
122,c-o-1
122,c-o-1
259,c-o-9
260,c-o-10
122,c-o-1
260,c-o-10
122,c-o-1
122,c-o-1
122,c-o-1
122,c-o-1
122,c-o-1
122,c-o-1
122,c-o-1
122,c-o-1
122,c-o-1
260,c-o-10
122,c-o-1
260,c-o-10
122,c-o-1
122,c-o-1
260,c-o-10
261,p-o-72
262,p-o-73
263,p-o-74
101,p-o-27
100,p-o-26
266,p-o-75
266,p-o-75
266,p-o-75
266,p-o-75
266,p-o-75
266,p-o-75
266,p-o-75
266,p-o-75
266,p-o-75
266,p-o-75
266,p-o-75
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
100,p-o-26
267,p-o-76
268,p-o-77
269,p-o-78
270,p-o-79
267,p-o-76
269,p-o-78
270,p-o-79
271,p-o-80
272,p-o-81
267,p-o-76
268,p-o-77
269,p-o-78
270,p-o-79
267,p-o-76
269,p-o-78
270,p-o-79
271,p-o-80
271,p-o-80
272,p-o-81
269,p-o-78
270,p-o-79
272,p-o-81
269,p-o-78
270,p-o-79
272,p-o-81
269,p-o-78
270,p-o-79
272,p-o-81
273,p-o-82
274,p-o-83
275,p-o-84
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
267,p-o-76
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
277,n-n-24
277,n-n-24
277,n-n-24
277,n-n-24
277,n-n-24
277,n-n-24
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
276,n-n-23
278,p-o-85
278,p-o-85
278,p-o-85
279,p-o-86
279,p-o-86
279,p-o-86
280,p-o-87
280,p-o-87
280,p-o-87
281,p-o-88
281,p-o-88
281,p-o-88
281,p-o-88
281,p-o-88
282,p-o-89
282,p-o-89
279,p-o-86
279,p-o-86
282,p-o-89
281,p-o-88
281,p-o-88
281,p-o-88
279,p-o-86
281,p-o-88
279,p-o-86
281,p-o-88
279,p-o-86
279,p-o-86
282,p-o-89
281,p-o-88
281,p-o-88
279,p-o-86
281,p-o-88
279,p-o-86
281,p-o-88
279,p-o-86
281,p-o-88
279,p-o-86
281,p-o-88
281,p-o-88
283,p-o-90
137,p-o-40
137,p-o-40
284,p-o-92
284,p-o-92
284,p-o-92
285,p-o-93
285,p-o-93
137,p-o-40
285,p-o-93
137,p-o-40
285,p-o-93
243,p-o-63
411,p-o-95
244,p-o-64
411,p-o-95
243,p-o-63
411,p-o-95
244,p-o-64
412,p-o-97
411,p-o-95
411,p-o-95
411,p-o-95
411,p-o-95
411,p-o-95
411,p-o-95
411,p-o-95
244,p-o-64
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
411,p-o-95
411,p-o-95
411,p-o-95
411,p-o-95
411,p-o-95
244,p-o-64
411,p-o-95
411,p-o-95
411,p-o-95
411,p-o-95
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
286,p-o-98
287,p-o-99
288,p-o-100
289,p-o-101
290,p-o-102
290,p-o-102
290,p-o-102
290,p-o-102
291,p-o-103
292,p-o-104
292,p-o-104
293,p-o-105
294,p-o-106
290,p-o-102
290,p-o-102
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
294,p-o-106
295,p-o-107
296,p-o-108
296,p-o-108
296,p-o-108
296,p-o-108
297,p-o-109
298,p-o-110
299,p-o-111
300,p-o-112
296,p-o-108
296,p-o-108
296,p-o-108
301,p-o-113
301,p-o-113
301,p-o-113
301,p-o-113
301,p-o-113
301,p-o-113
301,p-o-113
301,p-o-113
302,p-o-114
302,p-o-114
302,p-o-114
303,p-o-115
303,p-o-115
303,p-o-115
303,p-o-115
303,p-o-115
303,p-o-115
304,p-o-116
304,p-o-116
304,p-o-116
304,p-o-116
304,p-o-116
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
306,p-o-118
306,p-o-118
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
305,p-o-117
92,p-o-18
92,p-o-18
92,p-o-18
92,p-o-18
92,p-o-18
92,p-o-18
92,p-o-18
92,p-o-18
307,n-n-25
307,n-n-25
307,n-n-25
307,n-n-25
308,n-n-26
309,n-n-27
307,n-n-25
307,n-n-25
308,n-n-26
307,n-n-25
307,n-n-25
307,n-n-25
307,n-n-25
307,n-n-25
307,n-n-25
38,p-o-2
256,p-o-71
187,p-o-54
255,p-o-70
310,p-o-119
311,p-o-120
312,p-o-121
313,p-o-122
310,p-o-119
310,p-o-119
310,p-o-119
310,p-o-119
310,p-o-119
312,p-o-121
310,p-o-119
310,p-o-119
310,p-o-119
314,n-n-28
314,n-n-28
314,n-n-28
314,n-n-28
314,n-n-28
314,n-n-28
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
314,n-n-28
315,n-n-29
314,n-n-28
315,n-n-29
314,n-n-28
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
314,n-n-28
315,n-n-29
314,n-n-28
315,n-n-29
314,n-n-28
314,n-n-28
314,n-n-28
314,n-n-28
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
315,n-n-29
314,n-n-28
314,n-n-28
315,n-n-29
315,n-n-29
315,n-n-29
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
39,p-o-3
316,p-o-123
187,p-o-54
255,p-o-70
256,p-o-71
317,n-n-30
318,n-n-31
308,n-n-26
319,n-n-32
320,n-n-33
321,n-n-34
307,n-n-25
322,n-n-35
323,n-n-36
324,n-n-37
309,n-n-27
325,n-n-38
326,n-n-39
327,n-n-40
328,n-n-41
329,n-n-42
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
330,p-o-124
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
331,n-n-43
331,n-n-43
331,n-n-43
331,n-n-43
331,n-n-43
332,n-n-44
332,n-n-44
332,n-n-44
332,n-n-44
332,n-n-44
337,n-n-45
337,n-n-45
337,n-n-45
337,n-n-45
337,n-n-45
338,n-n-46
338,n-n-46
338,n-n-46
338,n-n-46
307,n-n-25
307,n-n-25
307,n-n-25
331,n-n-43
331,n-n-43
331,n-n-43
331,n-n-43
331,n-n-43
332,n-n-44
332,n-n-44
332,n-n-44
332,n-n-44
332,n-n-44
307,n-n-25
307,n-n-25
307,n-n-25
307,n-n-25
307,n-n-25
38,p-o-2
39,p-o-3
39,p-o-3
39,p-o-3
39,p-o-3
39,p-o-3
39,p-o-3
252,p-o-67
1873,p-o-54
39,p-o-3
39,p-o-3
39,p-o-3
335,n-n-43
336,n-n-44
337,n-n-45
338,n-n-46
339,n-n-47
309,n-n-27
335,n-n-43
335,n-n-43
335,n-n-43
339,n-n-47
339,n-n-47
339,n-n-47
309,n-n-27
309,n-n-27
309,n-n-27
335,n-n-43
335,n-n-43
335,n-n-43
336,n-n-44
336,n-n-44
336,n-n-44
337,n-n-45
337,n-n-45
337,n-n-45
338,n-n-46
338,n-n-46
338,n-n-46
339,n-n-47
339,n-n-47
339,n-n-47
309,n-n-27
309,n-n-27
309,n-n-27
340,p-o-125
341,p-o-126
342,p-o-127
38,p-o-2
341,p-o-126
341,p-o-126
342,p-o-127
342,p-o-127
342,p-o-127
342,p-o-127
38,p-o-2
38,p-o-2
38,p-o-2
407,p-o-138
408,p-o-139
409,p-o-140
38,p-o-2
407,p-o-138
408,p-o-139
409,p-o-140
38,p-o-2
407,p-o-138
408,p-o-139
409,p-o-140
38,p-o-2
408,p-o-139
38,p-o-2
408,p-o-139
409,p-o-140
38,p-o-2
407,p-o-138
408,p-o-139
408,p-o-139
407,p-o-138
408,p-o-139
409,p-o-140
38,p-o-2
407,p-o-138
408,p-o-139
409,p-o-140
38,p-o-2
408,p-o-138
409,p-o-139
38,p-o-2
407,p-o-138
408,p-o-139
409,p-o-140
38,p-o-2
408,p-o-138
409,p-o-139
38,p-o-2
409,p-o-139
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
256,p-o-71
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
38,p-o-2
343,n-n-48
344,n-n-49
345,n-n-50
307,n-n-25
346,n-n-51
348,n-n-53
343,n-n-48
344,n-n-49
345,n-n-50
307,n-n-25
346,n-n-51
347,n-n-52
348,n-n-53
349,p-o-128
350,p-o-129
351,p-o-130
352,p-o-131
353,p-o-132
349,p-o-128
350,p-o-129
349,p-o-128
349,p-o-128
349,p-o-128
350,p-o-129
349,p-o-128
350,p-o-129
354,c-o-11
354,c-o-11
354,c-o-11
354,c-o-11
354,c-o-11
354,c-o-11
89,p-o-15
90,p-o-16
355,p-o-133
91,p-o-17
356,p-o-134
90,p-o-16
90,p-o-16
90,p-o-16
90,p-o-16
90,p-o-16
90,p-o-16
89,p-o-15
90,p-o-16
355,p-o-133
91,p-o-17
356,p-o-134
89,p-o-15
90,p-o-16
89,p-o-15
90,p-o-16
89,p-o-15
357,n-n-54
357,n-n-54
358,n-n-55
358,n-n-55
359,n-n-56
359,n-n-56
360,n-n-57
360,n-n-57
361,n-n-58
361,n-n-58
357,n-n-54
357,n-n-54
358,n-n-55
358,n-n-55
359,n-n-56
359,n-n-56
360,n-n-57
360,n-n-57
361,n-n-58
361,n-n-58
361,n-n-58
361,n-n-58
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
362,n-n-59
363,n-n-60
363,n-n-60
364,n-n-61
364,n-n-61
365,n-n-62
365,n-n-62
366,n-n-63
366,n-n-63
367,n-n-64
367,n-n-64
368,n-n-65
368,n-n-65
369,n-n-66
369,n-n-66
309,n-n-27
309,n-n-27
363,n-n-60
363,n-n-60
364,n-n-61
364,n-n-61
365,n-n-62
365,n-n-62
366,n-n-63
366,n-n-63
367,n-n-64
367,n-n-64
368,n-n-65
368,n-n-65
