lig_node,rxn_node,common_neighbor,jaccard_coefficient,preferential_attachment,common_neighbor_cluster,number of lig in cluster,jaccard_coefficient_cluster,degree_lig_cluster,degree_rxn,preferential_attachment_cluster,SMILES,ligand_name
189,CO_nonalt-ethylene,3,0.136363636,57,4,2,2,39,3,117,OC1=[C@@]([C@@]2=C(C(F)=C(C(F)=C2F)F)F)C=CC=C1P(C3=C(OC)C=CC=C3OC)C4=C(OC)C=CC=C4OC,p-o-56
107,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,[O]C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1C4=CC=CC=C4,p-o-33
447,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,O=C(N(C)P(C1=CC=CC=C1C2=C(OC)C=CC=C2OC)C3=CC=CC=C3)C(C)C,p-o-149
444,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,O=C(N(C)P(C(C)(C)C)C(C)(C)C)C1=CC=CC=C1,p-o-146
439,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,O=C(CP(C1=C(OC)C=CC=C1)C2=CC=CC=C2OC)C3=CC=CC=C3,p-o-141
443,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,O=C(N(C)P(C1=CC=CC=C1C2=C(F)C=CC=C2F)C3=CC=CC=C3)C4=CC=CC=C4,p-o-145
101,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,O=P(C(C)(C)C)(C(C)(C)C)CP(C(C)(C)C)C(C)(C)C,p-o-27
382,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,CC(C=C(C)C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C(C8=CC=CC=C8)C9=CC=CC=C9)C=C(C)C=C7C,n-n-75
103,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,[O]C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC4=C1C(C5=CC=CC=C5)=CC=C4,p-o-29
106,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,[O]C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1[H],p-o-32
259,CO_nonalt-ethylene,8,0.380952381,38,4,2,2,39,3,117,CC1=CC(C)=CC(C)=C1N2CN3C(C=CC4=C3C(O)=CC=C4)=C2,c-o-9
144,CO_nonalt-ethylene,2,0.095238095,38,4,2,2,39,3,117,O=C(C(C(C)(C)C)=C1)C(PC2=CC=CC=C2)=C(C3=CC=CC=C3C4=C(OC)C=CC=C4OC)C1=O,p-o-43
36,CO_nonalt-ethylene,0,0,38,4,2,2,39,3,117,CP(C(C)(C)C)C1=CC=CC=C1P(C)C(C)(C)C,p-p-15
440,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,O=C(N(C)P(C1=CC=CC=C1OC)C2=CC=CC=C2OC)C3=CC=CC=C3,p-o-142
384,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC(C)C(C=CC=C1C(C)C)=C1/N=C2C(C3CC/2CC3)P(C(C)(C)C)C(C)(C)C,p-n-20
389,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC(/C(C1=CC=CC=C1)=N/C2=C(C)C=C(C)C=C2C)(C)P(C3=CC=CC=C3)C4=CC=CC=C4,p-n-25
154,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,[O]/C(C(F)(F)F)=C(CC(OC)=O)\P(C1=CC=CC=C1)C2=CC=CC=C2,p-o-46
396,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC1=CC(C)=CC(C)=C1N=P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4P(C5=C(OC)C=CC=C5)C6=CC=CC=C6OC,p-n-29
405,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC(/C(OP(C(C)C)C(C)C)=N\C1=C(C(C)C)C=CC=C1C(C)C)(C)C,p-n-32
390,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC1=CC(C)=CC(C)=C1C2=NC(CP(C3=C(C)C=C(C)C=C3C)C4=C(C)C=C(C)C=C4C)=CC=C2,p-n-26
394,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,O=S(C1=CC=CC=C1P(C2=CC=CC=C2OC)C3=C(OC)C=CC=C3)(NC4=C(C(F)(F)F)C=CC=C4)=O,p-o-137
232,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,[O][N]1=C(/C=N/C2=C(C(C3=CSC4=C3C=CC=C4)C5=CSC6=C5C=CC=C6)C=C(C)C=C2C(C7=CSC8=C7C=CC=C8)CC9=CSC%10=C9C=CC=C%10)C=CC=C1,n-o-74
102,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,[O]C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC4=C1C([H])=CC=C4,p-o-28
383,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC(C)C(C=CC=C1C(C)C)=C1/N=C2C(CCC/2)P(C(C)(C)C)C(C)(C)C,p-n-19
121,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,C/C1=C(C)\C[P@](C)C/C(C)=C(C)\C[P@](C)C1,p-p-23
395,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC1=CC(C)=CC(C)=C1N=P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4P(C(C)C)C(C)C,p-n-28
387,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC(/C(C1=CC=CC=C1)=N/C2=C(C)C=C(C)C=C2C)(C)P(C)C3=C(C)C=C(C)C=C3C,p-n-23
152,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,O=C1C(C2=CC=C(C(F)(F)F)C=C2)=CC=CC=C1[N]C3=C(C(C)C)C=CC=C3C(C)C,n-o-15
118,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC(C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=CC(C(C4=CC=CC=C4)C5=CC=CC=C5)=C1/N=C/C6=CC=CC=C6P(C7=CC=CC=C7)C8=CC=CC=C8,p-n-1
234,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,COC(C=CC=C1OC)=C1C2=CC=CC=C2P(C3=CC=CC=C3)NC4=NC=CC=C4,p-n-10
449,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,O=C(N(C)P(C1=CC=CC=C1C2=C(OC)C=CC=C2OC)C3=CC=CC=C3)C4=CC=CN=C4,p-o-151
155,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,[O]/C(C(F)(C(F)(C(F)(F)F)F)F)=C(CC(OC)=O)\P(C1=CC=CC=C1)C2=CC=CC=C2,p-o-47
385,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC(C)C(C=CC=C1C(C)C)=C1/N=C2C(C3CC/2CC3)P(C4=CC=CC=C4)C5=CC=CC=C5,p-n-21
119,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,FC(C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=CC(C(C4=CC=CC=C4)C5=CC=CC=C5)=C1/N=C/C6=CC=CC=C6P(C7=CC=CC=C7)C8=CC=CC=C8,p-n-2
79,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([N+]([O-])=O)C=C1[H],n-o-7
104,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,[O]C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC4=C1C(C5=CC(C)=CC(C)=C5)=CC=C4,p-o-30
159,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,[O]/C(C1=CC=CC=C1)=C(CC(OC)=O)\P(C2=CC=CC=C2)C3=CC=CC=C3,p-o-51
388,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CC(/C(C1=CC=CC=C1)=N/C2=C(C)C=C(C)C=C2C)(C)P(C)C,p-n-24
445,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,O=C(NP(C1=CC=CC=C1C2=C(OC)C=CC=C2OC)C3=CC=CC=C3)C4=CC=CC=C4,p-o-147
117,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,CCC1=CC(C)=CC(CC)=C1/N=C(C2=C3C4=CC=CC3=CC=C2)/C4=N/C5=C(C(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C5C(C8=CC=CC=C8)C9=CC=CC=C9,n-n-8
448,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,O=C(N(C)P(C1=CC=CC=C1C2=C(OC)C=CC=C2OC)C3=CC=CC=C3)C4=CC=CC=N4,p-o-150
158,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,[O]/C(C1=C(F)C(F)=C(F)C(F)=C1F)=C(C(OCC2=CC=CC=C2)=O)\P(C3=CC=CC=C3)C4=CC=CC=C4,p-o-50
233,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,COC(C=CC=C1OC)=C1C2=CC=CC=C2P(C3=CC=CC=C3)CC4=NC=CC=C4,p-n-9
235,CO_nonalt-ethylene,7,0.35,19,4,2,2,39,3,117,COC(C=CC=C1OC)=C1C2=CC=CC=C2P(C3=CC=CC=C3)OC4=NC=CC=C4,p-n-11
446,CO_nonalt-ethylene,3,0.15,19,4,2,2,39,3,117,O=C(N(CC1=CC=CC=C1)P(C2=CC=CC=C2C3=C(OC)C=CC=C3OC)C4=CC=CC=C4)C5=CC=CC=C5,p-o-148
329,CO_nonalt-ethylene,3,0.15,19,4,2,2,39,3,117,CC(C(C=CC=C1)=C1/N=C(CCCC2)/C2=N/C3=CC=CC=C3C(C)(C)C)(C)C,n-n-42
143,CO_nonalt-ethylene,3,0.15,19,4,2,2,39,3,117,C/C(C1=NC(C)=CC=C1)=N\C2=C(C(C)C)C=CC=C2C(C)C,n-n-13
153,CO_nonalt-ethylene,3,0.15,19,4,2,2,39,3,117,[O]/C(C1=CC=CC=C1)=C\P(C2=CC=CC=C2)C3=CC=CC=C3,p-o-45
490,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,C1(C2=C(P(C3=CC=CC=C3)C4=CC=CC5=C4C=CC=C5)C=CC=C2)=NCCO1,p-n-36
193,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,OC1=C(C2=C(F)C(F)=C(F)C(F)=C2F)C=CC=C1P(C3=C(OC4=CC=CC=C4)C=CC=C3OC5=CC=CC=C5)C6=C(OC7=CC=CC=C7)C=CC=C6OC,p-o-60
433,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,CN(C)C1=CC=CC=C1N(C=C2)CN2CC3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,p-c-31
494,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,CC1=C(OC)C(C)=CC(P(C2=CC(C)=C(OC)C(C)=C2)C(C=CC=C3)=C3C4=N[C@@H](CC5=CC=CC=C5)CO4)=C1,p-n-40
191,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,OC1=C(C2=C(F)C(F)=C(F)C(F)=C2F)C=CC=C1P(C3=C(OC)C=CC=C3OC4=CC=CC=C4)C5=C(OC)C=CC=C5OC6=CC=CC=C6,p-o-58
497,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,CC(C1=CC=NC(C2=NC=CC(C(C)(C)C)=C2)=C1)(C)C,n-n-108
192,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,OC1=C(C2=C(F)C(F)=C(F)C(F)=C2F)C=CC=C1P(C3=C(OC4=CC=CC=C4)C=CC=C3OC5=CC=CC=C5)C6=C(OC)C=CC=C6OC,p-o-59
94,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,OC(C(P(C1=C(OC)C=CC=C1OC)C2=C(OC)C=CC=C2OC)=CC=C3)=C3P(C4=C(OC)C=CC=C4OC)C5=C(OC)C=CC=C5OC,p-o-20
489,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,C1(C2=C(P(C3=CC=CC=C3)C4=CC=CC=C4)C=CC=C2)=NCCO1,p-n-35
488,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,C1(C2=C(P(C3=CC=CC=C3)C4=CC=CC=C4)C=CC=C2)=NCCO1,p-n-34
487,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,CP(C(C)(C)C)C1=CC=CC=C1P(C2CCCCC2)C(C)(C)C,p-p-42
492,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,CC(C)(C)[C@H]1COC(C2=C(P(C3=CC=CC=C3)C4=CC=CC=C4)C=CC=C2)=N1,p-n-38
491,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,CC(C)[C@H]1COC(C2=C(P(C3=CC=CC=C3)C4=CC=CC=C4)C=CC=C2)=N1,p-n-37
188,CO_nonalt-ethylene,0,0,19,4,2,2,39,3,117,OC1=[C@@]([C@@]2=C(C(F)=C(C(F)=C2F)F)F)C=CC=C1P(C3=CC=CC=C3OC)C4=C(OC)C=CC=C4,p-o-55
194,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,[O]C1=C(C2=C3C=CC=CC3=CC4=CC=CC=C24)C=CC=C1P(C5=C(OC)C=CC=C5OC)C6=C(OC)C=CC=C6OC,p-o-61
190,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,OC1=C(C2=C(F)C(F)=C(F)C(F)=C2F)C=CC=C1P(C3=C(OC)C=CC=C3OC)C4=C(OC)C=CC=C4OC5=CC=CC=C5,p-o-57
236,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,FC1=C(F)C(F)=C(F)C(C(P(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC)C5=NC=CC=C5)=C1F,p-n-12
156,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,[O]/C(C1=C(C(F)=C(C(F)=C1F)F)F)=C(CC(OC)=O)\P(C2=CC=CC=C2)C3=CC=CC=C3,p-o-48
438,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,ClC(C=C1)=CC=C1/N=C2C3C4=C(C=CC=C4)C(C5=C3C=CC=C5)C/2=N/C6=CC=C(Cl)C=C6,n-n-103
157,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,[O]/C(C1=C(F)C(F)=C(F)C(F)=C1F)=C(C(OC(C)(C)C)=O)\P(C2=CC=CC=C2)C3=CC=CC=C3,p-o-49
130,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,C1(/C(C2=C3C1=CC=CC3=CC=C2)=NC4=C(C5=CC=C(CC6)C=C5)C=CC=C4C7=CC=C8C=C7)=N\C9=C(C%10=CC=C(CC8)C=C%10)C=CC=C9C%11=CC=C6C=C%11,n-n-9
386,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,CC(/C=N/C1=C(C)C=C(C)C=C1C)(C)P(C)C2=C(C)C=C(C)C=C2C,p-n-22
471,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,[O-]C1=C(C(C)(C)C)C=CC=C1P(C2CCCCC2)C3CCCCC3,p-o-168
468,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,[O-]C1=C(C2=C(F)C(F)=C(F)C(F)=C2F)C=CC=C1P(C3=CC=CC=C3)C4=CC=CC=C4C5=C(OC)C=CC=C5OC,p-o-165
353,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,OS(C1=CC=CC=C1P(C2=C(C3=CC(C=CC=C4)=C4S3)C=CC=C2)C5=CC=CC=C5)(=O)=O,p-o-132
123,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,[O]C1=CC=CC2=C1N3C(C=C2)=CN(C4=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C(C)C=C4C(C7=CC=CC=C7)C8=CC=CC=C8)C3,c-o-2
493,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,[C@H]1(CC2=CC=CC=C2)COC(C3=C(P(C4=CC=CC=C4)C5=CC=CC=C5)C=CC=C3)=N1,p-n-39
105,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,[O]C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC4=C1C(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)=CC=C4,p-o-31
404,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,C/C(OP(C(C)C)C(C)C)=N\C1=C(C(C)C)C=CC=C1C(C)C,p-n-31
93,CO_nonalt-ethylene,0,0,0,4,2,2,39,3,117,O=S(C1=CC=C(C)C=C1P(C2CCCCC2)C3CCCCC3)([O])=O,p-o-19
41,CO_nonalt-ethylene,8,0.296296296,152,1,2,0.5,43,3,129,COC(C=CC=C1OC)=C1C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4S(=O)([O])=O,p-o-5
409,CO_nonalt-ethylene,13,0.5,133,1,2,0.5,43,3,129,OS(C1=CC=CC=C1P(C2=C(OCCCCCCC)C=CC=C2)C3=C(OCCCCCCC)C=CC=C3)(=O)=O,p-o-140
479,CO_nonalt-ethylene,0,0,133,1,2,0.5,43,3,129,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=CC=CC=C58,p-p-34
478,CO_nonalt-ethylene,0,0,133,1,2,0.5,43,3,129,dppf,p-p-33
476,CO_nonalt-ethylene,0,0,114,1,2,0.5,43,3,129,[][Fe][].CC(P(c1cccc1)C(C)(C)C)(C)C.CC(P(c2cccc2)C(C)(C)C)(C)C,p-p-31
476,CO_nonalt-ethylene,0,0,114,1,2,0.5,43,3,129,dtbpf,p-p-31
3,CO_nonalt-ethylene,0,0,95,1,2,0.5,43,3,129,P(CCCP(C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,p-p-2
124,CO_nonalt-ethylene,8,0.347826087,76,1,2,0.5,43,3,129,[O]C1=CC=CC2=C1N3C(C=C2)=CN(C4=C(C(C5=CC(C(C)(C)C)=CC(C(C)(C)C)=C5)C6=CC(C(C)(C)C)=CC(C(C)(C)C)=C6)C=C(C)C=C4C(C7=CC(C(C)(C)C)=CC(C(C)(C)C)=C7)C8=CC(C(C)(C)C)=CC(C(C)(C)C)=C8)C3,c-o-3
2,CO_nonalt-ethylene,0,0,76,1,2,0.5,43,3,129,P(CCP(C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,p-p-1
477,CO_nonalt-ethylene,0,0,76,1,2,0.5,43,3,129,dcypf,p-p-32
480,CO_nonalt-ethylene,0,0,76,1,2,0.5,43,3,129,dippf,p-p-35
13,CO_nonalt-ethylene,0,0,57,1,2,0.5,43,3,129,P(CCCP(C1CCCCC1)C2CCCCC2)(C3CCCCC3)C4CCCCC4,p-p-5
482,CO_nonalt-ethylene,0,0,57,1,2,0.5,43,3,129,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1P(C4=CC=CC=C4)C5=CC=CC=C5,p-p-37
31,CO_nonalt-ethylene,7,0.333333333,38,1,2,0.5,43,3,129,CC(P(CCP(C(C)C)C(C)C)C(C)C)C,p-p-10
32,CO_nonalt-ethylene,7,0.333333333,38,1,2,0.5,43,3,129,CC(P(CCCP(C(C)C)C(C)C)C(C)C)C,p-p-11
481,CO_nonalt-ethylene,0,0,38,1,2,0.5,43,3,129,CC1(C)C2=CC=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7,p-p-36
126,CO_nonalt-ethylene,7,0.35,19,1,2,0.5,43,3,129,C/C1=C(C)\C[P@](C2CCCCC2)C/C(C)=C(C)\C[P@](CCCC)C1,p-p-25
125,CO_nonalt-ethylene,7,0.35,19,1,2,0.5,43,3,129,C/C1=C(C)\C[P@](C2CCCCC2)C/C(C)=C(C)\C[P@](C)C1,p-p-24
127,CO_nonalt-ethylene,7,0.35,19,1,2,0.5,43,3,129,C/C1=C(C)\C[P@](C2CCCCC2)C/C(C)=C(C)\C[P@](CC3=CC=CC=C3)C1,p-p-26
486,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CP(C(C)(C)C)C1=CC=CC=C1P(C(C)C)C(C)(C)C,p-p-41
499,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,C1(N2CCOCC2)=CC=NC(C3=NC=CC(N4CCOCC4)=C3)=C1,n-n-110
53,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1N4CN(C5=CC=CC=C5)C=C4,p-c-18
15,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,p-c-2
58,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,N1(C(C2=CC=CC=C2)C3=CC=CC=C3)C=C(C4=CC=CC=C4)N([C@H]5[C@H](NP(C6=CC=CC=C6)C7=CC=CC=C7)CCCC5)C1,p-c-23
432,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC(C)C1=CC=CC(C(C)C)=C1N(C=C2)CN2CC3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,p-c-30
48,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,COC(C=C1)=CC=C1[P]CCC[P]C2=CC=C(OC)C=C2,p-p-22
59,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC1=CC(C)=CC(C)=C1P(C2=C(C)C=C(C)C=C2C)N[C@H](CCCC3)[C@@H]3N4CN(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C4C7=CC=CC=C7,p-c-24
18,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC1=CC(C)=CC(C)=C1N(C2)C=CN2CCCP(C3=CC=CC=C3)C4=CC=CC=C4,p-c-5
55,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC(C)C1=CC=CC(C(C)C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,p-c-20
35,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,[H][C@@]1([C@]2([H])[P@@](C(C)(C)C)CC3=C2C=CC=C3)[P@@](C(C)(C)C)CC4=C1C=CC=C4,p-p-14
14,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC1=CC(C)=CC(C)=C1N(C2)C=CN2CP(C3CCCCC3)C4CCCCC4,p-c-1
21,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,FC(C=C1)=CC=C1CN(C2)C=CN2CCCP(C3=CC=CC=C3)C4=CC=CC=C4,p-c-8
54,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC1=CC(C)=CC(C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,p-c-19
27,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CCCC[Pt](CC[Pt](CCCC)CCCC)CCCC,p-p-6
19,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,C=CC1=C(C)C(CN(C2)C=CN2CCCP(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C1,p-c-6
431,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC(C)C1=CC=CC(C(C)C)=C1N(C=C2)CN2CP(C3=CC=CC=C3)C4=CC=CC=C4,p-c-29
16,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC1=CC(C)=CC(C)=C1N(C2)C3=C(C=CC=C3)N2CP(C4CCCCC4)C5CCCCC5,p-c-3
475,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC(C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=CC(C(C4=CC=CC=C4)C5=CC=CC=C5)=C1N6C=[N]7C(P(C8=CC=CC=C8)C9=CC=CC=C9)=CC=CC7=C6,p-c-33
22,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,COC1=CC(CN(C2)C=CN2CCCP(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C1,p-c-9
47,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,COC1=CC=CC([P]CCC[P]C2=CC=CC(OC)=C2)=C1,p-p-21
44,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,P(CCCCP(C1CCCCC1)C2CCCCC2)(C3CCCCC3)C4CCCCC4,p-p-18
498,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,COC1=CC=NC(C2=NC=CC(OC)=C2)=C1,n-n-109
474,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC(C)C(C=CC=C1C(C)C)=C1N2C=[N]3C(P(C4=CC=CC=C4)C5=CC=CC=C5)=CC=CC3=C2,p-c-32
42,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,COC1=CC=CC=C1[P]CC[P]C2=CC=CC=C2OC,p-p-16
57,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC(N1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(C4=C(C)C=C(C)C=C4C)C5=C(C)C=C(C)C=C5C)CCCC3)C1)C,p-c-22
11,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,CC1=C(C2=CC=CC3=CN(CC4=NC=CC=C4)CN23)C(C)=CC(C)=C1,c-n-7
43,CO_nonalt-ethylene,0,0,19,1,2,0.5,43,3,129,COC1=CC=CC=C1[P]CCC[P]C2=C(OC)C=CC=C2,p-p-17
33,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,CC(P(CCCCP(C(C)C)C(C)C)C(C)C)C,p-p-12
120,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,CC(C1=CC=CC(C(C)C)=C1/N=C/C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4)C,p-n-3
128,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,C/C1=C(C)\C[P@](C2=CC=CC=C2)C/C(C)=C(C)\C[P@](CC3=CC=CC=C3)C1,p-p-27
30,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,C[P@](C(C)(C)C)C1=NC2=CC=CC=C2N=C1[P@](C)C(C)(C)C,p-p-9
430,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,CCN(CCN(C1=CC=CC=C1)CC)C2=CC=CC=C2,n-n-99
56,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,CC(N1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(C4=CC=CC=C4)C5=CC=CC=C5)CCCC3)C1)C,p-c-21
20,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,N1(C=CN(CC2=CC=CC=C2)C1)CCCP(C3=CC=CC=C3)C4=CC=CC=C4,p-c-7
29,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,[H][C@@]1([C@]2([H])[P@@](C(C)(C)C)CCC2)[P@@](C(C)(C)C)CCC1,p-p-8
17,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,CC1=C(C)N(C2=C(C)C=C(C)C=C2C)CN1CP(C3CCCCC3)C4CCCCC4,p-c-4
