lig_node,rxn_node,common_neighbor,jaccard_coefficient,preferential_attachment,common_neighbor_cluster,number of lig in cluster,jaccard_coefficient_cluster,degree_lig_cluster,degree_rxn,preferential_attachment_cluster,SMILES,ligand_name
46,CO_nonalt-ethylene,0,0,0,1,2,0.5,43,3,129,CC1=CC=CC([P]CC[P]C2=CC(C)=CC=C2)=C1,p-p-20
240,CO_nonalt-ethylene,0,0,152,0,2,0,49,3,147,OC1=C(/N=C2N(C3=C(C)C=C(C)C=C3C)C=CN\2C4=C(C)C=C(C)C=C4C)C=CC=C1,n-o-77
241,CO_nonalt-ethylene,0,0,133,0,2,0,49,3,147,OC1=C(/N=C2N(C3=C(C(C)C)C=CC=C3C(C)C)C=CN\2C4=C(C(C)C)C=CC=C4C(C)C)C=CC=C1,n-o-78
307,CO_nonalt-ethylene,9,0.36,114,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C)=N\C2=C(C(C)C)C=CC=C2C(C)C,n-n-25
198,CO_nonalt-ethylene,9,0.375,95,0,2,0,49,3,147,O=C(C1=CC=CC=C12)C([N]C3=C(C(C)C)C=CC=C3C(C)C)=CC2=O,n-o-39
362,CO_nonalt-ethylene,8,0.333333333,95,0,2,0,49,3,147,CC(C(C=CC=C1C(C)C)=C1/N=C2C(C3=C4C=CC=C3)C(C=CC=C5)=C5C4C/2=N/C6=C(C(C)C)C=CC=C6C(C)C)C,n-n-59
314,CO_nonalt-ethylene,8,0.333333333,95,0,2,0,49,3,147,too long,n-n-28
196,CO_nonalt-ethylene,8,0.333333333,95,0,2,0,49,3,147,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,n-o-37
145,CO_nonalt-ethylene,8,0.347826087,76,0,2,0,49,3,147,O=C(C(C(C)(C)C)=C1)C(PC2=CC=CC=C2)=C(C3=CC=CC=C3C4=C(F)C=CC=C4F)C1=O,p-o-44
308,CO_nonalt-ethylene,6,0.260869565,76,0,2,0,49,3,147,CC(C1=CC=CC(C(C)C)=C1/N=C/C=N/C2=C(C(C)C)C=CC=C2C(C)C)C,n-n-26
163,CO_nonalt-ethylene,3,0.130434783,76,0,2,0,49,3,147,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,n-n-14
256,CO_nonalt-ethylene,9,0.409090909,57,0,2,0,49,3,147,OS(C1=CC=CC=C1P(C2=CC=CC=C2C3=C(OC)C=CC=C3OC)C4=CC=CC=C4C5=C(OC)C=CC=C5OC)(=O)=O,p-o-71
402,CO_nonalt-ethylene,8,0.363636364,57,0,2,0,49,3,147,CC(C(C=CC=C1C2=CC=C([N+]([O-])=O)C=C2)=C1O3)(C)C4=C3C(C5=CC(C(C)C)=C(/N=C(C6=C(C7=CC=C8)C8=CC=C6)/C7=N/C9=C(C(C)C)C=C(C%10=C(OC(C(C%11=CC=C([N+]([O-])=O)C=C%11)=CC=C%12)=C%12C%13(C)C)C%13=CC=C%10)C=C9C(C)C)C(C(C)C)=C5)=CC=C4,n-n-80
369,CO_nonalt-ethylene,7,0.318181818,57,0,2,0,49,3,147,C/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C5C6=CC=CC=C6CCC7=C5C=CC=C7)C=C2C8C9=CC=CC=C9CCC%10=C8C=CC=C%10,n-n-66
400,CO_nonalt-ethylene,6,0.272727273,57,0,2,0,49,3,147,CC(C(C=CC=C1C2=CC=C(C3=CC=CC=C3)C=C2)=C1O4)(C)C5=C4C(C6=CC(C(C)C)=C(/N=C(C7=C(C8=CC=C9)C9=CC=C7)/C8=N/C%10=C(C(C)C)C=C(C%11=C(OC(C(C%12=CC=C(C%13=CC=CC=C%13)C=C%12)=CC=C%14)=C%14C%15(C)C)C%15=CC=C%11)C=C%10C(C)C)C(C(C)C)=C6)=CC=C5,n-n-78
419,CO_nonalt-ethylene,0,0,57,0,2,0,49,3,147,CC(C)C1=CC=CC(C(C)C)=C1/N=C/C2(CCCC2)/C=N/C3=C(C(C)C)C=CC=C3C(C)C,n-n-88
4,CO_nonalt-ethylene,0,0,57,0,2,0,49,3,147,P(CCCCP(C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,p-p-3
332,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C(C2=CC=CC=C2)C3=CC=CC=C3)C=C(OC)C=C1C(C4=CC=CC=C4)C5=CC=CC=C5)=N\C6=C(C(C7=CC=CC=C7)C8=CC=CC=C8)C=C(OC)C=C6C(C9=CC=CC=C9)C%10=CC=CC=C%10,n-n-105
331,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=CC(C(C4=CC=CC=C4)C5=CC=CC=C5)=C1/N=C(C)/C(C)=N/C6=C(C(C7=CC=CC=C7)C8=CC=CC=C8)C=C(C)C=C6C(C9=CC=CC=C9)C%10=CC=CC=C%10,n-n-104
357,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,C/C(C1=CC=CC=N1)=N\C2=C(C3=CC=CC=C3)C=CC=C2C(C4=CC=CC=C4)C5=CC=CC=C5,n-n-54
276,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(/C(C)=N/C1=CC=CC2=C1C(C3=CC=CC=C3)=CC=C2)=N\C4=C(C=CC=C5C6=CC=CC=C6)C5=CC=C4,n-n-23
343,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C(C)C)C=C([N+]([O-])=O)C=C1C(C)C)=N\C2=C(C(C)C)C=C([N+]([O-])=O)C=C2C(C)C,n-n-48
346,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C(C)C)C=C(C)C=C1C(C)C)=N\C2=C(C(C)C)C=C(C)C=C2C(C)C,n-n-51
363,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,[H]/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C(C5=CC=C([H])C=C5)C6=CC=C([H])C=C6)C=C2C(C7=CC=C([H])C=C7)C8=CC=C([H])C=C8,n-n-60
338,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(C(C=CC=C1C(C)C)=C1/N=C(C2=C3C(C=C(OC)C=C34)=CC=C2)/C4=N/C5=C(C(C)C)C=CC=C5C(C)C)C,n-n-46
359,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,C/C(C1=CC=CC=N1)=N\C2=C(C3=CC=CC=C3)C=CC=C2C(C4=CC=C(F)C=C4)C5=CC=C(F)C=C5,n-n-56
365,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(C=C1)=CC=C1C2=CC=CC3=C(C(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C(C(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C(/N=C(C)/C8=CC=CC=N8)=C32,n-n-62
364,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,[H]C(C=C1)=CC=C1C(C2=CC(C(C3=CC=C([H])C=C3)C4=CC=C([H])C=C4)=C5C(C(C6=CC=C(C)C=C6)=CC=C5)=C2/N=C(C)/C7=CC=CC=N7)C8=CC=C([H])C=C8,n-n-61
368,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,C/C(C1=CC=CC=N1)=N\C2=C(C3C4=CC=CC=C4CCC5=C3C=CC=C5)C=C(C)C=C2C6C7=CC=CC=C7CCC8=C6C=CC=C8,n-n-65
345,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C(C)C)C=C(Cl)C=C1C(C)C)=N\C2=C(C(C)C)C=C(Cl)C=C2C(C)C,n-n-50
379,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(C=C(C)C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=C1/N=C(C)/C(C)=N/C4=C(C)C=C(C)C=C4C(C5=CC=CC=C5)C6=CC=CC=C6,n-n-72
366,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(C=C1)=CC=C1C2=CC=CC3=C(C(C4=CC=C(C)C=C4)C5=CC=C(C)C=C5)C=C(C(C6=CC=C(C)C=C6)C7=CC=C(C)C=C7)C(/N=C(C)/C8=CC=CC=N8)=C32,n-n-63
139,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,O=[P](C1=C(OCCOC)C=CC=C1)C2=CC=CC=C2P(C3=C(OC)C=CC=C3)C4=CC=CC=C4OC,p-o-42
337,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(C(C=CC=C1C(C)C)=C1/N=C(C2=C3C(C(OC)=CC=C34)=C(OC)C=C2)/C4=N/C5=C(C(C)C)C=CC=C5C(C)C)C,n-n-45
342,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,OS(C1=CC(C)=CC=C1CP(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3)(=O)=O,p-o-127
344,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C(C)C)C=C(C(F)(F)F)C=C1C(C)C)=N\C2=C(C(C)C)C=C(C(F)(F)F)C=C2C(C)C,n-n-49
335,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC1=CC(C(/C2=N/C3=C(C(C)C)C=CC=C3C(C)C)=N\C4=C(C(C)C)C=CC=C4C(C)C)=C5C(C=C(C)C=C52)=C1,n-n-43
381,CO_nonalt-ethylene,8,0.380952381,38,0,2,0,49,3,147,CC(C=C([N+]([O-])=O)C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=C1/N=C(C)/C(C)=N/C4=C(C)C=C([N+]([O-])=O)C=C4C(C5=CC=CC=C5)C6=CC=CC=C6,n-n-74
166,CO_nonalt-ethylene,7,0.333333333,38,0,2,0,49,3,147,CC(C=C1C2=CC(F)=C(F)C(F)=C2)=CC(C3=CC(F)=C(F)C(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=C(F)C(F)=C8)C=C(C)C=C7C9=CC(F)=C(F)C(F)=C9,n-n-17
168,CO_nonalt-ethylene,7,0.333333333,38,0,2,0,49,3,147,CC(C=[C@]1[C@]2=C(F)C(F)=C(F)C(F)=C2F)=C[C@]([C@]3=C(F)C(F)=C(F)C(F)=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C(F)=C(F)C(F)=C8F)C=C(C)C=[C@]7[C@]9=C(F)C(F)=C(F)C(F)=C9F,n-n-19
218,CO_nonalt-ethylene,7,0.333333333,38,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(C)C=C1C3CCCCC3,n-o-59
165,CO_nonalt-ethylene,7,0.333333333,38,0,2,0,49,3,147,CC(C=C1C2=CC(F)=CC(F)=C2)=CC(C3=CC(F)=CC(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=CC(F)=C8)C=C(C)C=C7C9=CC(F)=CC(F)=C9,n-n-16
164,CO_nonalt-ethylene,7,0.333333333,38,0,2,0,49,3,147,CC(C=C1C2=CC=C(F)C=C2)=CC(C3=CC=C(F)C=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=C(F)C=C8)C=C(C)C=C7C9=CC=C(F)C=C9,n-n-15
325,CO_nonalt-ethylene,3,0.142857143,38,0,2,0,49,3,147,CC(C(C=CC=C1)=C1/N=C(C2=C3C(C=CC=C34)=CC=C2)/C4=N/C5=CC=CC=C5C(C)(C)C)(C)C,n-n-38
257,CO_nonalt-ethylene,2,0.095238095,38,0,2,0,49,3,147,OC1=CC=CC2=C1C3=[N](C(C4=CC=CC=C4)=C2)C(C5=CC=CC=C5)[N](C6=C(C(C)C)C=CC=C6C(C)C)=C3,c-o-7
420,CO_nonalt-ethylene,0,0,38,0,2,0,49,3,147,CC(C=CC=C1C)=C1/N=C/C2(CCCC2)/C=N/C3=C(C)C=CC=C3C,n-n-89
378,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(C=C(OC)C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=C1/N=C(C)/C(C)=N/C4=C(C)C=C(OC)C=C4C(C5=CC=CC=C5)C6=CC=CC=C6,n-n-71
169,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,n-o-20
360,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,C/C(C1=CC=CC=N1)=N\C2=C(C3=CC=CC=C3)C=CC=C2C(C4=CC=C(Cl)C=C4)C5=CC=C(Cl)C=C5,n-n-57
227,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=C(CC=C)C=C2C(C)C)C=C([N+]([O-])=O)C=C1[N+]([O-])=O,n-o-68
77,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C4C=CC=CC4=CC5=CC=CC=C35,n-o-5
219,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC(C(C(C)(C)C)=CC=C1)=C1/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC(C8=CC=C(C(C)(C)C)C=C8)=C72,n-o-60
333,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,ClC(C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=CC(C(C4=CC=CC=C4)C5=CC=CC=C5)=C1/N=C(C)/C(C)=N/C6=C(C(C7=CC=CC=C7)C8=CC=CC=C8)C=C(Cl)C=C6C(C9=CC=CC=C9)C%10=CC=CC=C%10,n-n-106
216,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C(F)C(F)=C(F)C(F)=C3F,n-o-57
217,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C(OC)C=CC=C3,n-o-58
161,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(C(C)(C)C)C=C1C(O)(C3=CC=CC=C3)C4=CC=CC=C4,n-o-16
205,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=C(Br)C=CC=C2Br)=CC=CC=C1,n-o-46
452,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]/C(OC)=C1C=CC=CC/1=N\C2=C(C(C)C)C=CC=C2C(C)C,n-o-19
220,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC(C(C(C)(C)C)=CC=C1)=C1/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC(C8=CC=C(C)C=C8)=C72,n-o-61
76,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=CC4=CC=CC=C4C5=CC=CC=C53,n-o-4
213,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O[N]1=CC=C([N+]([O-])=O)C=C1/C=N/C2=CC=CC=C2,n-o-54
239,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O[N]1=C(/C=N/C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C2C(C7=CC=CC=C7)C8=CC=CC=C8)C=CC=C1,n-o-76
204,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=C(Cl)C=CC=C2Cl)=CC=CC=C1,n-o-45
114,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,C/C(C(C1=CC=CC=C1)C2=CC=CC=C2)=C(C(C(C3=CC=CC=C3)C4=CC=CC=C4)=C)/N=C5/C(C6=C7C5=CC=CC7=CC=C6)=N/C8=C(C(OC)=O)C=C([H])C=C8C(OC)=O,n-n-5
211,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O[N]1=CC(/C=C\C)=CC=C1/C=N/C2=C(C(C)C)C=CC=C2C(C)C,n-o-52
206,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=C(F)C(F)=C(F)C(F)=C2F)=CC=CC=C1,n-o-47
149,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(C)CC/C1=N\C2=CC=C(C)C=C2,n-o-12
336,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(C(C=CC=C1C(C)C)=C1/N=C(C2=C3C(C(OC)=CC=C34)=CC=C2)/C4=N/C5=C(C(C)C)C=CC=C5C(C)C)C,n-n-44
451,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]/C(OC)=C1C=CC=CC/1=N\C2=C([H])C=CC=C2[H],n-o-18
397,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(C1=CC=CC(C(C)C)=C1N=P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4P(C5=C(OC)C=CC=C5)C6=CC=CC=C6OC)C,p-n-30
177,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C(C(F)(F)F)=N\C3=C(C(C)C)C=CC=C3C(C)C,n-o-28
147,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(C)CC/C1=N\C2=C(C)C=C(C)C=C2C,n-o-10
73,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1[H],n-o-1
181,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C(O)C=CC=C3,n-o-32
209,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O[N]1=CC=CC=C1/C(C)=N/C2=CC=CC=C2,n-o-50
150,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(C2=CC=CC=C2)=CC=CC=C1[N]C3=C(C(C)C)C=CC=C3C(C)C,n-o-13
306,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=S(C1=CC=CC=C1P2N(C3=C(C4=CC=C(C)C=C4)C=CC=C3C5=CC=C(C)C=C5)CCN2C6=C(C7=CC=C(C)C=C7)C=CC=C6C8=CC=C(C)C=C8)(O)=O,p-o-118
231,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O][N]1=C(/C=N/C2=C(C(C3=CC=CC4=C3C=CC=C4)C5=CC=CC6=C5C=CC=C6)C=C(C)C=C2C(C7=CC=CC8=C7C=CC=C8)C9=CC=CC%10=C9C=CC=C%10)C=CC=C1,n-o-73
146,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(C)CC/C1=N\C2=C(C(C)C)C=CC=C2C(C)C,n-o-8
78,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(OC)C=C1[H],n-o-6
75,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1C3=CC=CC=C3,n-o-3
223,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(C(C)(C)C)C=C1C(C)(C)C,n-o-64
454,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C2=CC=C(OC)C=C2)C=CC=C1C3=CC=C(OC)C=C3)=N\C4=C(C5=CC=C(OC)C=C5)C=CC=C4C6=CC=C(OC)C=C6,n-n-21
199,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=C(C)C=CC=C2C)=CC=CC=C1,n-o-40
167,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,n-n-18
222,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC(C(C(C)(C)C)=CC=C1)=C1/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC(C8=CC=C(C(F)(F)F)C=C8)=C72,n-o-63
214,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O[N]1=CC=C(OC)C=C1/C=N/C2=CC=CC=C2,n-o-55
450,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C(N(C)P(C1=CC=CC=C1C2=C(OC)C=CC=C2OC)C3=CC=CC=C3)C4=CC=NC=C4,p-o-152
172,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C)C=CC=C1C,n-o-23
197,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C(C1=CC=CC=C12)C([N]C3=C(OC)C=CC=C3OC)=CC2=O,n-o-38
179,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C(C1=CC=CC=C1CC2)=C2/C=N/C3=C(C(C)C)C=CC=C3C(C)C,n-o-30
225,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=C(CC=C)C=C2C(C)C)C=CC=C1C3=CC=CC=C3,n-o-66
170,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,n-o-21
229,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=CC1=CC=CC=C1NC2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,n-o-71
208,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=C(C(F)(F)F)C=CC=C2C(F)(F)F)=CC=CC=C1,n-o-49
148,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(C)CC/C1=N\C2=CC(C)=CC(C)=C2,n-o-11
113,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[H]C(C=C1C)=CC(C)=C1/N=C(C2=C3C4=CC=CC3=CC=C2)/C4=N/C5=C(C(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C5C(C8=CC=CC=C8)C9=CC=CC=C9,n-n-4
453,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C2=CC=CC=C2)C=CC=C1C3=CC=CC=C3)=N\C4=C(C5=CC=CC=C5)C=CC=C4C6=CC=CC=C6,n-n-20
171,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C(C(F)(F)F)C/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,n-o-22
176,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C(C)=N\C3=C(C(C)C)C=CC=C3C(C)C,n-o-27
115,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(C)C1=CC=CC(C(C)C)=C1/N=C(C2=C3C4=CC=CC3=CC=C2)/C4=N/C5=C(C(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C5C(C8=CC=CC=C8)C9=CC=CC=C9,n-n-6
112,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]S(C1=CC=CC=C1P(C(C=CC=C2)=C2S(C3=CC=CC=C3)(=O)=O)C4=CC=CC=C4)(=O)=O,p-o-38
116,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC1=CC(C)=CC(C)=C1/N=C(C2=C3C4=CC=CC3=CC=C2)/C4=N/C5=C(C(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C5C(C8=CC=CC=C8)C9=CC=CC=C9,n-n-7
129,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,C/C1=C(C)\C[P@](C2=C(C)C=C(C)C=C2C)C/C(C)=C(C)\C[P@](CC3=CC=CC=C3)C1,p-p-28
180,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C(C1=CC=CC=C1CCC2)=C2/C=N/C3=C(C(C)C)C=CC=C3C(C)C,n-o-31
334,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C(C2=CC=CC=C2)C3=CC=CC=C3)C=C(C(F)(F)F)C=C1C(C4=CC=CC=C4)C5=CC=CC=C5)=N\C6=C(C(C7=CC=CC=C7)C8=CC=CC=C8)C=C(C(F)(F)F)C=C6C(C9=CC=CC=C9)C%10=CC=CC=C%10,n-n-107
398,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,C/C(C(C)(C)NC1=C(C(C)C)C=CC=C1C(C)C)=N\C2=C(C(C)C)C=CC=C2C(C)C,n-n-76
178,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C(C1=CC=CC=C1C2)=C2/C=N/C3=C(C(C)C)C=CC=C3C(C)C,n-o-29
207,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=CC=CC=C2C)=CC=CC=C1,n-o-48
237,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,FC1=C(F)C(F)=C(F)C(C(P(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC)C5=NC=CC=C5)=C1F,p-n-13
210,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O[N]1=CC=CC=C1/C=N/C2=CC=CC=C2,n-o-51
151,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(C2=CC=C(OC)C=C2)=CC=CC=C1[N]C3=C(C(C)C)C=CC=C3C(C)C,n-o-14
238,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O[N]1=C(/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C)C=C2C(C5=CC=CC=C5)C6=CC=CC=C6)C=CC=C1C7=CC=CC=C7,n-o-75
