lig_node,rxn_node,common_neighbor,jaccard_coefficient,preferential_attachment,common_neighbor_cluster,number of lig in cluster,jaccard_coefficient_cluster,degree_lig_cluster,degree_rxn,preferential_attachment_cluster,SMILES,ligand_name
231,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O][N]1=C(/C=N/C2=C(C(C3=CC=CC4=C3C=CC=C4)C5=CC=CC6=C5C=CC=C6)C=C(C)C=C2C(C7=CC=CC8=C7C=CC=C8)C9=CC=CC%10=C9C=CC=C%10)C=CC=C1,n-o-73
195,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C([Si](C)(C)C)C=CC=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,p-o-62
10,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=CC(C(C4=CC=CC=C4)C5=CC=CC=C5)=C1N6CN7C(C8=NC=CC(C(C)(C)C)=C8)=CC(C(C)(C)C)=CC7=C6,c-n-6
213,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O[N]1=CC=C([N+]([O-])=O)C=C1/C=N/C2=CC=CC=C2,n-o-54
421,CO_alt-ethylene,2,0.6666666666666666,2,0,2,0.0,49,1,49,C1(/N=C/C2(CCCC2)/C=N/C3CCCCC3)CCCCC1,n-n-90
363,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,[H]/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C(C5=CC=C([H])C=C5)C6=CC=C([H])C=C6)C=C2C(C7=CC=C([H])C=C7)C8=CC=C([H])C=C8,n-n-60
419,CO_alt-ethylene,2,0.5,3,0,2,0.0,49,1,49,CC(C)C1=CC=CC(C(C)C)=C1/N=C/C2(CCCC2)/C=N/C3=C(C(C)C)C=CC=C3C(C)C,n-n-88
160,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]/C(C)=C(CC(OC)=O)\P(C1=CC=CC=C1)C2=CC=CC=C2,p-o-52
361,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,C/C(C1=CC=CC=N1)=N\C2=C(C3=CC=CC=C3)C=C(C)C=C2C4C5=CC=CC=C5CCC6=C4C=CC=C6,n-n-58
241,CO_alt-ethylene,0,0.0,9,0,2,0.0,49,1,49,OC1=C(/N=C2N(C3=C(C(C)C)C=CC=C3C(C)C)C=CN\2C4=C(C(C)C)C=CC=C4C(C)C)C=CC=C1,n-o-78
209,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O[N]1=CC=CC=C1/C(C)=N/C2=CC=CC=C2,n-o-50
168,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(C=[C@]1[C@]2=C(F)C(F)=C(F)C(F)=C2F)=C[C@]([C@]3=C(F)C(F)=C(F)C(F)=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C(F)=C(F)C(F)=C8F)C=C(C)C=[C@]7[C@]9=C(F)C(F)=C(F)C(F)=C9F,n-n-19
8,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CCCC1=CC=CC(C(C)C)=C1N2CN3C(C4=NC=CC(C(C)(C)C)=C4)=CC(C(C)(C)C)=CC3=C2,c-n-4
113,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[H]C(C=C1C)=CC(C)=C1/N=C(C2=C3C4=CC=CC3=CC=C2)/C4=N/C5=C(C(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C5C(C8=CC=CC=C8)C9=CC=CC=C9,n-n-4
344,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(/C(C)=N/C1=C(C(C)C)C=C(C(F)(F)F)C=C1C(C)C)=N\C2=C(C(C)C)C=C(C(F)(F)F)C=C2C(C)C,n-n-49
214,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O[N]1=CC=C(OC)C=C1/C=N/C2=CC=CC=C2,n-o-55
418,CO_alt-ethylene,2,1.0,1,0,2,0.0,49,1,49,CC(C=C(C)C=C1C)=C1/N=C(C2=C3C(C=CC=C34)=CC=C2)/C4=N/C5=C(C)C=C(C)C=C5C,n-n-87
356,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,O=P(C1=CC=CC=C1)(C2=CC=CC=C2)N(C3=CC=C(C(F)(F)F)C=C3)P(C4=CC=CC=C4)C5=CC=CC=C5C6=C(OC)C=CC=C6OC,p-o-134
174,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C=N\C3=C(C(C)C)C=CC=C3C(C)C,n-o-25
313,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OS(C1=C(C2=C(F)C(F)=C(F)C(F)=C2F)C=CC=C1P([C@@H]3C[C@H](C)CC[C@H]3C(C)C)[C@@H]4C[C@H](C)CC[C@H]4C(C)C)(=O)=O,p-o-122
221,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC(C(C(C)(C)C)=CC=C1)=C1/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC(C8=CC=CC=C8)=C72,n-o-62
239,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O[N]1=C(/C=N/C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C2C(C7=CC=CC=C7)C8=CC=CC=C8)C=CC=C1,n-o-76
147,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(C)CC/C1=N\C2=C(C)C=C(C)C=C2C,n-o-10
210,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O[N]1=CC=CC=C1/C=N/C2=CC=CC=C2,n-o-51
237,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,FC1=C(F)C(F)=C(F)C(C(P(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC)C5=NC=CC=C5)=C1F,p-n-13
424,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CCCCC1=CC=C(/N=C/C2=NC=CC=C2)C=C1,n-n-93
112,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]S(C1=CC=CC=C1P(C(C=CC=C2)=C2S(C3=CC=CC=C3)(=O)=O)C4=CC=CC=C4)(=O)=O,p-o-38
333,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,ClC(C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=CC(C(C4=CC=CC=C4)C5=CC=CC=C5)=C1/N=C(C)/C(C)=N/C6=C(C(C7=CC=CC=C7)C8=CC=CC=C8)C=C(Cl)C=C6C(C9=CC=CC=C9)C%10=CC=CC=C%10,n-n-106
76,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=CC4=CC=CC=C4C5=CC=CC=C53,n-o-4
140,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,C/C(C1=NC(C2=C(C)C=CC=C2C)=CC=C1)=N\C3=C(C(C)C)C=CC=C3C(C)C,n-n-10
223,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(C(C)(C)C)C=C1C(C)(C)C,n-o-64
257,CO_alt-ethylene,0,0.0,6,0,2,0.0,49,1,49,OC1=CC=CC2=C1C3=[N](C(C4=CC=CC=C4)=C2)C(C5=CC=CC=C5)[N](C6=C(C(C)C)C=CC=C6C(C)C)=C3,c-o-7
415,CO_alt-ethylene,2,1.0,1,0,2,0.0,49,1,49,C1(C2=C3C=CC=N2)=C(C=C3)C=CC=N1,n-n-84
169,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,n-o-20
229,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=CC1=CC=CC=C1NC2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,n-o-71
319,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C(C=CC=C1)=C1/N=C/C=N/C2=CC=CC=C2C(C)(C)C)(C)C,n-n-32
452,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]/C(OC)=C1C=CC=CC/1=N\C2=C(C(C)C)C=CC=C2C(C)C,n-o-19
211,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O[N]1=CC(/C=C\C)=CC=C1/C=N/C2=C(C(C)C)C=CC=C2C(C)C,n-o-52
379,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(C=C(C)C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=C1/N=C(C)/C(C)=N/C4=C(C)C=C(C)C=C4C(C5=CC=CC=C5)C6=CC=CC=C6,n-n-72
116,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC1=CC(C)=CC(C)=C1/N=C(C2=C3C4=CC=CC3=CC=C2)/C4=N/C5=C(C(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C5C(C8=CC=CC=C8)C9=CC=CC=C9,n-n-7
206,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C1C(NC2=C(F)C(F)=C(F)C(F)=C2F)=CC=CC=C1,n-o-47
437,CO_alt-ethylene,2,1.0,1,0,2,0.0,49,1,49,BrC(C=C1C)=CC(C)=C1/N=C2C3C4=C(C=CC=C4)C(C5=C3C=CC=C5)C/2=N/C6=C(C)C=C(Br)C=C6C,n-n-102
219,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC(C(C(C)(C)C)=CC=C1)=C1/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC(C8=CC=C(C(C)(C)C)C=C8)=C72,n-o-60
346,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(/C(C)=N/C1=C(C(C)C)C=C(C)C=C1C(C)C)=N\C2=C(C(C)C)C=C(C)C=C2C(C)C,n-n-51
145,CO_alt-ethylene,0,0.0,4,0,2,0.0,49,1,49,O=C(C(C(C)(C)C)=C1)C(PC2=CC=CC=C2)=C(C3=CC=CC=C3C4=C(F)C=CC=C4F)C1=O,p-o-44
453,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(/C(C)=N/C1=C(C2=CC=CC=C2)C=CC=C1C3=CC=CC=C3)=N\C4=C(C5=CC=CC=C5)C=CC=C4C6=CC=CC=C6,n-n-20
400,CO_alt-ethylene,0,0.0,4,0,2,0.0,49,1,49,CC(C(C=CC=C1C2=CC=C(C3=CC=CC=C3)C=C2)=C1O4)(C)C5=C4C(C6=CC(C(C)C)=C(/N=C(C7=C(C8=CC=C9)C9=CC=C7)/C8=N/C%10=C(C(C)C)C=C(C%11=C(OC(C(C%12=CC=C(C%13=CC=CC=C%13)C=C%12)=CC=C%14)=C%14C%15(C)C)C%15=CC=C%11)C=C%10C(C)C)C(C(C)C)=C6)=CC=C5,n-n-78
345,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(/C(C)=N/C1=C(C(C)C)C=C(Cl)C=C1C(C)C)=N\C2=C(C(C)C)C=C(Cl)C=C2C(C)C,n-n-50
318,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC1=CC=CC(C)=C1/N=C/C=N/C2=C(C)C=CC=C2C,n-n-31
178,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C(C1=CC=CC=C1C2)=C2/C=N/C3=C(C(C)C)C=CC=C3C(C)C,n-o-29
181,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C(O)C=CC=C3,n-o-32
78,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(OC)C=C1[H],n-o-6
203,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C1C(NC2=C(C3=CC=CC=C3)C=CC=C2C4=CC=CC=C4)=CC=CC=C1,n-o-44
434,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C)C1=CC=CC(C(C)C)=C1N(C=C2)CN2C3=CC=CC=N3,c-n-10
343,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(/C(C)=N/C1=C(C(C)C)C=C([N+]([O-])=O)C=C1C(C)C)=N\C2=C(C(C)C)C=C([N+]([O-])=O)C=C2C(C)C,n-n-48
139,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,O=[P](C1=C(OCCOC)C=CC=C1)C2=CC=CC=C2P(C3=C(OC)C=CC=C3)C4=CC=CC=C4OC,p-o-42
150,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C1C(C2=CC=CC=C2)=CC=CC=C1[N]C3=C(C(C)C)C=CC=C3C(C)C,n-o-13
230,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,[O][N]1=C(/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C)C=C2C(C5=CC=CC=C5)C6=CC=CC=C6)C=CC=C1,n-o-72
364,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,[H]C(C=C1)=CC=C1C(C2=CC(C(C3=CC=C([H])C=C3)C4=CC=C([H])C=C4)=C5C(C(C6=CC=C(C)C=C6)=CC=C5)=C2/N=C(C)/C7=CC=CC=N7)C8=CC=C([H])C=C8,n-n-61
422,CO_alt-ethylene,2,0.6666666666666666,2,0,2,0.0,49,1,49,CC(/N=C/C1(CCCC1)/C=N/C(C)(C)C)(C)C,n-n-91
316,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OS(C1=CC=CC=C1P(C(C)(C)C)C2=C(OC)C=C(OC)C=C2OC)(=O)=O,p-o-123
218,CO_alt-ethylene,0,0.0,4,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(C)C=C1C3CCCCC3,n-o-59
72,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C1=CC=NC(C2=NC=CC(C(C)(C)C)=C2)=C1)(C)C,n-n-3
75,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1C3=CC=CC=C3,n-o-3
450,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C(N(C)P(C1=CC=CC=C1C2=C(OC)C=CC=C2OC)C3=CC=CC=C3)C4=CC=NC=C4,p-o-152
220,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC(C(C(C)(C)C)=CC=C1)=C1/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC(C8=CC=C(C)C=C8)=C72,n-o-61
162,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(C(C)(C)C)C=C1C(OC)(C3=CC=CC=C3)C4=CC=CC=C4,n-o-17
6,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CCC1=CC=CC(CC)=C1N2CN3C(C4=NC=CC(C(C)(C)C)=C4)=CC(C(C)(C)C)=CC3=C2,c-n-2
207,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C1C(NC2=CC=CC=C2C)=CC=CC=C1,n-o-48
359,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,C/C(C1=CC=CC=N1)=N\C2=C(C3=CC=CC=C3)C=CC=C2C(C4=CC=C(F)C=C4)C5=CC=C(F)C=C5,n-n-56
320,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C=C(C)C=C1)=C1/N=C(C)/C(C)=N/C2=CC=C(C)C=C2C,n-n-33
227,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C(C)C)C=C(CC=C)C=C2C(C)C)C=C([N+]([O-])=O)C=C1[N+]([O-])=O,n-o-68
163,CO_alt-ethylene,0,0.0,5,0,2,0.0,49,1,49,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,n-n-14
412,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=P(N(CC)CC)(C1=CC=CC=C1)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,p-o-97
73,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1[H],n-o-1
4,CO_alt-ethylene,3,0.5,5,0,2,0.0,49,1,49,P(CCCCP(C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,p-p-3
381,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(C=C([N+]([O-])=O)C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=C1/N=C(C)/C(C)=N/C4=C(C)C=C([N+]([O-])=O)C=C4C(C5=CC=CC=C5)C6=CC=CC=C6,n-n-74
204,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C1C(NC2=C(Cl)C=CC=C2Cl)=CC=CC=C1,n-o-45
212,CO_alt-ethylene,0,0.0,0,0,2,0.0,49,1,49,O[N]1=C(C2=CC=CC=C2)C=CC=C1/C=N/C3=CC=CC=C3,n-o-53
325,CO_alt-ethylene,2,0.6666666666666666,2,0,2,0.0,49,1,49,CC(C(C=CC=C1)=C1/N=C(C2=C3C(C=CC=C34)=CC=C2)/C4=N/C5=CC=CC=C5C(C)(C)C)(C)C,n-n-38
201,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C1C(NC2=C(C(C)(C)C)C=CC=C2C(C)(C)C)=CC=CC=C1,n-o-42
173,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]/C(C1=CC=CC=C1)=C\C=N\C2=C(C(C)C)C=CC=C2C(C)C,n-o-24
198,CO_alt-ethylene,0,0.0,5,0,2,0.0,49,1,49,O=C(C1=CC=CC=C12)C([N]C3=C(C(C)C)C=CC=C3C(C)C)=CC2=O,n-o-39
60,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CCCN1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(C4=CC=CC=C4)C5=CC=CC=C5)CCCC3)C1,p-c-25
226,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C)C=C(CC=C)C=C2C)C=CC=C1C3=CC=CC=C3,n-o-67
397,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C1=CC=CC(C(C)C)=C1N=P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4P(C5=C(OC)C=CC=C5)C6=CC=CC=C6OC)C,p-n-30
328,CO_alt-ethylene,0,0.0,0,0,2,0.0,49,1,49,CC(C(C=CC=C1C(C)C)=C1/N=C(CCCC2)/C2=N/C3=C(C(C)C)C=CC=C3C(C)C)C,n-n-41
170,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,n-o-21
177,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C(C(F)(F)F)=N\C3=C(C(C)C)C=CC=C3C(C)C,n-o-28
435,CO_alt-ethylene,2,1.0,1,0,2,0.0,49,1,49,CC(C=CC=C1C)=C1/N=C2C(C3=C4C=CC=C3)C(C=CC=C5)=C5C4C/2=N/C6=C(C)C=CC=C6C,n-n-100
317,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C=C(C)C=C1)=C1/N=C/C=N/C2=CC=C(C)C=C2C,n-n-30
425,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C)C1=CC=C(/N=C/C2=NC=CC=C2)C=C1,n-n-94
164,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(C=C1C2=CC=C(F)C=C2)=CC(C3=CC=C(F)C=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=C(F)C=C8)C=C(C)C=C7C9=CC=C(F)C=C9,n-n-15
314,CO_alt-ethylene,0,0.0,5,0,2,0.0,49,1,49,too long,n-n-28
217,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C(OC)C=CC=C3,n-o-58
146,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(C)CC/C1=N\C2=C(C(C)C)C=CC=C2C(C)C,n-o-8
161,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(C(C)(C)C)C=C1C(O)(C3=CC=CC=C3)C4=CC=CC=C4,n-o-16
167,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,n-n-18
180,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,[O]C(C1=CC=CC=C1CCC2)=C2/C=N/C3=C(C(C)C)C=CC=C3C(C)C,n-o-31
366,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(C=C1)=CC=C1C2=CC=CC3=C(C(C4=CC=C(C)C=C4)C5=CC=C(C)C=C5)C=C(C(C6=CC=C(C)C=C6)C7=CC=C(C)C=C7)C(/N=C(C)/C8=CC=CC=N8)=C32,n-n-63
423,CO_alt-ethylene,2,1.0,1,0,2,0.0,49,1,49,CC1=C(NCCNC2=C(C)C=C(C)C=C2C)C(C)=CC(C)=C1,n-n-92
224,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=CC=CC=C3,n-o-65
256,CO_alt-ethylene,0,0.0,3,0,2,0.0,49,1,49,OS(C1=CC=CC=C1P(C2=CC=CC=C2C3=C(OC)C=CC=C3OC)C4=CC=CC=C4C5=C(OC)C=CC=C5OC)(=O)=O,p-o-71
115,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C)C1=CC=CC(C(C)C)=C1/N=C(C2=C3C4=CC=CC3=CC=C2)/C4=N/C5=C(C(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C5C(C8=CC=CC=C8)C9=CC=CC=C9,n-n-6
417,CO_alt-ethylene,2,1.0,1,0,2,0.0,49,1,49,CC1=CC(C)=CC(C)=C1/N=C(C)/C(C)=N/C2=C(C)C=C(C)C=C2C,n-n-86
225,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C(C)C)C=C(CC=C)C=C2C(C)C)C=CC=C1C3=CC=CC=C3,n-o-66
369,CO_alt-ethylene,0,0.0,5,0,2,0.0,49,1,49,C/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C5C6=CC=CC=C6CCC7=C5C=CC=C7)C=C2C8C9=CC=CC=C9CCC%10=C8C=CC=C%10,n-n-66
332,CO_alt-ethylene,0,0.0,2,0,2,0.0,49,1,49,CC(/C(C)=N/C1=C(C(C2=CC=CC=C2)C3=CC=CC=C3)C=C(OC)C=C1C(C4=CC=CC=C4)C5=CC=CC=C5)=N\C6=C(C(C7=CC=CC=C7)C8=CC=CC=C8)C=C(OC)C=C6C(C9=CC=CC=C9)C%10=CC=CC=C%10,n-n-105
9,CO_alt-ethylene,0,0.0,0,0,2,0.0,49,1,49,CC(C=CC1=C2C=CC=C1)=C2N3CN4C(C5=NC=CC(C(C)(C)C)=C5)=CC(C(C)(C)C)=CC4=C3,c-n-5
141,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC1=CC=CC(C)=C1/N=C/C2=NC(C3=C(C)C=CC=C3C)=CC=C2,n-n-11
228,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C(C)C)C=C(CC=C)C=C2C(C)C)C=C(C)C=C1C(C)(C)C,n-o-69
402,CO_alt-ethylene,0,0.0,4,0,2,0.0,49,1,49,CC(C(C=CC=C1C2=CC=C([N+]([O-])=O)C=C2)=C1O3)(C)C4=C3C(C5=CC(C(C)C)=C(/N=C(C6=C(C7=CC=C8)C8=CC=C6)/C7=N/C9=C(C(C)C)C=C(C%10=C(OC(C(C%11=CC=C([N+]([O-])=O)C=C%11)=CC=C%12)=C%12C%13(C)C)C%13=CC=C%10)C=C9C(C)C)C(C(C)C)=C5)=CC=C4,n-n-80
151,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C1C(C2=CC=C(OC)C=C2)=CC=CC=C1[N]C3=C(C(C)C)C=CC=C3C(C)C,n-o-14
172,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C)C=CC=C1C,n-o-23
454,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(/C(C)=N/C1=C(C2=CC=C(OC)C=C2)C=CC=C1C3=CC=C(OC)C=C3)=N\C4=C(C5=CC=C(OC)C=C5)C=CC=C4C6=CC=C(OC)C=C6,n-n-21
5,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(C1=CC=CC(C(C)C)=C1N2CN3C(C4=NC=CC=C4)=CC=CC3=C2)C,c-n-1
216,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C(F)C(F)=C(F)C(F)=C3F,n-o-57
275,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,O=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3P(C(C)C)C(C)C,p-o-84
334,CO_alt-ethylene,0,0.0,1,0,2,0.0,49,1,49,CC(/C(C)=N/C1=C(C(C2=CC=CC=C2)C3=CC=CC=C3)C=C(C(F)(F)F)C=C1C(C4=CC=CC=C4)C5=CC=CC=C5)=N\C6=C(C(C7=CC=CC=C7)C8=CC=CC=C8)C=C(C(F)(F)F)C=C6C(C9=CC=CC=C9)C%10=CC=CC=C%10,n-n-107
