Filename,Pd_atom label,Methyl_atom_1 label,Methyl_atom_2 label,Hydrogens_methyl_1_label,Hydrogens_methyl_2_label,Ligand_atom_1 label,Ligand_atom_2 label,Atoms_distance_2 label,Atoms_distance_3 label,Atoms_distance_4 label,Atoms_distance_2_a label,Atoms_distance_3_a label,Atoms_distance_4_a label,Atoms_distance_2_b label,Atoms_distance_3_b label,Atoms_distance_4_b label,Atom label shortest paths
ligand-384-p-n-20,2,3,7,"[6, 4, 5]","[8, 9, 10]",1,11,"[67, 69, 38, 12, 25]","[34, 68, 39, 40, 73, 13, 17, 82, 21, 26, 30]","[14, 15, 16, 18, 19, 20, 22, 23, 24, 27, 28, 29, 31, 32, 33, 35, 36, 37, 41, 42, 47, 49, 70, 71, 72, 78, 79]","[12, 25, 67]","[34, 68, 69, 13, 17, 82, 21, 26, 30]","[14, 15, 16, 18, 19, 20, 22, 23, 24, 27, 28, 29, 31, 32, 33, 35, 36, 37, 70, 71, 72, 73]","[38, 69]","[67, 39, 40, 73]","[68, 70, 41, 42, 78, 47, 79, 49, 82]","[2, 1, 67, 69, 11]"
ligand-385-p-n-21,2,3,7,"[5, 6, 4]","[9, 8, 10]",1,11,"[67, 41, 43, 12, 56]","[68, 69, 42, 13, 78, 47, 14, 57, 58]","[15, 16, 21, 23, 44, 45, 46, 52, 53, 59, 60, 61, 62, 70, 71, 72, 73]","[41, 56, 67]","[68, 69, 42, 43, 78, 57, 58]","[70, 71, 72, 73, 44, 45, 46, 47, 59, 60, 61, 62]","[12, 43]","[41, 13, 14, 47]","[42, 44, 78, 15, 16, 52, 21, 53, 23]","[2, 1, 41, 43, 11]"
ligand-386-p-n-22,2,3,7,"[5, 6, 4]","[8, 9, 10]",1,11,"[12, 13, 14, 22, 30]","[32, 33, 46, 15, 16, 50, 54, 23, 24, 31]","[17, 18, 25, 26, 34, 42, 47, 48, 49, 51, 52, 53, 55, 59]","[12, 22, 30]","[32, 33, 13, 46, 50, 23, 24, 31]","[34, 42, 47, 48, 49, 51, 52, 53, 54, 25, 26]","[13, 14]","[12, 15, 16, 54]","[46, 17, 50, 18, 55, 59]","[2, 1, 12, 13, 11]"
ligand-387-p-n-23,2,3,7,"[5, 6, 4]","[8, 9, 10]",1,11,"[12, 13, 14, 22, 30]","[32, 66, 33, 46, 15, 16, 50, 23, 24, 31]","[17, 18, 25, 26, 34, 42, 47, 48, 49, 51, 52, 53, 54, 58, 67, 68]","[12, 22, 30]","[32, 33, 13, 46, 50, 23, 24, 31]","[66, 34, 42, 47, 48, 49, 51, 52, 53, 25, 26]","[13, 14]","[66, 12, 15, 16]","[67, 68, 46, 17, 50, 18, 54, 58]","[2, 1, 12, 13, 11]"
ligand-388-p-n-24,2,3,7,"[5, 4, 6]","[60, 8, 9]",1,10,"[11, 12, 13, 21, 56]","[45, 14, 15, 22, 23, 24, 25, 58, 59, 29, 57]","[16, 17, 26, 27, 28, 30, 31, 32, 33, 37, 46, 47]","[11, 21, 56]","[12, 22, 23, 24, 25, 58, 59, 29, 57]","[32, 45, 26, 27, 28, 30, 31]","[12, 13]","[11, 45, 14, 15]","[33, 37, 46, 47, 16, 17, 25, 29]","[2, 1, 11, 12, 10]"
ligand-389-p-n-25,2,3,7,"[5, 6, 4]","[8, 74, 9]",1,10,"[11, 12, 13, 52, 63]","[64, 65, 41, 14, 15, 21, 53, 54, 25]","[16, 17, 22, 23, 24, 26, 27, 28, 29, 33, 42, 43, 55, 56, 57, 58, 66, 67, 68, 69]","[11, 52, 63]","[64, 65, 12, 53, 21, 54, 25]","[22, 23, 24, 26, 27, 28, 41, 55, 56, 57, 58, 66, 67, 68, 69]","[12, 13]","[41, 11, 14, 15]","[33, 42, 43, 16, 17, 21, 25, 29]","[2, 1, 11, 12, 10]"
ligand-390-p-n-26,34,35,39,"[38, 37, 36]","[42, 41, 40]",1,13,"[2, 5, 9, 43, 51]","[3, 4, 6, 10, 44, 14, 45, 52, 53]","[7, 8, 12, 15, 16, 46, 47, 54, 55, 59, 63, 71, 75]","[2, 43, 51]","[3, 4, 5, 44, 45, 52, 53]","[6, 71, 75, 46, 47, 54, 55, 59, 63]","[5, 9]","[2, 6, 10, 14]","[3, 4, 7, 8, 12, 15, 16]","[34, 1, 2, 5, 13]"
ligand-391-p-n-27,34,35,39,"[37, 38, 36]","[42, 41, 40]",1,13,"[2, 5, 9, 43, 51]","[3, 4, 6, 10, 44, 14, 45, 52, 53]","[7, 8, 12, 15, 16, 46, 47, 54, 55, 59, 63, 69, 70]","[2, 43, 51]","[3, 4, 5, 44, 45, 52, 53]","[69, 6, 70, 46, 47, 54, 55, 59, 63]","[5, 9]","[2, 6, 10, 14]","[3, 4, 7, 8, 12, 15, 16]","[34, 1, 2, 5, 13]"
ligand-392-p-o-135,34,35,39,"[36, 38, 37]","[42, 40, 41]",1,5,"[8, 2, 4, 7]","[3, 6, 12, 16, 20, 54, 25, 29]","[33, 9, 11, 44, 43, 15, 17, 19, 21, 55, 56, 26, 28]","[2, 7, 8]","[3, 12, 16, 20, 25, 29]","[33, 4, 9, 11, 44, 43, 15, 17, 19, 21, 26, 28]",[4],"[54, 3, 6]","[2, 9, 55, 56]","[34, 1, 2, 3, 4, 5]"
ligand-393-p-o-136,34,35,39,"[37, 36, 38]","[40, 42, 41]",1,5,"[8, 2, 4, 7]","[3, 6, 12, 16, 20, 54, 25, 29]","[33, 9, 11, 44, 43, 15, 17, 19, 21, 55, 56, 26, 28]","[2, 7, 8]","[3, 12, 16, 20, 25, 29]","[33, 4, 9, 11, 44, 43, 15, 17, 19, 21, 26, 28]",[4],"[54, 3, 6]","[2, 9, 55, 56]","[34, 1, 2, 3, 4, 5]"
ligand-394-p-o-137,34,35,39,"[37, 36, 38]","[40, 42, 41]",1,5,"[8, 2, 4, 7]","[3, 6, 12, 16, 20, 54, 25, 29]","[33, 9, 11, 44, 43, 15, 17, 19, 21, 55, 56, 26, 28]","[2, 7, 8]","[3, 12, 16, 20, 25, 29]","[33, 4, 9, 11, 44, 43, 15, 17, 19, 21, 26, 28]",[4],"[54, 3, 6]","[2, 9, 55, 56]","[34, 1, 2, 3, 4, 5]"
ligand-395-p-n-28,12,14,18,"[16, 15, 17]","[21, 19, 20]",1,26,"[2, 13, 22, 24, 27]","[3, 58, 69, 7, 73, 77, 47, 81, 23, 25, 28, 29]","[4, 6, 11, 30, 31, 35, 39, 48, 49, 59, 60, 70, 71, 72, 74, 75, 76, 78, 79, 80, 82, 83, 84]","[2, 22, 24]","[3, 69, 7, 73, 77, 81, 23, 25]","[4, 6, 11, 13, 70, 71, 72, 74, 75, 76, 78, 79, 80, 82, 83, 84]","[13, 27]","[3, 58, 47, 28, 29]","[2, 35, 4, 39, 48, 49, 59, 60, 30, 31]","[12, 1, 2, 3, 13, 26]"
ligand-396-p-n-29,12,18,14,"[21, 20, 19]","[17, 15, 16]",1,22,"[65, 2, 75, 13, 23]","[66, 3, 67, 7, 43, 76, 77, 54, 24, 25]","[4, 6, 11, 26, 27, 31, 35, 44, 45, 55, 56, 68, 69, 70, 78, 79, 80, 85, 86]","[2, 65, 75]","[66, 67, 3, 7, 76, 77]","[68, 69, 70, 4, 6, 11, 13, 78, 79, 80, 85, 86]","[13, 23]","[3, 43, 54, 24, 25]","[2, 35, 4, 44, 45, 55, 56, 26, 27, 31]","[12, 1, 2, 3, 13, 22]"
ligand-397-p-n-30,12,18,14,"[19, 21, 20]","[16, 15, 17]",1,22,"[2, 67, 13, 23, 57]","[3, 68, 69, 35, 7, 46, 24, 25, 58, 59]","[4, 6, 11, 26, 27, 31, 33, 36, 37, 47, 48, 60, 61, 62, 70, 71, 72, 77, 78]","[2, 57, 67]","[3, 68, 69, 7, 58, 59]","[4, 70, 71, 72, 6, 11, 13, 78, 77, 60, 61, 62]","[13, 23]","[35, 3, 46, 24, 25]","[33, 2, 4, 37, 36, 47, 48, 26, 27, 31]","[12, 1, 2, 3, 13, 22]"
ligand-398-n-n-76,1,26,22,"[28, 27, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14, 52]","[33, 37, 7, 8, 41, 15, 16, 60]","[9, 10, 17, 18, 30, 32, 34, 35, 36, 38, 39, 40, 42, 43, 44, 45, 46, 57, 58, 59]","[3, 14]","[33, 2, 15, 16]","[32, 34, 35, 36, 37, 41, 46, 17, 18]","[2, 6, 52]","[3, 37, 7, 8, 41, 60]","[33, 38, 39, 40, 9, 10, 42, 45, 43, 44, 57, 58, 59, 30]","[1, 5, 3, 2, 4]"
ligand-399-n-n-77,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14, 60]","[38, 34, 7, 8, 42, 15, 16]","[9, 10, 17, 18, 30, 32, 35, 36, 37, 39, 40, 41, 43, 44, 45, 46, 48]","[3, 14]","[2, 34, 15, 16]","[32, 35, 38, 36, 37, 42, 48, 17, 18]","[2, 6, 60]","[3, 38, 7, 8, 42]","[34, 39, 40, 41, 9, 10, 43, 44, 46, 45, 30]","[1, 5, 3, 2, 4]"
ligand-400-n-n-78,1,26,22,"[27, 28, 29]","[24, 23, 25]",5,4,"[2, 3, 6, 14]","[36, 39, 7, 8, 15, 16]","[32, 34, 37, 38, 9, 10, 43, 17, 18, 52, 30]","[3, 14]","[2, 39, 15, 16]","[32, 34, 37, 36, 43, 17, 18]","[2, 6]","[3, 36, 7, 8]","[37, 38, 39, 9, 10, 52, 30]","[1, 5, 3, 2, 4]"
ligand-401-n-n-79,1,22,26,"[24, 23, 25]","[28, 27, 29]",5,4,"[2, 3, 6, 14]","[36, 39, 7, 8, 15, 16]","[32, 34, 37, 38, 9, 10, 43, 17, 18, 52, 30]","[3, 14]","[2, 39, 15, 16]","[32, 34, 37, 36, 43, 17, 18]","[2, 6]","[3, 36, 7, 8]","[37, 38, 39, 9, 10, 52, 30]","[1, 5, 3, 2, 4]"
ligand-402-n-n-80,1,22,26,"[24, 23, 25]","[28, 27, 29]",5,4,"[2, 3, 6, 14]","[36, 39, 7, 8, 15, 16]","[32, 34, 37, 38, 9, 10, 43, 17, 18, 52, 30]","[3, 14]","[2, 39, 15, 16]","[32, 34, 37, 36, 43, 17, 18]","[2, 6]","[3, 36, 7, 8]","[37, 38, 39, 9, 10, 52, 30]","[1, 5, 3, 2, 4]"
ligand-403-n-n-81,1,26,22,"[28, 27, 29]","[24, 23, 25]",5,4,"[2, 3, 6, 14]","[36, 39, 7, 8, 15, 16]","[32, 34, 37, 38, 9, 10, 43, 17, 18, 52, 30]","[3, 14]","[2, 39, 15, 16]","[32, 34, 37, 36, 43, 17, 18]","[2, 6]","[3, 36, 7, 8]","[37, 38, 39, 9, 10, 52, 30]","[1, 5, 3, 2, 4]"
ligand-404-p-n-31,2,3,7,"[5, 4, 6]","[8, 66, 9]",1,10,"[11, 12, 44, 24, 26]","[32, 36, 40, 13, 45, 14, 25, 27, 28]","[15, 16, 20, 22, 29, 30, 31, 33, 34, 35, 37, 38, 39, 41, 42, 43, 46, 47, 48]","[24, 26, 44]","[32, 36, 40, 11, 25, 27, 28]","[33, 34, 35, 37, 38, 39, 41, 42, 43, 45, 29, 30, 31]","[11, 12]","[44, 13, 45, 14]","[46, 15, 47, 48, 16, 20, 22]","[2, 1, 44, 11, 10]"
ligand-405-p-n-32,2,3,7,"[5, 4, 6]","[75, 8, 9]",1,10,"[11, 12, 44, 24, 26]","[32, 36, 40, 13, 45, 14, 25, 27, 28]","[15, 16, 20, 22, 29, 30, 31, 33, 34, 35, 37, 38, 39, 41, 42, 43, 63, 67, 71]","[24, 26, 44]","[32, 36, 40, 11, 25, 27, 28]","[33, 34, 35, 37, 38, 39, 41, 42, 43, 45, 29, 30, 31]","[11, 12]","[44, 13, 45, 14]","[67, 71, 15, 16, 20, 22, 63]","[2, 1, 44, 11, 10]"
ligand-406-p-n-33,2,3,7,"[5, 4, 6]","[72, 8, 9]",1,10,"[42, 11, 12, 24, 25]","[64, 34, 68, 38, 13, 14, 26, 60, 30]","[15, 16, 20, 22, 27, 28, 29, 31, 32, 33, 35, 36, 37, 39, 40, 41, 61, 62, 63, 65, 66, 67, 69, 70, 71]","[24, 25, 42]","[64, 34, 68, 38, 11, 26, 30]","[27, 28, 29, 31, 32, 33, 35, 36, 37, 39, 40, 41, 60, 65, 66, 67, 69, 70, 71]","[11, 12]","[42, 13, 14, 60]","[15, 16, 20, 22, 61, 62, 63]","[2, 1, 42, 11, 10]"
ligand-407-p-o-138,34,35,39,"[37, 36, 38]","[40, 41, 42]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 16, 20, 25, 29]","[33, 10, 43, 12, 44, 15, 17, 19, 21, 26, 28]","[2, 8, 9]","[3, 13, 16, 20, 25, 29]","[33, 4, 10, 43, 12, 44, 15, 17, 19, 21, 26, 28]",[4],"[3, 6, 7]","[2, 10]","[34, 1, 2, 3, 4, 5]"
ligand-408-p-o-139,34,35,39,"[37, 38, 36]","[40, 41, 42]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 16, 20, 25, 29]","[33, 10, 43, 12, 44, 15, 17, 19, 21, 26, 28]","[2, 8, 9]","[3, 13, 16, 20, 25, 29]","[33, 4, 10, 43, 12, 44, 15, 17, 19, 21, 26, 28]",[4],"[3, 6, 7]","[2, 10]","[34, 1, 2, 3, 4, 5]"
ligand-409-p-o-140,34,35,39,"[37, 38, 36]","[42, 40, 41]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 16, 20, 25, 29]","[33, 10, 43, 12, 44, 15, 17, 19, 21, 26, 28]","[2, 8, 9]","[3, 13, 16, 20, 25, 29]","[33, 4, 10, 43, 12, 44, 15, 17, 19, 21, 26, 28]",[4],"[3, 6, 7]","[2, 10]","[34, 1, 2, 3, 4, 5]"
ligand-410-p-p-30,10,12,16,"[14, 15, 13]","[19, 17, 18]",21,1,"[33, 2, 3, 35, 22, 31]","[32, 34, 4, 36, 7, 40, 44, 45, 46, 50, 54, 23, 58, 27]","[5, 6, 9, 20, 24, 25, 26, 28, 29, 30, 37, 38, 39, 41, 42, 43, 47, 48, 49, 51, 52, 53, 55, 56, 57, 59, 60, 61]","[3, 22, 31]","[32, 2, 4, 45, 46, 50, 23, 27]","[5, 7, 20, 24, 25, 26, 28, 29, 30, 47, 48, 49, 51, 52, 53]","[2, 33, 35]","[34, 3, 36, 7, 40, 44, 54, 58]","[4, 6, 9, 37, 38, 39, 41, 42, 43, 55, 56, 57, 59, 60, 61]","[10, 21, 3, 2, 1]"
ligand-411-p-o-95,13,39,35,"[40, 41, 42]","[37, 38, 36]",1,4,"[25, 2, 14, 15]","[3, 8, 43, 16, 17, 54, 26, 27]","[5, 7, 12, 18, 19, 20, 28, 29, 30, 44, 45, 55, 57, 75, 76]","[2, 15, 25]","[3, 8, 16, 17, 26, 27]","[5, 7, 75, 12, 76, 14, 18, 19, 20, 28, 29, 30]",[14],"[43, 3, 54]","[2, 5, 44, 45, 55, 57]","[13, 1, 2, 3, 14, 4]"
ligand-412-p-o-97,13,40,36,"[42, 41, 43]","[39, 38, 37]",1,4,"[25, 2, 14, 15]","[3, 8, 44, 16, 17, 56, 26, 27]","[5, 7, 12, 18, 19, 20, 28, 29, 30, 35, 45, 46, 55, 57, 59]","[2, 15, 25]","[3, 8, 16, 17, 26, 27]","[35, 5, 7, 12, 14, 18, 19, 20, 55, 28, 29, 30]",[14],"[56, 3, 44]","[2, 5, 45, 46, 57, 59]","[13, 1, 2, 3, 14, 4]"
ligand-413-n-n-82,1,4,8,"[6, 5, 7]","[10, 9, 29]",3,28,"[19, 2, 11, 23]","[12, 45, 13, 20, 24, 26]","[43, 14, 15, 21, 22, 27, 30]","[2, 11]","[12, 13, 45, 19]","[43, 14, 15, 20, 30]","[19, 23]","[2, 20, 24, 26]","[45, 21, 22, 27]","[1, 3, 2, 19, 28]"
ligand-414-n-n-83,1,6,10,"[8, 9, 7]","[12, 13, 11]",4,5,"[16, 33, 2, 3]","[34, 35, 36, 14, 15, 17, 18, 19]","[37, 38, 39, 40, 41, 42, 20, 21, 22, 23, 24, 25]","[2, 16]","[3, 15, 17, 18, 19]","[14, 20, 21, 22, 23, 24, 25]","[3, 33]","[2, 35, 34, 36, 14]","[37, 38, 39, 40, 41, 42, 15]","[1, 4, 2, 3, 5]"
ligand-415-n-n-84,1,2,6,"[5, 4, 3]","[9, 8, 7]",27,26,"[10, 11, 20, 13]","[12, 14, 15, 17, 22, 23]","[16, 18, 21, 25, 28, 29]","[13, 20]","[10, 17, 22, 23]","[12, 21, 25, 29]","[10, 11]","[12, 13, 14, 15]","[16, 17, 18, 28]","[1, 27, 13, 10, 26]"
ligand-416-n-n-85,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14]","[7, 8, 46, 47, 15, 16]","[9, 10, 42, 48, 17, 18, 52, 30]","[3, 14]","[2, 46, 15, 16]","[42, 47, 48, 17, 18]","[2, 6]","[3, 7, 8, 47]","[9, 10, 46, 52, 30]","[1, 5, 3, 2, 4]"
ligand-417-n-n-86,1,22,26,"[23, 24, 25]","[27, 28, 29]",5,4,"[2, 3, 6, 14]","[7, 8, 15, 16, 54, 58]","[9, 10, 42, 46, 17, 50, 18, 55, 56, 57, 59, 60, 61, 30]","[3, 14]","[2, 15, 16, 54]","[42, 46, 17, 18, 55, 56, 57, 58]","[2, 6]","[3, 7, 8, 58]","[9, 10, 50, 54, 59, 60, 61, 30]","[1, 5, 3, 2, 4]"
ligand-418-n-n-87,1,22,26,"[24, 23, 25]","[28, 27, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 44, 46, 48, 17, 18, 50, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 48, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 44, 17, 18, 50, 31]","[1, 4, 2, 3, 5]"
ligand-419-n-n-88,1,22,26,"[23, 24, 25]","[27, 28, 29]",4,5,"[2, 3, 6, 14]","[7, 72, 8, 15, 16, 85, 86]","[32, 33, 9, 73, 74, 10, 17, 18, 30, 31]","[2, 6]","[7, 72, 8, 86]","[32, 3, 9, 73, 74, 10, 31]","[3, 14]","[72, 15, 16, 85]","[33, 2, 73, 74, 17, 18, 30]","[1, 4, 2, 72, 3, 5]"
ligand-420-n-n-89,1,22,26,"[23, 25, 24]","[27, 29, 28]",4,5,"[2, 3, 6, 14]","[32, 7, 8, 45, 46, 15, 16]","[33, 34, 9, 10, 47, 17, 18, 51, 55, 59]","[2, 6]","[32, 7, 8, 46]","[33, 3, 34, 9, 10, 47, 59]","[3, 14]","[32, 45, 15, 16]","[33, 2, 34, 17, 18, 51, 55]","[1, 4, 2, 32, 3, 5]"
ligand-421-n-n-90,1,6,10,"[7, 9, 8]","[11, 13, 12]",4,5,"[2, 3, 29, 46]","[32, 14, 47, 48, 49, 27, 28, 30, 31]","[33, 34, 35, 36, 37, 38, 15, 16, 50, 51, 52, 53, 54, 55]","[2, 29]","[32, 14, 28, 30, 31]","[33, 3, 34, 35, 36, 37, 38, 15, 16]","[3, 46]","[14, 47, 48, 49, 27]","[2, 15, 16, 50, 51, 52, 53, 54, 55]","[1, 4, 2, 14, 3, 5]"
ligand-422-n-n-91,1,10,6,"[11, 13, 12]","[7, 9, 8]",4,5,"[2, 3, 29, 30]","[35, 39, 43, 14, 47, 51, 27, 28, 31]","[15, 16, 32, 33, 34, 36, 37, 38, 40, 41, 42, 44, 45, 46, 48, 49, 50, 52, 53, 54]","[2, 29]","[35, 39, 14, 28, 31]","[32, 33, 3, 36, 37, 38, 34, 40, 41, 42, 15, 16]","[3, 30]","[43, 14, 47, 51, 27]","[2, 44, 45, 46, 15, 16, 48, 49, 50, 52, 53, 54]","[1, 4, 2, 14, 3, 5]"
ligand-423-n-n-92,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14, 56, 57]","[7, 8, 46, 47, 15, 16, 58, 59]","[9, 10, 42, 48, 17, 18, 52, 30]","[3, 14, 56]","[2, 46, 15, 16, 58]","[42, 47, 48, 17, 18, 59]","[2, 6, 57]","[3, 7, 8, 47, 59]","[9, 10, 46, 52, 58, 30]","[1, 5, 3, 2, 4]"
ligand-424-n-n-93,1,4,8,"[5, 6, 7]","[9, 10, 29]",3,28,"[19, 2, 11, 23]","[12, 13, 20, 24, 26, 31]","[32, 14, 15, 21, 22, 27, 30]","[2, 11]","[12, 13, 19, 31]","[32, 14, 15, 20, 30]","[19, 23]","[2, 20, 24, 26]","[21, 22, 27, 31]","[1, 3, 2, 19, 28]"
ligand-425-n-n-94,1,4,8,"[5, 6, 7]","[9, 10, 29]",3,28,"[19, 2, 11, 23]","[12, 13, 20, 24, 26, 31]","[32, 14, 15, 21, 22, 27, 30]","[2, 11]","[12, 13, 19, 31]","[32, 14, 15, 20, 30]","[19, 23]","[2, 20, 24, 26]","[21, 22, 27, 31]","[1, 3, 2, 19, 28]"
ligand-426-n-n-95,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 17, 18, 52, 53, 54, 55, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 17, 18, 54, 55, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 52, 53, 30, 31]","[1, 5, 3, 2, 4]"
ligand-427-n-n-96,1,8,4,"[9, 10, 29]","[5, 6, 7]",3,28,"[19, 2, 11, 23]","[41, 12, 13, 20, 24, 26]","[39, 14, 15, 21, 22, 27, 30]","[2, 11]","[41, 12, 13, 19]","[39, 14, 15, 20, 30]","[19, 23]","[2, 20, 24, 26]","[41, 21, 22, 27]","[1, 3, 2, 19, 28]"
ligand-428-n-n-97,1,4,8,"[6, 5, 7]","[10, 9, 29]",3,28,"[19, 2, 11, 23]","[37, 12, 13, 20, 24, 26]","[35, 14, 15, 21, 22, 27, 30]","[2, 11]","[37, 12, 13, 19]","[35, 14, 15, 20, 30]","[19, 23]","[2, 20, 24, 26]","[37, 21, 22, 27]","[1, 3, 2, 19, 28]"
ligand-429-n-n-98,1,22,26,"[24, 23, 25]","[27, 28, 29]",4,5,"[2, 3, 6, 14]","[7, 72, 73, 74, 8, 15, 16]","[32, 33, 9, 10, 75, 76, 17, 18, 30, 31]","[2, 6]","[7, 72, 8, 74]","[32, 3, 9, 10, 75, 76, 31]","[3, 14]","[72, 73, 15, 16]","[33, 2, 75, 76, 17, 18, 30]","[1, 4, 2, 72, 3, 5]"
ligand-430-n-n-99,2,3,7,"[4, 6, 5]","[9, 10, 8]",23,22,"[1, 13, 15, 17, 18, 19]","[11, 12, 14, 16, 20, 21, 24, 25, 26, 27, 28, 29, 30, 34, 45, 56]","[31, 32, 33, 35, 36, 46, 47, 57, 58, 59]","[17, 18, 19]","[1, 45, 20, 21, 56, 26, 27, 28, 29]","[11, 12, 46, 47, 57, 58, 59]","[1, 13, 15]","[34, 11, 12, 14, 16, 19, 24, 25, 30]","[32, 33, 35, 36, 20, 21, 31]","[2, 23, 19, 1, 22]"
ligand-431-p-c-29,13,1,5,"[3, 4, 2]","[8, 7, 6]",37,14,"[38, 15, 16, 49, 26]","[39, 40, 9, 10, 17, 50, 51, 27, 28]","[11, 12, 18, 19, 41, 42, 43, 44, 52, 53, 54, 55]","[26, 38, 49]","[39, 40, 15, 50, 51, 27, 28]","[41, 42, 43, 44, 9, 52, 53, 54, 55]","[15, 16]","[9, 10, 17, 26]","[11, 12, 18, 19, 27, 28]","[13, 37, 26, 15, 14]"
ligand-432-p-c-30,45,10,14,"[13, 12, 11]","[17, 16, 15]",19,46,"[2, 47, 48, 20, 31]","[32, 1, 33, 3, 41, 42, 49, 21, 22, 58]","[4, 6, 18, 23, 24, 25, 26, 34, 35, 36, 43, 44, 50, 51, 59, 60, 81]","[2, 20, 31]","[32, 1, 33, 3, 21, 22]","[34, 35, 36, 6, 4, 26, 81, 18, 23, 24, 25, 58]","[47, 48]","[41, 42, 49, 58]","[1, 43, 44, 50, 51, 59, 60]","[45, 19, 2, 1, 58, 47, 46]"
ligand-433-p-c-31,45,14,10,"[17, 15, 16]","[12, 11, 13]",19,46,"[2, 47, 48, 20, 31]","[32, 1, 33, 3, 41, 42, 49, 21, 22, 58]","[4, 6, 18, 23, 24, 25, 26, 34, 35, 36, 43, 44, 50, 51, 59, 60, 71]","[2, 20, 31]","[32, 1, 33, 3, 21, 22]","[34, 35, 36, 6, 71, 4, 26, 18, 23, 24, 25, 58]","[47, 48]","[41, 42, 49, 58]","[1, 43, 44, 50, 51, 59, 60]","[45, 19, 2, 1, 58, 47, 46]"
ligand-434-c-n-10,13,1,5,"[2, 3, 4]","[8, 6, 7]",14,55,"[16, 50, 46, 15]","[9, 10, 47, 17, 51, 53]","[11, 12, 48, 49, 18, 19, 54]","[15, 16]","[9, 10, 46, 17]","[11, 12, 47, 18, 19]","[46, 50]","[47, 15, 51, 53]","[9, 48, 49, 54]","[13, 14, 15, 46, 55]"
ligand-435-n-n-100,1,20,24,"[22, 21, 23]","[26, 25, 27]",2,3,"[28, 4, 12, 30]","[32, 5, 6, 13, 14, 29]","[64, 33, 34, 35, 68, 7, 8, 45, 15, 16, 44, 56, 60, 31]","[4, 30]","[32, 5, 6, 28]","[64, 33, 34, 68, 7, 8, 45, 29]","[12, 28]","[13, 14, 29, 30]","[32, 35, 44, 15, 16, 56, 60, 31]","[1, 2, 30, 28, 3]"
ligand-436-n-n-101,1,20,24,"[22, 21, 23]","[26, 25, 27]",2,3,"[28, 4, 12, 30]","[32, 5, 6, 13, 14, 29]","[33, 34, 66, 35, 7, 8, 45, 44, 15, 16, 54, 62, 58, 31]","[4, 30]","[32, 5, 6, 28]","[33, 34, 66, 7, 8, 45, 62, 29]","[12, 28]","[13, 14, 29, 30]","[32, 35, 44, 15, 16, 54, 58, 31]","[1, 2, 30, 28, 3]"
ligand-437-n-n-102,1,20,24,"[22, 21, 23]","[26, 25, 27]",2,3,"[28, 4, 12, 30]","[32, 5, 6, 13, 14, 29]","[33, 34, 66, 35, 7, 8, 45, 44, 15, 16, 54, 62, 58, 31]","[4, 30]","[32, 5, 6, 28]","[33, 34, 66, 7, 8, 45, 62, 29]","[12, 28]","[13, 14, 29, 30]","[32, 35, 44, 15, 16, 54, 58, 31]","[1, 2, 30, 28, 3]"
ligand-438-n-n-103,1,20,24,"[22, 21, 23]","[26, 25, 27]",2,3,"[28, 4, 12, 30]","[32, 5, 6, 13, 14, 29]","[33, 34, 35, 7, 8, 45, 44, 15, 16, 54, 55, 56, 57, 31]","[4, 30]","[32, 5, 6, 28]","[33, 34, 7, 8, 45, 54, 55, 29]","[12, 28]","[13, 14, 29, 30]","[32, 35, 44, 15, 16, 56, 57, 31]","[1, 2, 30, 28, 3]"
ligand-439-p-o-141,3,4,8,"[6, 5, 7]","[9, 11, 10]",1,12,"[2, 27, 37, 15]","[38, 39, 13, 14, 16, 28, 29]","[32, 40, 41, 42, 48, 17, 18, 47, 30, 31]","[2, 27, 37]","[38, 39, 13, 14, 15, 28, 29]","[32, 40, 41, 42, 47, 48, 16, 30, 31]",[15],"[16, 2]","[13, 14, 17, 18]","[3, 1, 2, 15, 12]"
ligand-440-p-o-142,2,3,7,"[5, 4, 6]","[10, 9, 8]",1,44,"[34, 50, 54, 24, 25]","[35, 36, 12, 51, 52, 53, 55, 26, 27]","[11, 13, 28, 29, 30, 31, 37, 38, 39, 45, 56, 57, 58]","[24, 34, 54]","[35, 36, 12, 55, 25, 26]","[37, 38, 39, 11, 45, 13, 56, 57, 58, 27, 28, 29]","[25, 50]","[51, 52, 53, 24, 27]","[26, 30, 31]","[2, 1, 24, 25, 44]"
